community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,77,0.0632,28.32,9.494058787633235e-177,"ADAT3, ADH7, ARHGAP40, C17orf99, C8orf48, CCL7, DKKL1, DYNAP, FAM3A, FBXO27, FCN3, GALP, GDPD4, GJE1, HLA-DPB1, HOPX, IQCF5, ITIH6, KRT76, LINC00390, LOC124901141, LOC128966704, LRRC37B, MACC1, MAN2B2, MOAP1, MYH15, OAS3, OR10A2, OR10A5, OR10X1, OR11A1, OR1J4, OR1Q1, OR1S1, OR1S2, OR2AG1, OR2AG2, OR4C5, OR51A2, OR51B4, OR52A1, OR52A5, OR56A4, OR56B1, OR5AK2, OR5B17, OR5B2, OR5D3P, OR5T2, OR5V1, OR5W2, OR6C2, OR7C2, OR8A1, OR8K3, OR9Q1, PCDHA1, PCDHA13, PCDHB2, PCDHB5, PLA2G2A, PLXNB3, POM121L12, RAPGEFL1, RWDD2B, SLC16A1, SLC22A13, SLC2A7, SPINT3, SPRY1, TAAR2, TRAV26-2, TRMT2B, TYMP, U2AF1L4, UGT1A10",2.8482176362899708e-176
M3,38,0.0925,20.24,2.2246832977501098e-91,"ABCA9, ACOT2, ADAM29, ANKDD1A, APOC1, BTN2A1, CCDC70, CFAP97D2, CPNE7, DEFB115, EDDM13, EFCAB8, FARP2, FOLR3, GABRR3, H4C2, IFITM10, IFNE, IGFL4, KCNRG, LBHD1, MMP19, MYOCOS, OR13C8, OR2A4, OR5B21, OR6A2, OR8D1, OR8G1, OR8K5, PCDHB8, PRAMEF12, PRAMEF19, PRAMEF5, PRAMEF8, SNTG2, SPDYE14, TAS2R9",3.3370249466251636e-91
M1,85,0.036,17.96,1.9841652447464584e-72,"ACOT6, ADH1A, ADH1B, ADH1C, ARL17A, ARL17B, AS3MT, C21orf58, CCDC27, CEACAM18, CPXCR1, CT45A2, DDX60, ENSG00000236543, FAM9C, GMEB1, GOLGA2, GOLGA6A, GOLGA6B, GOLGA6C, GOLGA6D, GOLGA6L9, GOLGA8A, GOLGA8B, GOLGA8F, GOLGA8G, GOLGA8H, GOLGA8J, GOLGA8K, GOLGA8M, GOLGA8N, GOLGA8O, GOLGA8Q, GOLGA8R, GOLGA8S, GOLGA8T, GPR31, H2AC13, H2AC15, H2AC16, H2AC25, H2AC4, H2AC8, H2BC13, H2BC15, H2BC3, H2BC7, H4C11, H4C13, H4C4, H4C7, H4C9, INSL4, KCNJ18, LINC02218, LOC124907776, MBD1, MBL2, NANOS2, NINJ2, NUTM2G, OAZ3, OR10J5, OR4D1, OR4D2, OR51B6, OR8D2, OR8J1, PARP4, PNLIPRP1, RLN1, SCGB2A1, SIGLEC11, SIT1, SPDYE11, SPDYE13, SPDYE15, SPDYE8, SPOCK3, SUMO2, SYCE1, TMEM143, TPSB2, TRIM31, UPK3BL1",1.9841652447464584e-72
