community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,95,0.0495,18.78,5.810802138561918e-79,"AARD, ACTL9, ASB18, ATP8B3, C3orf22, CBY3, CCL11, CCL7, CELA2B, CENPVL3, CLCN4, CTSG, CTSL, CTSV, DHRS2, DYNC2I1, ENSG00000283599, F11, FASTKD1, GALP, GCSAM, GID4, GJA3, GZMM, H2AC15, H2AC19, H2BC10, H2BC8, H3-4, H3C10, H3C14, HHLA2, HLA-DPB1, ITPRIPL1, KCNJ18, KHDC1L, KIAA1210, KLK7, LGALS3BP, LYZL1, LYZL2, MLKL, MR1, MS4A12, MSMB, MST1, NELFCD, NT5DC4, OOSP2, OR10A3, OR10X1, OR11A1, OR13C2, OR1L4, OR1L6, OR1L8, OR1N2, OR1R1P, OR2A2, OR2A42, OR2AG1, OR2I1P, OR2J2, OR4C11, OR4F6, OR4S2, OR52H1, OR56A4, OR56B1, OR5L2, OR5M1, OR5M10, OR5T2, OR6Y1, P2RX6, PCDHB9, POLR1F, PROZ, PRTN3, RP9, S100A6, SAMSN1, SERPINA10, SIRPA, SMPD4, SNX32, SPATA7, SRSF7, STATH, SULT1C3, TMIGD2, TRAV1-2, TRGV11, TTLL4, TTLL6",1.7432406415685755e-78
M1,101,0.0435,17.6,1.1309858440603307e-69,"AADACL4, AHI1, AIM2, ARHGAP40, ARMCX5, C1orf202, C8A, CARD18, CCDC169, CCDC178, CCDC187, CD46, CETP, CHI3L2, CST5, CX3CL1, CYP3A43, DDX60L, DEFB126, DGLUCY, ERVMER34-1, EZHIP, FAM90A27P, FGFBP1, FGFBP2, FPR2, FPR3, GCKR, GPR148, GREP1, GZMK, H2BW1, H2BW2, HBA1, HLA-DPA1, HOPX, IFNL1, IRGM, ITLN1, KLRC1, KLRC2, KLRC3, KLRC4, LAMTOR5, LINC00390, LOC124902601, LOC128966704, MMP26, MOAP1, MRGPRX4, MS4A18, NEK4, NXPE1, ODF4, OOSP1, OOSP4B, OR10AG1, OR10H3, OR11H6, OR12D2, OR14A2, OR1A1, OR1A2, OR1C1, OR2AJ1, OR4D10, OR4N5, OR5B17, OR5I1, OR5T3, OR5W2, OR6C2, OR6C65, OR6K3, OR7C2, OR8B2, OR8G3P, OR8K3, OR9G1, PNMA6A, PNMA8B, PRR18, PYDC5, PYHIN1, REG4, RWDD2B, SAA4, SELPLG, SLFN5, SLURP2, SPEM3, SPINT3, SSTR4, TARP, TAS2R14, TEX13A, TMEM191B, TRMT2B, TSPYL6, UGT3A1, USP29",1.696478766090496e-69
M3,4,0.3015,4.13,1.804788981140196e-05,"CD160, LRRC37B, OR6C3, PNMA3",1.804788981140196e-05
