community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,28,0.146,58.09,0.0,"ACTL8, ANGPTL5, CCNP, CD1A, CDC25C, CGN, CSKMT, CXCL8, DEFB112, DLX4, ECI2, HACD1, HTR1E, KDM5C, NEK5, NIT1, NLGN4X, OR6M1, PDXK, PIGB, RNF175, SCD5, SETD9, SLC22A5, SLC2A4RG, THAP5, TM4SF18, TUBG1",0.0
M1,40,0.0356,20.56,3.20559863935191e-94,"BTBD2, CCDC90B, DDX3X, DDX3Y, ENSG00000286190, FABP12, GGTLC1, GGTLC2, GGTLC3, GRIA4, H3C2, HOMER3, IDI2, IFI27L1, IFNW1, LGALS9, LGALS9C, LOC124903067, MAL2, MCTP1, NLRP7, NT5DC4, OR10A2, OR2F1, OR2F2, OR4P4, OR51M1, P2RY4, PCDHB15, PRR23A, PYDC1, RPP25, SERF1A, SULT1C2, SULT1C3, TIMD4, TMEM126A, TMEM272, TPSD1, TXLNG",3.20559863935191e-94
