community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,80,0.07,18.88,9.050026970550066e-80,"ADH7, AHI1, ARHGAP40, C12orf42, C1orf202, CARD18, CCDC166, CETP, CHI3L2, CLPSL1, COA6, CST5, CX3CL1, CYP3A43, DEFB126, DEPDC4, EDDM3A, EZHIP, FAM90A27P, FPR2, FPR3, GBP2, GPR148, H2BW1, H2BW2, HBA1, HMGN5, HOPX, IFNL1, IGFL4, IRGM, ITIH6, ITLN1, ITLN2, KLRC1, KLRC2, KLRC3, KLRC4, LDHAL6A, LINC00390, LOC124902601, LOC128966704, MMP26, MOAP1, MRGPRX4, MS4A18, NEK4, NLRP11, NXPE1, ODF4, OOSP1, OOSP4B, OR10H3, OR12D2, OR1A1, OR1A2, OR2AJ1, OR4D10, OR52I2, OR5AN1, OR5B2, OR6C1, OR6C6, PNMA6A, PNMA8B, PRR18, PYHIN1, RTL10, SLC3A2, SLFN5, SPEM3, SPN, TAS2R14, TEX13A, TRMT2B, TSPYL6, TTLL2, UGT3A1, UGT3A2, USP29",1.8100053941100133e-79
M1,120,0.0306,12.64,6.0421754243443735e-37,"ADAT3, ADGRE2, ADTRP, AFM, AK6, C17orf100, C1GALT1C1L, CBY3, CDKN1C, CELA2A, CENPVL3, CLCN4, CLEC6A, CT45A2, CT45A8, CTSG, CTSL, CTSV, CXorf49, CXorf49B, CYP39A1, DGLUCY, DHRS2, DNAJB5, EFCAB3, ENSG00000283599, F11, FAM240A, FCN3, FGFBP1, FMO2, GNG14, GPRIN1, H2AC17, H2BC10, H2BC12, H2BC8, H3C14, H3C15, HHLA2, INMT, IQCF5, KIAA1210, KLLN, KRBOX1, LIME1, MPP1, MR1, MST1, MUC15, NCR2, NLRP2, NT5DC4, OR10A3, OR10X1, OR11A1, OR11H1, OR13C2, OR1D2, OR1N2, OR2AG1, OR2AG2, OR2D3, OR2F1, OR2J1, OR2J2, OR4C11, OR4C13, OR4K5, OR4S2, OR52A1, OR56A3, OR56A4, OR56B1, OR5AK2, OR5B17, OR5BS1P, OR5K3, OR5M10, OR5P2, OR5T3, OR5W2, OR6C2, OR6C3, OR6K3, OR7C2, OR8A1, OR8B2, OR8B3, OR8K3, OR9A1P, PARP10, PCDHB9, PGLYRP4, PIGZ, PILRA, PNMA3, PTPRH, PYDC1, REG4, RNASE2, RNASE3, RPL12, RTL8A, RWDD2B, SAYSD1, SELENON, SIRPA, SOD2, SPACA5, SPDYE13, SPDYE15, SSTR4, TARP, TAS2R30, TNFRSF10A, TNFRSF10B, TRGV11, TTLL6, UBD",6.0421754243443735e-37
