community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,64,0.1203,25.76,1.127477909375674e-146,"ALPG, APOL5, C22orf31, CAPN14, CCDC192, CLEC2A, CLEC2B, COA1, CRLF2, CYP2C18, CYP2C19, CYP2C8, CYP2C9, DDX53, DEFB112, ERICH5, ETDA, ETDB, FAM111B, FAM90A1, FAM90A11, FAM90A12, FAM90A15, FAM90A21P, FAM90A26, FAM90A8, GBP1, HES4, HTR3C, IGFL2, KRT37, LCN1, LOC102723934, MAGEB18, MAGEF1, MBD3L3, MRFAP1L2, MRGPRX2, OBP2A, OBP2B, OR14K1, OR4C15, OR4S1, OR51V1, OR56B4, OR6T1, OXER1, PARP15, PRAM1, PRSS2, RAX2, RNF175, SIGLEC11, SLC47A2, SLC5A4, SMIM42, SP110, TCEAL1, TCEAL8, TRBV24-1, TRDV2, TREML4, TUBA3FP, UBASH3A",4.509911637502696e-146
M1,102,0.0524,18.31,3.560029752417722e-75,"A1BG, ABCB5, ACOT2, ADAM20, ADAR, AKR1C4, ARSF, ARSH, ATAD3C, BMAL2, C1QTNF8, C2orf78, C3orf49, CAGE1, CALML6, CATSPER4, CCNI2, CCNP, CDH26, CDHR5, CES5A, CLCA4, CST9, CST9L, CT45A9, CT83, CYP2A13, CYP2A6, CYP2D6, DEFB114, ENSG00000283205, ENTPD6, FAM240C, FAM90A19, FAM90A23, FAM90A3, FBN3, FRG2, FRG2B, GARIN5B, GSDMC, HTR3E, IFNL4, IGFL3, KRTAP1-5, KRTAP25-1, LAIR2, LOC112267908, LOC124903723, LOC124904394, LOC124905230, LOC124907900, MS4A3, MYL5, NLRP13, NLRP5, NLRP9, NOX5, NUTM2G, OR1L1, OR1M1, OR2G6, OR2T11, OR2T27, OR2Z1, OR51E1, OR6F1, OR7D2, OR8K5, PIWIL3, PNPLA5, PPDPFL, PRAMEF11, PRAMEF15, PRAMEF18, PRAMEF20, PRAMEF25, PRAMEF26, PRAMEF27, PRAMEF4, PRAMEF6, PRAMEF7, PRAMEF9, PTCRA, RBM23, RFPL4B, SERF1B, SIRPD, SLFN11, SPDYE10, SPDYE18, SPDYE4, SPEGNB, SSU72L2, TAS2R30, TCP10L, TOMM20L, TPD52L3, TSNARE1, UGT2B10, UGT2B17, UGT2B28",7.120059504835444e-75
M3,25,0.1118,9.25,1.0794918829529237e-20,"ACSBG2, AKNAD1, CD99L2, CDSN, CMTM1, DEFB132, ELSPBP1, ENSG00000286615, LOC105377015, LOC124902474, MAP1LC3BP1, NES, OR10A7, OR52B6, RHOXF1, RNASE7, SCML1, SERPINA3, SPAG11A, SPAG6, SPINK5, TAS2R5, TRIM52, TTC31, TYW1B",1.4393225106038984e-20
M4,9,0.091,2.62,0.004414175201213475,"FAM90A14, FAM90A22, GSTM1, GSTM2, GSTM5, LOC124900338, MRGPRX3, NCBP2L, OR1D5",0.004414175201213475
