community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,67,0.0807,24.83,2.203320197324854e-136,"ADGRE2, ALPG, ALPI, ALPP, ASPHD2, BMP8A, BMP8B, CASP10, CD1B, CLEC10A, CLEC4A, CRX, CRYBA2, CT45A2, CT45A3, CT45A6, CT45A8, CYP11B1, CYP11B2, ENOX1, GRID1, GSTM1, GSTM2, GSTM4, GSTM5, H1-4, H2AC4, H2BC10, H2BC13, H2BC4, H2BC9, HNRNPF, HRAS, KDM4F, KLHL17, KLHL2, LUC7L, MAP1LC3C, MBD3, MLLT3, MRGBP, NDRG3, NRIP2, OGT, OR1J2, OR4D1, OR51G2, PARP15, PLAC8, PRR20A, PRR20B, PRR20C, PRR20D, PRR20E, PRR20G, RBM18, SCGB1D1, SCGB1D2, SCGB1D4, SCGB2A1, SCGB2A2, SSU72L5, STX11, SYT1, TPSAB1, TPSB2, TUBA3E",6.6099605919745625e-136
M1,116,0.0252,13.86,5.927617064253246e-44,"ABCE1, ADPRHL1, AP2A2, ARL11, ARPC1A, BANF1, BANP, BRD1, BRD4, BRSK2, C1GALT1C1L, C1orf202, CA8, CAMK2A, CDK19, CFL1, CHMP1A, CNFN, CPHXL, CRYBB2, CSRP2, CST1, CYFIP1, DCAF8L1, DDX19A, DEFB104A, DEFB4B, DTD1, EDDM3A, EHD3, EIF4A2, FAM24A, FAM24B, FGFBP2, GBP7, GID8, GINS1, GPM6A, GPR148, GRK2, GTF2H5, H3-4, HDAC1, HDAC3, HECA, HNRNPA1, HSPE1, HYPK, IPPK, KBTBD11, KHDC1, KLRC1, KLRC2, KLRC3, KLRC4, KRT17, LDHAL6A, LIN52, LMO4, LY6H, MAN1B1, MED31, MFSD14A, MPPED1, MTA1, MTSS1, MYL11, MYL12B, NANP, NT5DC4, NXT1, OOSP3, OPRL1, OR11A1, OR2H2, OR4D2, OR6C1, OR8S1, PA2G4, PAX8, PCDHB3, PCDHB9, PERP, PHB1, PPP2CA, PSMA1, PTPRK, PURB, RAB32, RASGEF1A, RBFOX3, RFPL4A, RIMS4, RPL23A, RXFP4, S100A6, SECTM1, SOX1, SPOCK3, SSU72L4, SULT4A1, SUMO1, TECR, TMEM240, TMOD1, TNNC2, TOP1MT, TPT1, TRGV11, TRGV8, TRIM31, TRIM62, UBL5, UBLCP1, UBTD1, UBTFL1",8.891425596379868e-44
M3,5,0.0273,0.58,0.28127569971306754,"H2BC6, NPRL3, PFN1, RBMY1F, SIX1",0.28127569971306754
