community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,84,0.0893,28.31,1.3369370699658558e-176,"ABHD1, ACCSL, ACOT2, ACOT6, AGAP4, AKR1C4, AMELX, AMELY, ANKRD60, APOBEC3C, ATP1A4, BEX5, BTN3A1, C21orf58, CCL13, CDH26, CLEC4A, CNTNAP4, COL20A1, CT55, CYP2A6, DCAF12L1, DISC1, EOLA1, EOLA2, FAM236A, FAM240C, FCN2, FCRL5, GAPDHS, GLYATL2, GRK4, GTPBP6, H2AC15, H2AC16, H2BC10, H2BC12, H2BC26, H2BC9, H4C3, H4C6, H4C7, HTR3E, IFI27L1, IGFLR1, KCNJ18, KRT38, LAIR2, MAGED4B, MTNR1B, MUC1, MYH13, NIPSNAP3A, NKAP, NLRP5, NLRP8, NSUN5, NUTM2G, OR1J2, OR2T33, OR4A16, OR51D1, OR52E5, OR5J2, PARP4, PBX4, PER3, PRSS41, REELD1, RLN1, RNF175, SH3RF3, SLFN12, SMIM42, SPDYE14, SPDYE15, SPDYE17, SRY, TBL1X, TPD52L3, TRPV6, TUBB2A, UGT2B10, UGT2B28",4.010811209897567e-176
M1,105,0.0568,22.72,1.4607503449033975e-114,"ACAD9, ACSM2A, ACSM2B, ADH7, ATAD3A, B4GALNT2, BICRA, C2CD4A, C6orf15, CAMKMT, CD163L1, COL28A1, CST1, DCAF12L2, DDX19A, DDX60, DHRS2, DOCK3, EFCC1, FAM24A, FAM24B, H3-7, H3C13, HLA-DPA1, HS3ST3A1, HS3ST3B1, HSPA1A, HSPA1B, IFNL1, IFT70A, IFT70B, IGHA1, INF2, INSL5, KHDC1, LEFTY1, LMNB1, LOC124902601, LOC124903762, MALRD1, MAN1B1, MRGPRX4, MYH6, MYH7, NEK4, NOTCH2NLA, NXF3, OR13C9, OR1C1, OR1N2, OR2H1, OR2H2, OR2I1P, OR4C13, OR4D2, OR4K5, OR4S2, OR4X2, OR51A2, OR51C1P, OR52N2, OR52N4, OR5AN1, OR5B12, OR5B17, OR5B2, OR5M3, OR5M9, OR5W2, OR6K3, OR8B2, OR8B3, OR8U1, OR9A4, OR9Q1, PADI3, PCDHB14, PCDHB15, PCDHB2, PCDHB3, PILRB, PLXNB3, PNMA3, PNMA8B, POM121L12, PPEF1, RTL3, SHANK2, SIGLEC11, SLC25A45, SLX9, SPINT3, STAT5A, STAT5B, STATH, STKLD1, TAS2R40, TCP11X1, TMEM132B, TNFRSF10A, TTLL2, TUBA1A, TUBA1B, TUBG1, UGT3A1",2.1911255173550963e-114
M3,11,0.0712,2.84,0.0022294283115876,"F8A2, GPX6, H2AC12, H2BC11, H3C10, IGHA2, KDM5D, LAIR1, MAGEB18, SLFN13, TAS2R20",0.0022294283115876
