community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,77,0.0966,27.15,1.270034413422693e-162,"ADAM18, AKAP17A, AKR1B15, AKR7A2, AMY2B, AP1S2, CD1D, CEACAM19, CENPVL1, CRISP3, CT45A3, CT45A8, CT55, CTSV, CYP2A13, CYP2A6, F8A1, F8A2, F8A3, FBXW12, FOXD4L5, GARIN5A, GBP3, GSTA1, GSTA2, H2AB1, H2AB2, H2BC11, H2BC15, H2BC3, H3C10, H3C7, H4C13, IFI27L1, IL3RA, IQCF5, ITPRIPL1, KRBOX1, LOC124902875, LOC124903723, OR11G2, OR14K1, OR1E2, OR2S2, OR2T1, OR2T11, OR2T6, OR4K14, OR4L1, OR4M2, OR4M2B, OR5F1, OR8D2, OR8H1, OR8H2, OR8H3, PCDHB9, RAB11FIP3, RAET1E, RNFT1, RTL8A, SERPINA1, SLC22A25, SLC9C1, SSX5, TAS2R10, TEDDM1, TLE2, TNFRSF6B, TPSB2, TPSD1, TRBV24-1, TRIM5, TTLL10, TUBA3C, TUBA3D, TUBA3E",2.540068826845386e-162
M1,123,0.0375,17.22,1.0124983060733528e-66,"ABLIM1, ADGRB3, AHI1, ANKLE1, APOBEC3C, ARID1B, ARMCX1, ARMCX2, ASPM, ASTN2, ATG9B, BMP6, C16orf78, C19orf73, C2CD4C, CCL2, CCL7, CDCA2, CELA2A, CFAP299, CHKA, CLEC12B, CNTNAP4, COMMD2, CPHXL, CST5, CTRB2, CTU1, CX3CL1, DCAF8L1, DEFB116, DUS3L, EFCAB13, FAM246A, FAM246B, FAM246C, FAM90A5, GALR3, GLTPD2, H2AC14, H2AP, H2BC1, H3C3, H3C4, H3C6, HELZ, HLA-DQA1, HLA-DQB1, HMGN5, KCNG3, KRT7, LAIR1, LGALS7, LOC124900290, LOC128966704, LRMDA, MAK16, MAN1B1, MPND, NAAA, NBAS, NELFCD, NFASC, NICOL1, NISCH, NKX1-1, NLRP10, NPSR1, NPTXR, NRBF2, NUDT8, OOSP3, OR10A4, OR10G2, OR10K2, OR11A1, OR13D1, OR13J1, OR1J4, OR1S1, OR1S2, OR2AJ1, OR2V1, OR2W1, OR4D10, OR4D6, OR51A7, OR51I2, OR52N2, OR5B17, OR5M11, OR5M3, OR8G3P, OR9A4, OR9G1, OXCT2, PLOD2, PNMA6A, PNPLA6, PPDPF, PRDM7, PRKCB, RASEF, RPRML, RWDD2B, SAA1, SELE, SLC22A12, SLC25A46, SLC52A1, SMARCA2, SMYD3, SPTLC1, STUM, TAAR2, TAAR5, TBC1D5, TCEAL1, TCEAL8, THBS4, TMEM117, TTLL2, UBD",1.0124983060733528e-66
