community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M1,10,0.0948,46.63,0.0,"ANKRD42, C14orf180, MRPL53, PRKAR1B, RTBDN, SERPINB10, SLC30A8, SYT15, SYT15B, TRIM68",0.0
M2,8,0.0701,27.24,1.1755177855892169e-163,"ADGRE2, CACNA2D4, LEFTY1, OR2D2, OR52N5, OR6K3, PLD4, SLPI",1.7632766783838252e-163
M3,7,0.0636,21.4,6.950700562826088e-102,"CCDC192, DGCR6, DGCR6L, HYAL1, NSF, SIRPB2, TMEM231",6.950700562826088e-102
