community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,50,0.0254,8.93,2.189586002927318e-19,"ADAM29, ANXA2R, ARHGAP20, CD300LF, CEP295, CST2, CST4, CXCR1, ENSG00000304062, FRY, GARIN5A, GBA1, H1-3, H1-4, H2AC11, H2AC12, H2AC13, H2BC5, KDM5D, LEFTY1, LOC102723934, LOC124907776, MPHOSPH9, NLRP2, NLRP7, OR10G9, OR4D10, OR5L1, PCDHAC1, PCDHB10, PCDHB12, PCDHB16, PCDHB3, PCDHB6, PCDHB8, PCDHGA10, PCDHGA2, PILRB, PRDM9, PTPN11, RAPGEFL1, SEMG1, SLA2, SLCO1B1, SPTAN1, TAS2R20, TAS2R46, TUBA1B, TULP3, UBASH3A",6.568758008781954e-19
M1,123,0.006,5.6,1.0641152531311792e-08,"ABI2, ABLIM3, ADAM15, ADGRD1, ALX4, ANKFY1, ANLN, ASB2, ATP6V1G3, BCL2L13, BCS1L, BTC, C21orf140, CACNA2D3, CAPN1, CAPZB, CCBE1, CDC25A, CDCP1, CDH3, CDH7, CEP104, CFAP77, CHMP4C, CLEC1A, CNTN6, COBL, COX7A2, CPPED1, CXADR, DAZAP2, DNAJC15, DUSP12, EFHD1, EFR3B, EGFLAM, ELMO1, ENSG00000285714, EPS8, ERMARD, EYA1, F11R, FAM135B, FARSB, FCGR2A, FLT1, FNBP1, FNDC3B, FOXL2NB, FXN, GABRB2, GCNA, GDAP1L1, GLE1, GLTP, GPKOW, GPR89A, GPSM2, HK2, IFT46, IGSF21, IL4, ITSN2, KCNJ6, KPNA1, KRTAP9-1, L3MBTL2, LCNL1, LOC107985043, LOC124902898, LRRC28, LRSAM1, MACO1, MAGED2, MEF2A, MELK, MFNG, MFRP, MORC3, MRPS14, MTHFD2, MTRR, MYH7, MYLK3, NCF2, NKAP, NME7, NQO2, NR1D2, OTOA, PDPN, PDXDC1, PIGX, PKDREJ, PMCH, PRDX6, PRKCA, PSMC1, RAB1A, RAB3GAP2, RALGPS1, RASGRF1, RBM19, RCOR3, RHOD, RPL22L1, RPL7A, RSRC2, SCARA3, SEC61A2, SEMA7A, SH2D3C, SIM2, SLC25A19, SLC26A9, SLCO5A1, SUGT1, SULF1, SUV39H2, TBC1D9B, TG, TIFA, TNIP1",1.596172879696769e-08
M3,27,0.0281,5.28,6.5383781064693e-08,"ASPG, CNMD, COL22A1, DNASE1L3, DUSP3, FADS6, GPC6, GPR89B, HTN1, HTN3, HTR1B, IFT70B, INPP5A, MAP1LC3BP1, MROH2A, MYH2, MYNN, OLFM4, POFUT1, PRDM16, RABEPK, RHOF, STAT3, STAT5B, SYTL3, TRPV3, UPF3A",6.5383781064693e-08
