community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M3,20,0.116,27.29,2.4915407696295534e-164,"ANKRD53, ARL9, CCDC197, CCDC7, GSTA5, HSFY1, HSFY2, MBOAT7, MLX, NEK5, NXF2B, OR2D3, OR52J3, PDE4C, PNLIPRP2, PNPLA4, PPP1R12C, TACC3, TBX22, TSLP",9.966163078518214e-164
M1,47,0.0198,11.29,7.497766687566652e-30,"ANAPC1, ANKMY1, AP2B1, C19orf25, CACNA1H, CDIP1, CEP128, CHD9NB, CLPSL2, CYP3A43, DDB2, GARIN5B, GPAT2P1, HLA-DPB1, IRF2BPL, KRT81, LBHD2, MGRN1, MRPS31, MSLNL, OCRL, OPHN1, OR1A2, OR1S2, OR5AS1, PHF2, PLEKHS1, PLXNA3, SCX, SHC2, SHISA6, SLC19A3, SNAP47, SPATC1L, STAG3, STX8, STXBP2, TAF1D, TAF7L, THOC2, TMEM259, TRAPPC11, TUBB4B, TUBB8, TUBB8B, UACA, ULBP3",1.4995533375133305e-29
M2,20,0.0356,8.45,1.4983690730174298e-17,"CCDC195, CHADL, CHIC1, CIMAP3, CTRB2, DEFB105A, DEFB105B, FBLL1, GNG7, GSTA2, NOXO1, OR11G2, OR51E2, OR56B4, OR5P2, OR8G1, PRSS38, PRSS8, STARD8, UGT3A2",1.9978254306899065e-17
M4,11,0.0242,3.1,0.0009789934003339236,"ACAD9, ASPH, C16orf86, CHTF18, CT45A9, GCDH, GPR33, H4C1, MAGED1, RENBP, SLC38A5",0.0009789934003339236
