community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M3,49,0.1591,23.42,1.2495462509705156e-121,"CES1, CT45A5, CXorf49, EIF2S3, FAM236A, FAM236B, FAM236C, FAM90A3, FCN2, GBP6, GSDMC, H2AC7, H2AC8, H2BC13, H2BC7, H4C4, H4C9, KDM2B, LCN1, LRRC37A, NUTM2G, OR10H5, OR1Q1, OR2B6, OR2D3, OR2T1, OR2T27, OR2T6, OR4L1, OR4N2, OR8B8, OR8D1, OR8H2, PPP2R3B, PRAMEF18, PRAMEF19, SLC9C1, SPATA31D1, SPDYE13, SPDYE14, SPDYE15, SPDYE17, SPDYE4, SPDYE8, SPDYE9, TBL1X, TPTE, UGT2B10, UGT2B17",3.748638752911547e-121
M2,73,0.0821,18.22,1.781151482353715e-74,"AGBL2, ARGFX, BEND2, BTNL3, CARD18, CR1L, CXorf49B, CYP3A7, DMRTC1, DMRTC1B, ENSG00000283599, ENSG00000304062, GML, GSTA2, GSTA3, H2AC17, HCN2, IFITM1, IFNW1, INMT, KHDC1, LAGE3, LOC105375012, LOC124900866, LOC124904588, LOC124906252, MIR4432HG, MUC15, NAT2, NCR3LG1, NEK4, OR10A3, OR10G7, OR13C5, OR14J1, OR1F1, OR1J1, OR1J4, OR1L6, OR2AJ1, OR2J3, OR4B1, OR4C13, OR4D11, OR4F16, OR4F21, OR4M2, OR4M2B, OR4N4C, OR4P4, OR52E2, OR56A4, OR56B2P, OR5AK2, OR5B17, OR5K3, OR5L1, OR5L2, OR5M11, OR5T1, OR6B2, OR6C1, OR8B3, PCDHB7, PCDHB9, PDE4DIP, PPP1R2B, SCYGR5, SIRPA, SP100, STATH, STH, UBE2V1P16",2.6717272235305725e-74
M1,78,0.05,12.0,1.8349564503711258e-33,"ABLIM2, ADRA2C, AFF3, ANKRD11, ANO1, APOL4, ARHGEF10, ASTN2, CCDC85C, CDH4, CLIP2, COL6A1, CPEB2, CTNND2, CXXC4, CYP4F12, DDX3X, DDX3Y, DLGAP2, EFNA2, FGF3, FOXE3, FOXG1, FZD8, HSPA1B, IRF7, KDM5C, KDM6A, KIR3DL3, KLF16, KRTAP19-6, LEFTY1, LOC124902898, LOC124904583, MEX3D, MNX1, MTHFD1L, NCOR2, NKX1-1, NUTM2D, ONECUT3, OR10Q1, OR10W1, OR1B1, OR4D6, OR51C1P, OR8U1, PCDHB4, PCDHGA1, PCDHGA12, PCNX2, PDE9A, PHIP, PKDREJ, POU3F3, RAP1GAP2, RAPH1, SAMD1, SCAPER, SDK1, SDK2, SHANK1, SHANK2, SHANK3, SHC2, SORCS2, SOX3, SPATA31D3, SPATA31D4, SSX2B, SSX4, SYN2, TCFL5, THSD4, TIAM1, TNFRSF10D, TTC38, UGT2A1",1.8349564503711258e-33
