community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,69,0.1289,46.91,0.0,"ADGRE2, AZU1, CD1A, CD1B, CD1C, CHMP4A, CLCNKA, CLCNKB, CLEC2B, COA1, DDX60, EXD3, FAM111B, FAM177B, GNRH2, GOLGA2, GOLGA6A, GOLGA6B, GOLGA6C, GOLGA6D, GOLGA6L9, GOLGA8B, GOLGA8F, GOLGA8G, GOLGA8H, GOLGA8J, GOLGA8K, GOLGA8M, GOLGA8N, GOLGA8O, GOLGA8Q, GOLGA8R, GOLGA8S, GOLGA8T, H2BC13, H2BC6, HSD3B1, IGLL1, IGSF22, IL24, KCNK1, LINC02218, LRRC37B, LY9, MFSD4B, MYL6B, NDRG3, OR1K1, OR1L1, OR3A2, PAEP, PARP15, PNLIP, PPP2R3B, PRR20A, PRR20B, PRR20C, PRR20D, PRR20E, PTPRJ, RPS16, RTP5, SMIM10, SMPD4, SULT1C4, TMEM45A, UGT1A3, UGT2B10, UGT2B7",0.0
M1,108,0.0444,25.7,6.094209441459869e-146,"ABCE1, ACTL6A, ADAM10, AGO1, ALPG, ALPI, AMMECR1L, ANK1, ARL11, ATF2, ATP13A3, BTF3L4, C10orf67, C1RL, CBX3, CD300LD, CHMP2A, CLTA, CNFN, CRYBA2, CSRP1, CTXN2, DDA1, DDX5, DEFB125, DGAT2, DNAJB5, DPF3, DRG1, ENSG00000284691, FAM3C, FGF9, FTH1, GBP7, GID8, GMDS, GNB1, GTF2H5, H3-4, HCAR3, HNRNPK, HPCAL4, IGF2, KANTR, KCNQ5, KLHL10, KLRC1, KLRC2, KLRC3, KLRC4, KPNA6, KRT17, LHX6, LIMS4, LIN52, LIN7A, LONRF2, LRRC3B, LRRTM2, MAL, MAP1LC3A, MRAS, MYBPC1, MYL1, MYL11, NAPB, NCK1, NIPA1, NKAIN4, NKIRAS1, NPRL3, NXT1, OR4C11, OR51G2, PAFAH1B1, PDE6D, PERP, PHB1, PILRB, PLSCR1, PPP2R2D, PRR20G, PSMD2, PTP4A1, RAE1, RESP18, RFPL4A, RPL13, RPL15, RPL23A, RPS10, RPS2, RXFP4, S100A6, SELENOK, SEPHS1, SFT2D1, SLC12A6, SLC25A11, SSU72L4, SUMO1, SYT2, TAFA1, TGFB3, TMEM178B, TNNC1, TUBA1C, UBALD1",6.094209441459869e-146
