community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M3,18,0.165,36.07,3.556908088764059e-285,"ARL5C, CBY2, DEFB107A, DEFB107B, DEFB108C, FAM170A, FAXDC2, FSD1L, GLB1L3, KLB, NID2, OOEP, PHF11, POLM, SCIMP, SLFN11, TARDBP, TAS2R60",1.4227632355056235e-284
M2,21,0.0747,19.19,2.1347498443924397e-82,"ALDH1A1, C2orf92, CD300LD, CRACDL, DEFB106A, DEFB106B, DEFB121, DLX4, DTX3L, ELOF1, GJA9, HYAL1, JSRP1, LMAN1L, MAP10, PABPC1L2A, PABPC1L2B, SMIM10L2A, SMIM10L2B, SPAG11B, TMEM31",4.2694996887848793e-82
M1,50,0.019,12.04,1.0706527013390962e-33,"ACSM4, ACTL7A, ADORA3, AKAP3, ALDOC, ANKRD37, CALML3, CCDC12, CCDC9B, CD274, CDK5R1, CEP295NL, CNDP1, CPNE6, CYP4B1, DAPK1, DCDC2B, DEFB109B, ELF3, ESRRA, KIF1A, KRTAP16-1, KRTAP19-8, LAMB4, LCN6, LRRTM1, MADCAM1, MANBAL, MOGAT2, MRTO4, NAA16, NLRP4, NR1I2, OARD1, OR10A2, OR51T1, PRR9, PYHIN1, RIPPLY2, RNASE10, RNASE11, RNF224, RNF41, RP1L1, SARDH, SPMIP9, SSX2B, TMEM191B, TNNC1, ULBP3",1.427536935118795e-33
M4,7,0.0578,4.7,1.2865232636647702e-06,"IZUMO1R, NDUFA7, PCSK1N, PPM1A, S100B, SLC13A2, TNFRSF10D",1.2865232636647702e-06
