community_id,size,mean_apc_density,density_z_score,p_value,member_genes,fdr_q
M2,79,0.0612,18.88,7.692422199208135e-80,"AADACL2, ACOT2, AMELX, AMELY, ATP1A4, ATP8B3, BEX5, C8orf34, CACNA1I, CD1B, CD99L2, CLCA4, CRISP2, DCAF12L1, FAM236A, FAM90A20, FNDC10, FRMD1, GOLGA2, GOLGA6C, GOLGA6D, GON4L, H2AC4, H2AC6, H2AC7, H2BC12, H2BC13, H2BC4, H2BC6, H2BC7, H2BC9, H3C11, H3C8, H4C13, H4C3, H4C4, H4C7, HBD, IFNL2, IFT70A, IGFL2, IGSF23, KCNJ18, KCNT1, KDM4D, KDM4F, LCN8, LOC124904395, MBL2, NIPSNAP3B, NKAP, NLRP2, NOX5, NXF2, NXF2B, OOSP3, OR13C4, OR4F16, OR51A2, OR51M1, OR52E6, OR52N5, OR5AC2, OR5J2, PRR23C, PRSS2, SCGB1D1, SCGB1D2, SHROOM2, SIGLEC11, SLC22A9, SLC9C1, TARM1, TDRD9, TRAV41, TRIM77, TRPV6, UBASH3A, UGT2A3",2.3077266597624408e-79
M1,101,0.0389,15.51,1.4737418008434924e-54,"ALYREF, ANKRD33, APOL3, ARMCX6, ATAD3A, B3GALT6, C19orf73, C6orf15, CBLL2, CD300LD, CLTRN, CST1, CST5, CXCL5, CXCL6, CXorf49, CXorf49B, DCAF12L2, DDX3X, DDX3Y, DEFB4B, DLGAP2, DSCAM, EIF1AX, EIF1AY, ENSG00000283599, F8A2, F8A3, FCGR2B, FCN3, GATD3, H2AC1, H2AC12, H2AC14, H2AC17, H3C2, H3C3, H3C4, H3C7, HMHB1, HSPA1B, IFI16, IFI27L2, IL36A, IRGM, LAGE3, LEFTY1, MAFA, MAGEB18, MEX3D, MYH7, NPHP4, NXF3, OR10G9, OR2A1, OR2A42, OR2J1, OR2J2, OR3A1, OR4C13, OR4C5, OR4K2, OR4N2, OR56B1, OR5A2, OR5AK2, OR5AN1, OR5B17, OR5K4, OR6B3, OR7G1, OR8B2, OR8B3, OR8D2, PCDHA10, PCDHA13, PCDHA3, PCDHB14, PCDHB16, PCDHB2, PCDHB3, PCDHB4, PCDHB5, PCDHB8, PCDHGA10, PDE9A, PLAAT4, SAMD1, SIRPA, SLC2A7, SMTNL1, STAT5A, STAT5B, TAS2R20, TAS2R31, TMEM132B, TMEM191B, TUBA1A, TUBA1B, TUBG1, TXLNG",2.2106127012652382e-54
M3,20,0.0942,7.17,3.813537809192143e-13,"ACSM6, GSTA1, GSTA2, H2AC11, H2AC13, H2BC3, H4C11, HSPA1A, KDM5D, MRFAP1L1, OR1C1, OR1E1, OR1E2, OR2F1, OR2F2, OR3A3, OR8D1, PLA2G4C, SCNN1D, TNFRSF10A",3.813537809192143e-13
