pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Defensins R-HSA-1461973,Reactome,2,36,3.34,8.05,0.41,0.33920912049747987,"PRSS2, PRSS3",0.5718065590849942
Chemical carcinogenesis,KEGG,6,236,1.53,4.0,0.4,0.34301337386604275,"CYP2A13, CYP2C18, GSTA1, GSTA2, UGT2A2, UGT2A3",0.5718065590849942
RHO GTPase Effectors R-HSA-195258,Reactome,6,241,1.5,3.54,0.4,0.3435967664456916,"H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.5718065590849942
Steroid hormone biosynthesis,KEGG,2,47,2.56,4.52,0.39,0.34967079693867675,"UGT2A2, UGT2A3",0.577604353461666
Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,Reactome,2,55,2.19,2.67,0.38,0.3524307047065793,"CYP2A13, CYP2C18",0.5778826996291704
Drug metabolism,KEGG,4,127,1.89,7.42,0.36,0.3612575949269974,"GSTA1, GSTA2, UGT2A2, UGT2A3",0.5880324355381051
Signaling By WNT R-HSA-195721,Reactome,6,255,1.42,3.37,0.34,0.36738725723837296,"H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.5936765098851969
Osteoclast differentiation,KEGG,3,113,1.6,2.26,0.3,0.3802030573995833,"FCGR2B, FCGR2C, SIRPA",0.6099660561158783
Cell Surface Interactions At Vascular Wall R-HSA-202733,Reactome,3,112,1.61,2.76,0.28,0.38786597727574795,"CD99L2, SIRPA, TNFRSF10A",0.6178150923749414
Neutrophil Degranulation R-HSA-6798695,Reactome,9,427,1.27,4.28,0.26,0.3975211697716678,"AZU1, CLEC4C, CRISP3, GLYAT, HSPA1B, PRSS2, PRSS3, SIRPA, TARM1",0.628703694036042
Leishmaniasis,KEGG,2,69,1.74,2.02,0.23,0.4074361993770769,"FCGR2C, HLA-DQB1",0.6398469891625926
DNA Repair R-HSA-73894,Reactome,6,277,1.3,3.64,0.22,0.41207968377213094,"H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.6426137725957007
Glycerophospholipid Biosynthesis R-HSA-1483206,Reactome,3,127,1.42,1.82,0.2,0.4206160627641463,"PLA2G4C, PLAAT4, TAFAZZIN",0.6513707083083654
Class B/2 (Secretin Family Receptors) R-HSA-373080,Reactome,2,71,1.69,2.5,0.19,0.4255374619305272,"IAPP, RAMP3",0.6544472690379832
Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,Reactome,2,77,1.56,1.56,0.16,0.437645267170375,"GML, HSPA1B",0.6684581820479015
Salivary secretion,KEGG,2,79,1.52,1.27,0.15,0.4420301557262553,"CST1, CST5",0.6705627532445914
M Phase R-HSA-68886,Reactome,7,357,1.18,3.14,0.13,0.44694113153225773,"GOLGA2, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.6734315698087396
Cell Cycle Checkpoints R-HSA-69620,Reactome,5,247,1.22,2.94,0.11,0.45424111438436365,"CARD16, H2BC11, H2BC12, H2BC13, H2BC17",0.6757255129700838
G Alpha (I) Signaling Events R-HSA-418594,Reactome,6,300,1.2,4.17,0.11,0.4545238876480384,"CCL13, CCL4, HCAR3, INSL5, TAS2R20, TAS2R31",0.6757255129700838
Antimicrobial Peptides R-HSA-6803157,Reactome,2,76,1.58,5.48,0.09,0.4638398805276173,"PRSS2, PRSS3",0.6850085652825076
GPCR Ligand Binding R-HSA-500792,Reactome,8,415,1.16,8.74,0.08,0.46853872612622277,"CCL13, CCL4, HCAR3, IAPP, INSL5, RAMP3, TAS2R20, TAS2R31",0.6873956310930768
Fc gamma R-mediated phagocytosis,KEGG,2,86,1.4,1.29,0.05,0.479245041493561,"FCGR2B, PLA2G4C",0.6892198269432223
Hepatocellular carcinoma,KEGG,3,145,1.24,1.43,0.05,0.48065638693383816,"CSNK1A1L, GSTA1, GSTA2",0.6892198269432223
NOD-like receptor signaling pathway,KEGG,3,147,1.23,1.4,0.03,0.4878300465318464,"CARD16, DEFB4B, IFI16",0.6892198269432223
Cytokine-cytokine receptor interaction,KEGG,5,267,1.13,2.85,0.02,0.4931153038572271,"CCL13, CCL4, IFNL2, IL36A, TNFRSF10A",0.6892198269432223
Interferon Alpha Response,Hallmark,2,89,1.35,2.22,0.01,0.4955203022549163,"SAMD9, SP110",0.6892198269432223
Stimuli-sensing Channels R-HSA-2672351,Reactome,2,89,1.35,2.8,0.01,0.49600935189213197,"SCNN1D, SLC9C1",0.6892198269432223
Peptide Ligand-Binding Receptors R-HSA-375276,Reactome,3,181,1.0,3.41,-0.0,0.5012181713058901,"CCL13, CCL4, INSL5",0.6892198269432223
C-type Lectin Receptors (CLRs) R-HSA-5621481,Reactome,2,122,0.99,2.12,-0.01,0.5055642781324092,"CLEC4C, MUC15",0.6892198269432223
Measles,KEGG,2,122,0.99,1.71,-0.02,0.5061986854608588,"FCGR2B, HSPA1B",0.6892198269432223
NF-kappa B signaling pathway,KEGG,2,93,1.29,2.27,-0.03,0.5099895965124863,"CCL13, CCL4",0.6892198269432223
ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,Reactome,2,125,0.96,3.45,-0.03,0.5118458226787499,"IAPP, RAMP3",0.6892198269432223
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome,2,94,1.28,2.24,-0.03,0.5135926980965478,"CYP2A13, CYP2C18",0.6892198269432223
Cellular Response To Heat Stress R-HSA-3371556,Reactome,2,94,1.28,1.83,-0.04,0.5150494573657914,"GML, HSPA1B",0.6892198269432223
Tuberculosis,KEGG,3,156,1.16,1.86,-0.04,0.517275028444428,"FCGR2B, FCGR2C, HLA-DQB1",0.6892198269432223
Cellular Responses To Stress R-HSA-2262752,Reactome,11,689,0.96,7.98,-0.05,0.5196573526942903,"GLYAT, GML, GSTA1, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, HSPA1B, NOX5",0.6892198269432223
Ion Channel Transport R-HSA-983712,Reactome,3,161,1.12,3.99,-0.05,0.5219038443800473,"ATP8B3, SCNN1D, SLC9C1",0.6892198269432223
Cellular Responses To Stimuli R-HSA-8953897,Reactome,11,693,0.95,8.08,-0.06,0.5223235459793927,"GLYAT, GML, GSTA1, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, HSPA1B, NOX5",0.6892198269432223
Keratinization R-HSA-6805567,Reactome,2,107,1.12,8.25,-0.07,0.52939186768577,"CDSN, CELA2A",0.689395909502025
Allograft Rejection,Hallmark,3,194,0.93,2.92,-0.07,0.5297524098787865,"CCL13, CCL4, FCGR2B",0.689395909502025
Cell adhesion molecules,KEGG,2,134,0.9,3.36,-0.08,0.5336580548315591,"CD99L2, HLA-DQB1",0.689395909502025
Neuroactive ligand-receptor interaction,KEGG,5,334,0.9,6.7,-0.09,0.5368861821052341,"IAPP, INSL5, PRSS1, PRSS2, PRSS3",0.689395909502025
Fluid shear stress and atherosclerosis,KEGG,2,132,0.91,1.96,-0.1,0.5379142971002348,"GSTA1, GSTA2",0.689395909502025
Vascular smooth muscle contraction,KEGG,2,131,0.92,1.4,-0.1,0.5411529553872934,"PLA2G4C, RAMP3",0.6895834802935223
Cellular Response To Chemical Stress R-HSA-9711123,Reactome,3,176,1.03,3.17,-0.14,0.5564413536994752,"GLYAT, GSTA1, NOX5",0.701731513415462
Serotonergic synapse,KEGG,2,109,1.1,2.4,-0.15,0.5602722383916849,"CYP2C18, PLA2G4C",0.701731513415462
Phospholipid Metabolism R-HSA-1483257,Reactome,3,207,0.87,2.52,-0.15,0.5605251350200096,"PLA2G4C, PLAAT4, TAFAZZIN",0.701731513415462
Transcriptional misregulation in cancer,KEGG,3,174,1.04,2.13,-0.16,0.563763662740396,"H3C3, H3C4, PTCRA",0.701731513415462
G Alpha (S) Signaling Events R-HSA-418555,Reactome,2,147,0.82,2.96,-0.17,0.5664200556716734,"IAPP, RAMP3",0.701731513415462
Degradation Of Extracellular Matrix R-HSA-1474228,Reactome,2,106,1.13,1.2,-0.18,0.5724596512692491,"CMA1, PRSS2",0.7025961716784549
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,Reactome,2,156,0.77,4.08,-0.19,0.5734192970649273,"IAPP, RAMP3",0.7025961716784549
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,Reactome,4,308,0.78,6.67,-0.2,0.5774910215659402,"CCL13, CCL4, HCAR3, INSL5",0.7037185672634134
"Cell Cycle, Mitotic R-HSA-69278",Reactome,7,499,0.84,4.75,-0.21,0.5838813575790566,"GOLGA2, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.7076388192398347
GPCR Downstream Signaling R-HSA-388396,Reactome,8,590,0.82,6.29,-0.24,0.5937127649888163,"CCL13, CCL4, HCAR3, IAPP, INSL5, RAMP3, TAS2R20, TAS2R31",0.7156645761757082
Apical Junction,Hallmark,2,184,0.65,5.54,-0.26,0.6029895725825236,"CDSN, SIRPA",0.722939111214531
Cell Cycle R-HSA-1640170,Reactome,8,613,0.78,6.45,-0.28,0.6096943681213853,"CARD16, GOLGA2, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.726784076897346
Protein Localization R-HSA-9609507,Reactome,2,153,0.79,1.43,-0.29,0.6137927616989243,"GLYAT, TAFAZZIN",0.726784076897346
Herpes simplex virus 1 infection,KEGG,2,154,0.78,1.38,-0.3,0.6186250532832617,"HLA-DQB1, PILRA",0.726784076897346
Signaling By GPCR R-HSA-372790,Reactome,8,638,0.75,7.4,-0.3,0.619233070002223,"CCL13, CCL4, HCAR3, IAPP, INSL5, RAMP3, TAS2R20, TAS2R31",0.726784076897346
Innate Immune System R-HSA-168249,Reactome,12,918,0.79,5.66,-0.37,0.6426782126871562,"AZU1, CLEC4C, CRISP3, FCN3, GLYAT, HSPA1B, IFI16, MUC15, PRSS2, PRSS3, SIRPA, TARM1",0.7503520493677268
Developmental Biology R-HSA-1266738,Reactome,11,919,0.72,8.11,-0.4,0.6554549644841455,"CDSN, CELA2A, GATD3, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, IAPP, PLXNB3",0.7607976302912601
KRAS Signaling Dn,Hallmark,2,184,0.65,2.12,-0.42,0.6636430638660551,"AKR1B10, INSL5",0.7607976302912601
Infectious Disease R-HSA-5663205,Reactome,10,854,0.7,7.41,-0.43,0.6646688313140391,"H2AC1, H2AC11, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, IAPP, RAMP3",0.7607976302912601
Metabolism Of Vitamins And Cofactors R-HSA-196854,Reactome,2,174,0.69,1.56,-0.43,0.6652714704340615,"AKR1B10, PRSS3",0.7607976302912601
Generic Transcription Pathway R-HSA-212436,Reactome,9,824,0.66,8.68,-0.45,0.672583030150048,"GATD3, GLYAT, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, TNFRSF10A",0.7652347740992893
Leishmania Infection R-HSA-9658195,Reactome,2,224,0.54,3.63,-0.48,0.6830766995484286,"IAPP, RAMP3",0.7706152880024653
heme Metabolism,Hallmark,2,192,0.63,1.89,-0.49,0.6887536560884786,"ABCG2, HBD",0.7706152880024653
Signaling By Rho GTPases R-HSA-194315,Reactome,6,588,0.61,5.89,-0.51,0.6957225754685327,"H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.7706152880024653
Chemokine signaling pathway,KEGG,2,174,0.69,1.06,-0.52,0.6976546169130502,"CCL13, CCL4",0.7706152880024653
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,6,603,0.6,6.37,-0.52,0.6979887302992528,"H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17",0.7706152880024653
Endocytosis,KEGG,2,211,0.57,2.49,-0.52,0.6980461353206188,"HSPA1B, SNX32",0.7706152880024653
RNA Polymerase II Transcription R-HSA-73857,Reactome,9,941,0.58,10.27,-0.55,0.7075180194850463,"GATD3, GLYAT, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, TNFRSF10A",0.7754517241425205
Lipid and atherosclerosis,KEGG,2,189,0.64,1.41,-0.55,0.709381846300781,"HSPA1B, TNFRSF10A",0.7754517241425205
Immune System R-HSA-168256,Reactome,22,1760,0.75,6.13,-0.58,0.7197963794654659,"AZU1, CBLL2, CCL4, CD300LD, CLEC4C, CRISP3, FCGR2B, FCN3, GLYAT, GSTA2, HSPA1B, IFI16, IFNL2, IL36A, MUC15, PILRA, PRSS2, PRSS3, SIGLEC10, SIGLEC11, SIRPA, TARM1",0.7810814003198747
Transport Of Small Molecules R-HSA-382551,Reactome,6,680,0.53,7.69,-0.59,0.7215370783223954,"ABCG2, ATP8B3, SCGB1D1, SCNN1D, SLC2A7, SLC9C1",0.7810814003198747
Shigellosis,KEGG,2,233,0.52,2.39,-0.63,0.7342214720519815,"H3C3, H3C4",0.7909728901816033
Hemostasis R-HSA-109582,Reactome,5,517,0.58,3.72,-0.65,0.7428870258618812,"CD99L2, HBD, SERPINA4, SIRPA, TNFRSF10A",0.7936162771440312
Gene Expression (Transcription) R-HSA-74160,Reactome,9,1074,0.5,11.21,-0.66,0.7437928337358857,"GATD3, GLYAT, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, TNFRSF10A",0.7936162771440312
Extracellular Matrix Organization R-HSA-1474244,Reactome,2,273,0.44,2.92,-0.71,0.7612373051583139,"CMA1, PRSS2",0.8083615192871618
Post-translational Protein Modification R-HSA-597592,Reactome,12,1261,0.57,7.69,-0.74,0.7715463509658005,"CARD16, GOLGA2, H2AC1, H2AC11, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, LYPD6B, MUC15",0.8154257642908697
MAPK signaling pathway,KEGG,2,288,0.42,2.44,-0.83,0.7970329652965189,"HSPA1B, PLA2G4C",0.8337143591239239
Signaling By Interleukins R-HSA-449147,Reactome,4,433,0.56,2.1,-0.84,0.7998915200311312,"CCL4, GSTA2, IFNL2, IL36A",0.8337143591239239
Adaptive Immune System R-HSA-1280218,Reactome,6,663,0.54,3.44,-0.84,0.800066694405918,"CBLL2, CD300LD, FCGR2B, PILRA, SIGLEC10, SIGLEC11",0.8337143591239239
Vesicle-mediated Transport R-HSA-5653656,Reactome,3,582,0.31,6.55,-0.86,0.8058927897714293,"AKR1B10, GOLGA2, MARCO",0.8358794982280406
Membrane Trafficking R-HSA-199991,Reactome,2,546,0.22,6.95,-0.92,0.8199642802596432,"AKR1B10, GOLGA2",0.8441110522397928
Disease R-HSA-1643685,Reactome,13,1593,0.49,9.22,-0.92,0.8213995441077804,"GATD3, GOLGA2, H2AC1, H2AC11, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, IAPP, MUC15, RAMP3",0.8441110522397928
Metabolism Of Proteins R-HSA-392499,Reactome,14,1745,0.48,10.0,-0.95,0.8278285859448622,"CARD16, CMA1, GOLGA2, H2AC1, H2AC11, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, IAPP, LYPD6B, MUC15",0.8468154801179095
Signal Transduction R-HSA-162582,Reactome,18,2304,0.47,13.64,-0.97,0.8348693546824123,"CCL13, CCL4, CMA1, GATD3, H2AC14, H2AC7, H2BC11, H2BC12, H2BC13, H2BC17, HCAR3, IAPP, INSL5, PTCRA, RAMP3, TAS2R20, TAS2R31, TNFRSF10A",0.8501181100190773
Metabolism R-HSA-1430728,Reactome,15,1967,0.46,7.66,-1.21,0.8868374597901554,"ABCG2, ACSM6, AKR1B10, CYP2A13, CYP2C18, GLYAT, GSTA1, GSTA2, INMT, PLA2G4C, PLAAT4, PRSS3, TAFAZZIN, UGT2A2, UGT2A3",0.8971784626403358
Pathways in cancer,KEGG,2,478,0.25,3.13,-1.22,0.8891320190292118,"GSTA1, GSTA2",0.8971784626403358
Metabolism Of Lipids R-HSA-556833,Reactome,4,713,0.34,3.39,-1.28,0.8996445426530617,"ACSM6, PLA2G4C, PLAAT4, TAFAZZIN",0.9036969955478953
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,4,650,0.37,2.63,-1.32,0.9059207291253766,"CCL4, GSTA2, IFNL2, IL36A",0.9059207291253766
