pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Mitotic Spindle,Hallmark,6,186,1.94,2.66,0.85,0.1973676990418456,"BCR, CEP192, CLIP2, MARCKS, SHROOM2, TBCD",0.45821620405552943
Gene Silencing By RNA R-HSA-211000,Reactome,4,103,2.34,2.66,0.85,0.1982467689930863,"H2BC11, H2BC13, H2BC17, H2BC9",0.45821620405552943
TCF Dependent Signaling In Response To WNT R-HSA-201681,Reactome,6,177,2.04,3.21,0.84,0.19931449259569828,"FZD8, H2BC11, H2BC13, H2BC17, H2BC9, TERT",0.45821620405552943
Sensory Perception Of Taste R-HSA-9717189,Reactome,3,45,4.01,5.88,0.84,0.1996006122147423,"TAS2R20, TAS2R50, TRPM4",0.45821620405552943
Cellular Senescence R-HSA-2559583,Reactome,5,158,1.9,1.94,0.84,0.19996901745906637,"H2BC11, H2BC13, H2BC17, H2BC9, KDM6B",0.45821620405552943
Cell adhesion molecules,KEGG,5,134,2.24,3.36,0.84,0.20012454695196313,"CLDN34, HLA-DQA1, HLA-DQA2, HLA-DQB1, NRXN3",0.45821620405552943
HATs Acetylate Histones R-HSA-3214847,Reactome,4,97,2.48,3.36,0.82,0.2062331730423177,"H2BC11, H2BC13, H2BC17, H2BC9",0.46896858527431146
Epigenetic Regulation Of Gene Expression R-HSA-212165,Reactome,4,112,2.15,2.33,0.8,0.21293034380869225,"H2BC11, H2BC13, H2BC17, H2BC9",0.4809039057448016
Estrogen-dependent Gene Expression R-HSA-9018519,Reactome,4,114,2.11,2.38,0.77,0.2220455193428777,"H2BC11, H2BC13, H2BC17, H2BC9",0.4981021109583472
ABC transporters,KEGG,2,44,2.73,1.5,0.74,0.2291255737641133,"ABCA8, ABCB5",0.5105348355012457
EPH-Ephrin Signaling R-HSA-2682334,Reactome,3,84,2.15,1.77,0.71,0.23870854268721098,"KALRN, MYH14, PKN1",0.528341574481027
Cardiac muscle contraction,KEGG,3,77,2.34,2.52,0.69,0.24629412644234,"MYH6, MYH7, TRDN",0.540319645368526
DNA Replication Pre-Initiation R-HSA-69002,Reactome,4,123,1.96,2.28,0.68,0.2473752593253492,"H2BC11, H2BC13, H2BC17, H2BC9",0.540319645368526
Th1 and Th2 cell differentiation,KEGG,3,87,2.07,1.81,0.66,0.2549037692582763,"HLA-DQA1, HLA-DQA2, HLA-DQB1",0.5531245189133839
Collagen Chain Trimerization R-HSA-8948216,Reactome,2,42,2.86,2.26,0.64,0.2597780993438541,"COL22A1, COL5A1",0.5595004322648005
Fluid shear stress and atherosclerosis,KEGG,4,132,1.82,1.95,0.64,0.2612125512079641,"GSTA1, GSTA2, GSTT2, GSTT2B",0.5595004322648005
Cytoprotection By HMOX1 R-HSA-9707564,Reactome,2,55,2.19,1.0,0.62,0.26812961719790923,"BRIP1, NCOR2",0.5692010233140529
Rheumatoid arthritis,KEGG,3,81,2.23,2.69,0.61,0.2699781058979567,"HLA-DQA1, HLA-DQA2, HLA-DQB1",0.5692010233140529
Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499,Reactome,2,37,3.25,3.48,0.61,0.2708848243482541,"TAS2R20, TAS2R50",0.5692010233140529
Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,Reactome,2,46,2.61,1.97,0.6,0.2728414226692475,"PKN1, TARP",0.5697066184037117
Hematopoietic cell lineage,KEGG,3,90,2.0,2.11,0.57,0.2837999909878418,"HLA-DQA1, HLA-DQA2, HLA-DQB1",0.5888849812997717
Legionellosis,KEGG,2,51,2.36,1.78,0.54,0.2957594062416492,"HSPA1A, NAIP",0.6098889619393014
Signaling By NOTCH R-HSA-157118,Reactome,5,195,1.54,1.79,0.53,0.2981533246732658,"H2BC11, H2BC13, H2BC17, H2BC9, NCOR2",0.6110302703180509
Transcriptional Regulation By RUNX1 R-HSA-8878171,Reactome,5,191,1.57,2.28,0.5,0.30893634560778194,"ARID1B, H2BC11, H2BC13, H2BC17, H2BC9",0.6292445812379361
Extension Of Telomeres R-HSA-180786,Reactome,2,47,2.56,2.8,0.49,0.31188139173095153,"RTEL1, TERT",0.6300407350604325
MHC Class II Antigen Presentation R-HSA-2132295,Reactome,3,98,1.84,2.01,0.49,0.3131226544728053,"HLA-DQA1, HLA-DQA2, HLA-DQB2",0.6300407350604325
Complement Cascade R-HSA-166658,Reactome,2,47,2.56,3.07,0.47,0.3196602745096965,"CFH, FCN2",0.6316439346815933
Th17 cell differentiation,KEGG,3,102,1.77,1.81,0.46,0.3210230676176282,"HLA-DQA1, HLA-DQA2, HLA-DQB1",0.6316439346815933
HDR Thru Homologous Recombination (HRR) R-HSA-5685942,Reactome,2,60,2.0,1.2,0.46,0.32107354592290194,"BRIP1, RTEL1",0.6316439346815933
Pathogenic Escherichia coli infection,KEGG,5,187,1.61,3.0,0.46,0.3221528831543663,"CLDN34, MYH14, NAIP, TUBA1A, TUBA1C",0.6316439346815933
Arachidonic acid metabolism,KEGG,2,56,2.15,1.7,0.46,0.32393521328069513,"CYP2B6, CYP2C19",0.6316439346815933
Herpes simplex virus 1 infection,KEGG,4,154,1.56,1.77,0.45,0.3271391766167524,"HLA-DQA1, HLA-DQA2, HLA-DQB1, PILRA",0.6316439346815933
Tuberculosis,KEGG,4,156,1.54,1.62,0.45,0.32723721917239174,"FCGR3B, HLA-DQA1, HLA-DQA2, HLA-DQB1",0.6316439346815933
ABC-family Proteins Mediated Transport R-HSA-382556,Reactome,3,99,1.82,2.37,0.44,0.3308158059139085,"ABCA8, ABCB5, EIF2S3",0.6348603905399863
Mitochondrial Protein Import R-HSA-1268020,Reactome,2,62,1.94,1.23,0.42,0.33695113472480426,"COA6, TAFAZZIN",0.6429182570611207
Ub-specific Processing Proteases R-HSA-5689880,Reactome,4,157,1.53,1.89,0.41,0.34260335684577436,"H2BC11, H2BC13, H2BC17, H2BC9",0.6499675112731262
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,Reactome,2,63,1.91,1.26,0.4,0.3452535638248746,"CEP192, TUBA1A",0.6512737681241952
M Phase R-HSA-68886,Reactome,8,357,1.35,3.14,0.37,0.35570278672177824,"CEP192, H2BC11, H2BC13, H2BC17, H2BC9, TUBA1A, TUBA1C, TUBA4B",0.6671939276363298
GnRH secretion,KEGG,2,64,1.88,1.44,0.36,0.361135244160978,"CACNA1I, HCN2",0.6735780958508129
DNA Replication R-HSA-69306,Reactome,4,151,1.59,3.39,0.34,0.36557191589528243,"H2BC11, H2BC13, H2BC17, H2BC9",0.6747341455569229
Signaling By WNT R-HSA-195721,Reactome,6,255,1.42,3.37,0.34,0.36738725723837296,"FZD8, H2BC11, H2BC13, H2BC17, H2BC9, TERT",0.6747341455569229
AURKA Activation By TPX2 R-HSA-8854518,Reactome,2,66,1.82,1.32,0.34,0.3678520492343465,"CEP192, TUBA1A",0.6747341455569229
RHOG GTPase Cycle R-HSA-9013408,Reactome,2,65,1.85,1.57,0.32,0.37269237622135143,"IQGAP2, KALRN",0.6798564225576301
Tight junction,KEGG,4,162,1.48,2.65,0.31,0.37975651177237274,"CLDN34, MYH14, TUBA1A, TUBA1C",0.6889571688985123
Retinol metabolism,KEGG,2,58,2.07,3.41,0.3,0.3827646102686043,"CYP2B6, UGT2B28",0.6906404924411774
Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome,3,111,1.63,2.94,0.28,0.3880864762081687,"BCL11B, RALGDS, SHC2",0.693274771589885
Interferon Signaling R-HSA-913531,Reactome,4,165,1.46,2.67,0.28,0.3884009262521645,"BCL11B, HLA-DQA1, HLA-DQA2, HLA-DQB2",0.693274771589885
Deubiquitination R-HSA-5688426,Reactome,5,228,1.32,1.8,0.28,0.39141673475521493,"FOXK1, H2BC11, H2BC13, H2BC17, H2BC9",0.6949216895119323
Glutamatergic synapse,KEGG,3,111,1.63,3.3,0.27,0.3941809505926564,"DLGAP1, SHANK1, SHANK2",0.6961067850891591
Collagen Biosynthesis And Modifying Enzymes R-HSA-1650814,Reactome,2,65,1.85,2.54,0.26,0.3990612288300379,"COL22A1, COL5A1",0.6976508708857808
Ion Channel Transport R-HSA-983712,Reactome,4,161,1.49,3.99,0.26,0.39925802851897096,"ANO9, MCOLN2, TRDN, TRPM4",0.6976508708857808
Epstein-Barr virus infection,KEGG,4,175,1.37,2.08,0.24,0.40383109295915603,"HLA-DQA1, HLA-DQA2, HLA-DQB1, NCOR2",0.7019169119615883
Cell-Cell Communication R-HSA-1500931,Reactome,3,114,1.58,3.55,0.24,0.4067697622904054,"MAGI2, SDK1, SIRPA",0.7019169119615883
RHOC GTPase Cycle R-HSA-9013106,Reactome,2,69,1.74,2.07,0.23,0.4085406060151456,"FMNL2, PKN1",0.7019169119615883
DNA Repair R-HSA-73894,Reactome,6,277,1.3,3.64,0.22,0.41207968377213094,"BRIP1, H2BC11, H2BC13, H2BC17, H2BC9, RTEL1",0.7019169119615883
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,Reactome,2,70,1.72,2.02,0.22,0.4122704753991257,"PKN1, TARP",0.7019169119615883
ESR-mediated Signaling R-HSA-8939211,Reactome,4,179,1.34,2.25,0.21,0.41860760241265516,"H2BC11, H2BC13, H2BC17, H2BC9",0.7042165064159697
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,Reactome,2,74,1.63,1.48,0.2,0.4200337590235516,"CEP192, TUBA1A",0.7042165064159697
Cilium Assembly R-HSA-5617833,Reactome,4,172,1.4,3.66,0.2,0.42052762472176586,"CEP192, NPHP4, SCLT1, TUBA1A",0.7042165064159697
Centrosome Maturation R-HSA-380287,Reactome,2,75,1.6,1.36,0.2,0.42210567703848784,"CEP192, TUBA1A",0.7042165064159697
Gastric cancer,KEGG,3,128,1.41,2.48,0.16,0.4349191456994679,"FZD8, SHC2, TERT",0.719153599509634
Chronic myeloid leukemia,KEGG,2,76,1.58,1.71,0.16,0.4353911852452904,"BCR, SHC2",0.719153599509634
Nuclear Events Mediated By NFE2L2 R-HSA-9759194,Reactome,2,75,1.6,2.19,0.15,0.43851548274477303,"BRIP1, GSTA1",0.7207284171844784
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,Reactome,2,79,1.52,1.26,0.15,0.4417282755677856,"CEP192, TUBA1A",0.7224324506822898
Signaling By NTRKs R-HSA-166520,Reactome,3,129,1.4,3.08,0.14,0.4443958075429205,"BCL11B, RALGDS, SHC2",0.7232323926678903
Muscle Contraction R-HSA-397014,Reactome,4,183,1.31,5.3,0.12,0.45403435410500026,"CES1, MYH6, PKN1, TRDN",0.7236601072064403
Cell Cycle Checkpoints R-HSA-69620,Reactome,5,247,1.22,2.94,0.11,0.45424111438436365,"BRIP1, H2BC11, H2BC13, H2BC17, H2BC9",0.7236601072064403
Bile secretion,KEGG,2,80,1.5,1.75,0.11,0.45519732981890754,"SLC22A7, UGT2B28",0.7236601072064403
UV Response Dn,Hallmark,3,137,1.32,1.89,0.11,0.4568106092580813,"KALRN, LTBP1, MAGI2",0.7236601072064403
CDC42 GTPase Cycle R-HSA-9013148,Reactome,3,135,1.34,2.54,0.11,0.45686181152756533,"FMNL2, IQGAP2, PKN1",0.7236601072064403
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,5,250,1.2,2.6,0.11,0.4577368147992544,"H2BC11, H2BC13, H2BC17, H2BC9, NCOR2",0.7236601072064403
Taste transduction,KEGG,2,80,1.5,4.72,0.07,0.4726934586125227,"TAS2R20, TAS2R50",0.7277736973987616
Human T-cell leukemia virus 1 infection,KEGG,4,199,1.21,2.52,0.07,0.4732420806859713,"HLA-DQA1, HLA-DQA2, HLA-DQB1, TERT",0.7277736973987616
Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome,2,84,1.43,2.06,0.06,0.47544925270326505,"LTBP1, NCOR2",0.7277736973987616
VEGFA-VEGFR2 Pathway R-HSA-4420097,Reactome,2,85,1.42,1.83,0.05,0.47827963974217724,"PKN1, SHC2",0.7277736973987616
Fc gamma R-mediated phagocytosis,KEGG,2,86,1.4,1.29,0.05,0.479245041493561,"FCGR3B, MARCKS",0.7277736973987616
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756,Reactome,2,85,1.42,2.05,0.05,0.4794875170567025,"BRIP1, TAF4",0.7277736973987616
Hypertrophic cardiomyopathy,KEGG,2,85,1.42,2.11,0.05,0.4797845777739075,"MYH6, MYH7",0.7277736973987616
MAPK6/MAPK4 Signaling R-HSA-5687128,Reactome,2,85,1.42,2.86,0.04,0.48263703774759215,"KALRN, PKN1",0.7277736973987616
Collagen Formation R-HSA-1474290,Reactome,2,86,1.4,2.05,0.04,0.48351352155207605,"COL22A1, COL5A1",0.7277736973987616
Cell Cycle R-HSA-1640170,Reactome,11,613,1.08,6.45,0.04,0.4844421977422849,"BRIP1, CEP192, H2BC11, H2BC13, H2BC17, H2BC9, RTEL1, TERT, TUBA1A, TUBA1C, TUBA4B",0.7277736973987616
Gap junction,KEGG,2,87,1.38,1.94,0.03,0.48715802607153247,"TUBA1A, TUBA1C",0.7277736973987616
NOD-like receptor signaling pathway,KEGG,3,147,1.23,1.4,0.03,0.4878300465318464,"CARD6, NAIP, PKN1",0.7277736973987616
Dilated cardiomyopathy,KEGG,2,88,1.37,2.28,0.02,0.4918756599415901,"MYH6, MYH7",0.7277736973987616
Regulation Of TP53 Activity R-HSA-5633007,Reactome,3,150,1.2,2.58,0.0,0.4990718752152497,"BRIP1, POU4F1, TAF4",0.7277736973987616
Influenza A,KEGG,3,150,1.2,2.62,0.0,0.4990796405081045,"HLA-DQA1, HLA-DQA2, HLA-DQB1",0.7277736973987616
Adaptive Immune System R-HSA-1280218,Reactome,11,663,1.0,3.44,-0.0,0.5016227976159225,"CD300C, CLEC2D, HLA-DQA1, HLA-DQA2, HLA-DQB2, NCR1, PILRA, PKN1, RAP1GAP2, SIGLEC11, TARP",0.7277736973987616
Visual Phototransduction R-HSA-2187338,Reactome,2,91,1.32,2.39,-0.01,0.5027845877587924,"AKR1B10, RBP1",0.7277736973987616
Signaling By VEGF R-HSA-194138,Reactome,2,91,1.32,1.49,-0.01,0.5035350529010165,"PKN1, SHC2",0.7277736973987616
C-type Lectin Receptors (CLRs) R-HSA-5621481,Reactome,2,122,0.99,2.12,-0.01,0.5055642781324092,"MUC15, PKN1",0.7277736973987616
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,5,305,0.99,3.05,-0.02,0.507390262190585,"KALRN, PKN1, RALGDS, SHC2, SPTBN4",0.7277736973987616
L1CAM Interactions R-HSA-373760,Reactome,2,93,1.29,2.32,-0.02,0.509883655531665,"PKN1, SPTBN4",0.7277736973987616
KEAP1-NFE2L2 Pathway R-HSA-9755511,Reactome,2,96,1.25,3.44,-0.04,0.516573973881601,"BRIP1, GSTA1",0.7277736973987616
"Cell Cycle, Mitotic R-HSA-69278",Reactome,8,499,0.96,4.75,-0.05,0.51935952915335,"CEP192, H2BC11, H2BC13, H2BC17, H2BC9, TUBA1A, TUBA1C, TUBA4B",0.7277736973987616
Breast cancer,KEGG,2,127,0.95,2.19,-0.05,0.5209729227723066,"FZD8, SHC2",0.7277736973987616
RAC1 GTPase Cycle R-HSA-9013149,Reactome,3,161,1.12,2.86,-0.06,0.5258451663136687,"IQGAP2, KALRN, PKN1",0.7277736973987616
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,4,258,0.93,4.12,-0.07,0.5279659807558462,"CEP192, NPHP4, SCLT1, TUBA1A",0.7277736973987616
Keratinization R-HSA-6805567,Reactome,2,107,1.12,8.25,-0.07,0.52939186768577,"KRT6A, KRT6B",0.7277736973987616
Cushing syndrome,KEGG,2,130,0.93,2.04,-0.08,0.5311009774580518,"CACNA1I, FZD8",0.7277736973987616
Protein digestion and absorption,KEGG,2,100,1.2,2.34,-0.08,0.533285511220186,"COL22A1, COL5A1",0.7277736973987616
Pathways in cancer,KEGG,8,478,1.01,3.13,-0.09,0.5366739022738641,"BCR, FZD8, GSTA1, GSTA2, GSTT2, GSTT2B, RALGDS, TERT",0.7277736973987616
Signaling By Rho GTPases R-HSA-194315,Reactome,9,588,0.92,5.89,-0.11,0.5419614276478291,"FMNL2, H2BC11, H2BC13, H2BC17, H2BC9, IQGAP2, KALRN, MYH14, PKN1",0.7277736973987616
Wnt signaling pathway,KEGG,2,140,0.86,4.16,-0.11,0.5424886620871096,"FZD8, TBL1Y",0.7277736973987616
Estrogen signaling pathway,KEGG,2,135,0.89,2.16,-0.11,0.544804469687515,"HSPA1A, SHC2",0.7277736973987616
Developmental Biology R-HSA-1266738,Reactome,14,919,0.92,8.11,-0.12,0.5476472739448837,"H2BC11, H2BC13, H2BC17, H2BC9, KALRN, KRT6A, KRT6B, MYH14, NCOR2, ONECUT3, PKN1, PLXNB3, PRX, SPTBN4",0.7277736973987616
Thermogenesis,KEGG,3,208,0.87,4.16,-0.12,0.5488264807307127,"ARID1B, COA6, PRDM16",0.7277736973987616
Salmonella infection,KEGG,4,235,1.02,2.75,-0.13,0.5502928079200758,"NAIP, PKN1, TUBA1A, TUBA1C",0.7277736973987616
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,9,603,0.9,6.37,-0.13,0.5525972899138826,"FMNL2, H2BC11, H2BC13, H2BC17, H2BC9, IQGAP2, KALRN, MYH14, PKN1",0.7277736973987616
RHOA GTPase Cycle R-HSA-8980692,Reactome,2,138,0.87,2.11,-0.14,0.5539133743735232,"KALRN, PKN1",0.7277736973987616
Cellular Response To Chemical Stress R-HSA-9711123,Reactome,3,176,1.03,3.17,-0.14,0.5564413536994752,"BRIP1, GSTA1, NCOR2",0.7277736973987616
Adrenergic signaling in cardiomyocytes,KEGG,2,146,0.82,3.51,-0.15,0.5590462943386936,"MYH6, MYH7",0.7277736973987616
Extracellular Matrix Organization R-HSA-1474244,Reactome,4,273,0.88,2.92,-0.15,0.5599631531873315,"COL22A1, COL5A1, ITGAD, LTBP1",0.7277736973987616
Cellular Responses To Stress R-HSA-2262752,Reactome,10,689,0.87,7.98,-0.16,0.5624766206892391,"BRIP1, EIF2S3, GSTA1, H2BC11, H2BC13, H2BC17, H2BC9, HSPA1A, KDM6B, NCOR2",0.7277736973987616
Regulation of actin cytoskeleton,KEGG,3,207,0.87,2.33,-0.16,0.5629450487858516,"IQGAP2, ITGAD, MYH14",0.7277736973987616
Phospholipase D signaling pathway,KEGG,2,145,0.83,2.83,-0.16,0.5633220380275202,"RALGDS, SHC2",0.7277736973987616
Transcriptional misregulation in cancer,KEGG,3,174,1.04,2.13,-0.16,0.563763662740396,"BCL11B, H3C11, H3C6",0.7277736973987616
Cellular Responses To Stimuli R-HSA-8953897,Reactome,10,693,0.87,8.08,-0.16,0.5647450820817507,"BRIP1, EIF2S3, GSTA1, H2BC11, H2BC13, H2BC17, H2BC9, HSPA1A, KDM6B, NCOR2",0.7277736973987616
Cardiac Conduction R-HSA-5576891,Reactome,2,117,1.03,3.67,-0.17,0.5669683155296213,"CES1, TRDN",0.7277736973987616
Bile Acid Metabolism,Hallmark,2,112,1.07,2.37,-0.17,0.5692260195277723,"ABCA8, RBP1",0.7277736973987616
Metabolism Of Vitamins And Cofactors R-HSA-196854,Reactome,3,174,1.04,1.56,-0.19,0.5745373494132122,"AKR1B10, FLAD1, RBP1",0.7277736973987616
Mitotic Anaphase R-HSA-68882,Reactome,3,216,0.84,2.84,-0.19,0.5746316074310351,"TUBA1A, TUBA1C, TUBA4B",0.7277736973987616
UV Response Up,Hallmark,2,153,0.79,3.29,-0.19,0.575609912264494,"EIF2S3, SULT1A1",0.7277736973987616
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,3,217,0.83,2.83,-0.19,0.5766230566606635,"TUBA1A, TUBA1C, TUBA4B",0.7277736973987616
Apoptosis,KEGG,2,161,0.75,4.47,-0.2,0.5786535572977194,"TUBA1A, TUBA1C",0.7277736973987616
Signaling By TGFB Family Members R-HSA-9006936,Reactome,2,111,1.08,1.68,-0.2,0.5787116147990152,"LTBP1, NCOR2",0.7277736973987616
Calcium signaling pathway,KEGG,3,226,0.8,3.72,-0.21,0.5815597462624488,"CACNA1I, MCOLN2, TRDN",0.7285956066382377
Neuronal System R-HSA-112316,Reactome,5,379,0.79,5.97,-0.22,0.5858343723402758,"DLGAP1, HCN2, NRXN3, SHANK1, SHANK2",0.7298883181877263
Osteoclast differentiation,KEGG,2,113,1.06,1.62,-0.22,0.5869884968557919,"FCGR3B, SIRPA",0.7298883181877263
PPARA Activates Gene Expression R-HSA-1989781,Reactome,2,115,1.05,1.55,-0.24,0.5958188923926437,"AHRR, NCOR2",0.7381040010237228
Thyroid hormone signaling pathway,KEGG,2,118,1.02,1.73,-0.25,0.6002899978039538,"MYH6, MYH7",0.7387178527579256
Transport Of Small Molecules R-HSA-382551,Reactome,9,680,0.8,7.69,-0.26,0.6007739478997809,"ABCA8, ABCB5, ANO9, EIF2S3, MCOLN2, SCGB1D1, SLC22A7, TRDN, TRPM4",0.7387178527579256
Apical Junction,Hallmark,2,184,0.65,5.54,-0.26,0.6029895725825236,"SHROOM2, SIRPA",0.7387178527579256
Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,Reactome,2,117,1.03,1.37,-0.28,0.6088735572239489,"AHRR, NCOR2",0.7398535809578841
Protein Localization R-HSA-9609507,Reactome,2,153,0.79,1.43,-0.29,0.6137927616989243,"COA6, TAFAZZIN",0.7398535809578841
Epithelial Mesenchymal Transition,Hallmark,2,184,0.65,4.51,-0.29,0.6139221745290439,"COL5A1, FZD8",0.7398535809578841
Shigellosis,KEGG,3,233,0.77,2.39,-0.29,0.6147937180382593,"H3C11, H3C6, NAIP",0.7398535809578841
Prion disease,KEGG,3,244,0.74,3.27,-0.29,0.6159677929808178,"HSPA1A, TUBA1A, TUBA1C",0.7398535809578841
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,Reactome,2,165,0.73,2.33,-0.3,0.6172874756787166,"AKR1B10, NBAS",0.7398535809578841
G2/M Transition R-HSA-69275,Reactome,2,171,0.7,2.39,-0.33,0.6286182451249227,"CEP192, TUBA1A",0.7433504701846283
Mitotic Prometaphase R-HSA-68877,Reactome,2,171,0.7,2.35,-0.33,0.6295090162878942,"CEP192, TUBA1A",0.7433504701846283
Interferon Gamma Response,Hallmark,2,180,0.67,2.93,-0.34,0.6331875140424048,"CFH, HLA-DQA1",0.7433504701846283
Huntington disease,KEGG,3,266,0.68,3.94,-0.35,0.6356048423495947,"TAF4, TUBA1A, TUBA1C",0.7433504701846283
Complement,Hallmark,2,186,0.65,3.26,-0.35,0.6364871875558488,"CFH, HSPA1A",0.7433504701846283
Mitotic G2-G2/M Phases R-HSA-453274,Reactome,2,173,0.7,2.19,-0.35,0.6385336210806377,"CEP192, TUBA1A",0.7433504701846283
Adipogenesis,Hallmark,2,195,0.62,3.83,-0.36,0.639788988317137,"RREB1, SULT1A1",0.7433504701846283
TNF-alpha Signaling via NF-kB,Hallmark,2,191,0.63,3.43,-0.36,0.6411895700950925,"KDM6B, MARCKS",0.7433504701846283
cGMP-PKG signaling pathway,KEGG,2,161,0.75,1.33,-0.36,0.6418381133891083,"MYH6, MYH7",0.7433504701846283
Nervous System Development R-HSA-9675108,Reactome,6,512,0.7,5.8,-0.37,0.6431958107228024,"KALRN, MYH14, PKN1, PLXNB3, PRX, SPTBN4",0.7433504701846283
IL-2/STAT5 Signaling,Hallmark,2,190,0.63,3.18,-0.37,0.6448341428107619,"HOPX, SH3BGRL2",0.7433504701846283
Fatty Acid Metabolism R-HSA-8978868,Reactome,2,168,0.72,1.53,-0.39,0.6512083233330962,"ACOT6, CYP2C19",0.7477974201706477
Estrogen Response Early,Hallmark,2,189,0.64,2.76,-0.39,0.6531965417153247,"BCL11B, NCOR2",0.7477974201706477
Allograft Rejection,Hallmark,2,194,0.62,2.92,-0.41,0.6573455092932858,"HLA-DQA1, NCR1",0.749924390287041
Xenobiotic Metabolism,Hallmark,2,190,0.63,2.53,-0.42,0.6612951399623268,"CES1, GSTT2",0.749924390287041
KRAS Signaling Dn,Hallmark,2,184,0.65,2.12,-0.42,0.6636430638660551,"AKR1B10, MYH7",0.749924390287041
Rap1 signaling pathway,KEGG,2,202,0.6,3.13,-0.43,0.6647142793797978,"MAGI2, RALGDS",0.749924390287041
RAF/MAP Kinase Cascade R-HSA-5673001,Reactome,3,261,0.69,2.32,-0.43,0.6663484793213166,"RALGDS, SHC2, SPTBN4",0.749924390287041
Generic Transcription Pathway R-HSA-212436,Reactome,9,824,0.66,8.68,-0.45,0.672583030150048,"ARID1B, BRIP1, H2BC11, H2BC13, H2BC17, H2BC9, NCOR2, POU4F1, TAF4",0.7538211072720481
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,3,267,0.68,2.32,-0.46,0.6760296622810347,"RALGDS, SHC2, SPTBN4",0.7538211072720481
Metabolism R-HSA-1430728,Reactome,26,1967,0.79,7.66,-0.46,0.6766225601417781,"ACOT6, ACSM5, AHRR, AKR1B10, AKR1B15, BRIP1, CES1, CYP2B6, CYP2C19, CYP3A43, FLAD1, GSTA1, GSTA2, GSTT2, GSTT2B, HS3ST3A1, MAN2B2, MARCKS, NCOR2, OXCT2, RBP1, RTEL1, SARDH, SULT1A1, TAFAZZIN, UGT2B28",0.7538211072720481
Axon Guidance R-HSA-422475,Reactome,5,491,0.61,5.51,-0.48,0.6857617744805723,"KALRN, MYH14, PKN1, PLXNB3, SPTBN4",0.7614478566138796
RHO GTPase Cycle R-HSA-9012999,Reactome,4,404,0.6,4.69,-0.49,0.6896205682713828,"FMNL2, IQGAP2, KALRN, PKN1",0.7631800955536637
GPCR Ligand Binding R-HSA-500792,Reactome,3,415,0.43,8.74,-0.51,0.696266349743388,"FZD8, TAS2R20, TAS2R50",0.7679748442352319
RNA Polymerase II Transcription R-HSA-73857,Reactome,9,941,0.58,10.27,-0.55,0.7075180194850463,"ARID1B, BRIP1, H2BC11, H2BC13, H2BC17, H2BC9, NCOR2, POU4F1, TAF4",0.7743653074854799
Lipid and atherosclerosis,KEGG,2,189,0.64,1.41,-0.55,0.709381846300781,"CYP2B6, HSPA1A",0.7743653074854799
Parkinson disease,KEGG,2,221,0.54,2.59,-0.55,0.7094371613212553,"TUBA1A, TUBA1C",0.7743653074854799
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,3,333,0.54,3.89,-0.56,0.7113898156116608,"BRIP1, POU4F1, TAF4",0.7743653074854799
Neutrophil Degranulation R-HSA-6798695,Reactome,4,427,0.56,4.28,-0.58,0.7174426762791882,"DDX3X, HSPA1A, IQGAP2, SIRPA",0.7784018579238252
Innate Immune System R-HSA-168249,Reactome,10,918,0.66,5.66,-0.59,0.7222828242236192,"CFH, DDX3X, DEFB123, FCN2, HSPA1A, IQGAP2, MUC15, PKN1, SIRPA, TARP",0.7811006437858032
Ras signaling pathway,KEGG,2,223,0.54,2.24,-0.6,0.726508351481612,"RALGDS, SHC2",0.7831193918568025
Infectious Disease R-HSA-5663205,Reactome,8,854,0.56,7.41,-0.63,0.7349077454211155,"H2BC11, H2BC13, H2BC17, H2BC9, HSPA1A, NCOR2, TAF4, TARP",0.7855503517100187
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,4,469,0.51,4.81,-0.64,0.7375094969431533,"BCL11B, PKN1, RALGDS, SHC2",0.7855503517100187
Alzheimer disease,KEGG,3,319,0.57,2.52,-0.64,0.7397121010871971,"FZD8, TUBA1A, TUBA1C",0.7855503517100187
Signaling By GPCR R-HSA-372790,Reactome,5,638,0.47,7.4,-0.65,0.7429509576100091,"FZD8, KALRN, PKN1, TAS2R20, TAS2R50",0.7855503517100187
