pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Formation Of Cornified Envelope R-HSA-6809371,Reactome,2,42,2.86,2.61,0.6,0.27432206877482207,"CSTA, SPINK6",0.49595976672534053
Pyrimidine metabolism,KEGG,2,54,2.23,1.17,0.59,0.27632544526006214,"DCTD, NT5C2",0.4963252646870269
ER To Golgi Anterograde Transport R-HSA-199977,Reactome,4,124,1.94,2.92,0.59,0.276342271913656,"BET1L, MCFD2, TRAPPC4, TRAPPC6B",0.4963252646870269
Metabolism Of RNA R-HSA-8953854,Reactome,16,608,1.58,8.87,0.59,0.2790017714746424,"C1D, CNOT2, FAU, POLR2C, PPIL3, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, PUF60, RPL13A, RPL15, RPS10, RSL24D1, RTRAF",0.49780370108390315
TP53 Regulates Transcription Of Cell Cycle Genes R-HSA-6791312,Reactome,2,48,2.51,1.84,0.58,0.279368464827,"CDK2, CNOT2",0.49780370108390315
Glutathione metabolism,KEGG,2,54,2.23,1.22,0.58,0.28022356829682704,"CHAC2, GPX2",0.49780370108390315
Viral protein interaction with cytokine and cytokine receptor,KEGG,3,86,2.1,2.45,0.58,0.28167641285342915,"CCL19, CCL26, CCL5",0.49780370108390315
Phagosome,KEGG,4,135,1.78,2.16,0.58,0.2817240725914397,"ATP6V0E2, ATP6V1D, ATP6V1G1, RAB5C",0.49780370108390315
Diabetic cardiomyopathy,KEGG,5,177,1.7,2.64,0.57,0.28551214224990085,"ATP5PF, CAMK2A, NDUFA6, NDUFS6, UQCRH",0.5028697731240188
Cellular Response To Heat Stress R-HSA-3371556,Reactome,3,94,1.92,1.83,0.56,0.28739627316657756,"CAMK2A, HSPA5, MLST8",0.5045606596429304
Golgi Associated Vesicle Biogenesis R-HSA-432722,Reactome,2,49,2.45,1.91,0.56,0.2892784920320135,"CLTA, RAB5C",0.505365531244368
Retrograde endocannabinoid signaling,KEGG,4,137,1.76,2.19,0.55,0.28970588146426224,"GABRA1, GNAI1, NDUFA6, NDUFS6",0.505365531244368
Myogenesis,Hallmark,6,190,1.9,5.92,0.55,0.29145559235419843,"CSRP3, IGF1, MEF2C, MYL1, MYL3, PVALB",0.5067985777878737
Reactive Oxygen Species Pathway,Hallmark,2,49,2.45,2.0,0.54,0.29399936728687237,"NDUFA6, TXN",0.5081540380493795
Signaling By Interleukins R-HSA-449147,Reactome,10,433,1.39,2.63,0.54,0.29432418847525715,"BATF, CCL19, CCL5, DUSP6, MEF2C, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.5081540380493795
Chemokine Receptors Bind Chemokines R-HSA-380108,Reactome,2,48,2.51,2.17,0.54,0.29502716128507933,"CCL19, CCL5",0.5081540380493795
Signaling By NTRKs R-HSA-166520,Reactome,4,129,1.86,3.08,0.53,0.29676597225529655,"CLTA, DUSP6, MEF2C, RALB",0.5095415750043771
MAP Kinase Activation R-HSA-450294,Reactome,2,59,2.04,1.0,0.53,0.29827138681399,"DUSP6, MEF2C",0.5105209316628168
Activation Of HOX Genes During Differentiation R-HSA-5619507,Reactome,3,83,2.17,3.37,0.52,0.29986555857418573,"HDAC3, PAX6, POLR2C",0.5107046539612436
Potential Therapeutics For SARS R-HSA-9679191,Reactome,3,92,1.96,2.3,0.52,0.3002494394167751,"FXYD4, FXYD7, SAP18",0.5107046539612436
Long-term depression,KEGG,2,58,2.07,1.12,0.52,0.30165120819199603,"GNAI1, IGF1",0.5107099048899739
Signaling By FGFR2 In Disease R-HSA-5655253,Reactome,2,41,2.93,3.73,0.52,0.3021232587535926,"FGF9, POLR2C",0.5107099048899739
TCF Dependent Signaling In Response To WNT R-HSA-201681,Reactome,5,177,1.7,3.21,0.51,0.3036425619058686,"PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.5116939469154452
p53 Pathway,Hallmark,5,187,1.61,2.51,0.5,0.3068453986562186,"GPX2, HDAC3, NINJ1, PRKAB1, SAT1",0.5155002697424472
HIV Transcription Initiation R-HSA-167161,Reactome,2,44,2.73,3.31,0.5,0.30904007607794703,"POLR2C, TAF13",0.5175947286458867
G-protein Mediated Events R-HSA-112040,Reactome,2,51,2.36,2.09,0.49,0.3104436952802674,"CAMK2A, GNAI1",0.5183555278991621
Extension Of Telomeres R-HSA-180786,Reactome,2,47,2.56,2.8,0.49,0.31188139173095153,"CDK2, POLD4",0.51916841428384
Endocrine and other factor-regulated calcium reabsorption,KEGG,2,51,2.36,2.16,0.49,0.3130878449070341,"CALB1, CLTA",0.5194357603361685
Signaling By BRAF And RAF1 Fusions R-HSA-6802952,Reactome,2,57,2.11,1.41,0.48,0.3146433722472118,"CAMK2A, QKI",0.5194357603361685
Neurexins And Neuroligins R-HSA-6794361,Reactome,2,57,2.11,1.43,0.48,0.3159741728503446,"HOMER1, LIN7A",0.5194357603361685
Disease R-HSA-1643685,Reactome,34,1593,1.28,9.22,0.48,0.31610098996866276,"ARPC2, CAMK2A, CDK2, CHMP1A, CHMP2A, CLTA, DERL1, DERL2, DPM3, DUSP6, ERLIN2, FAU, FGF9, FXYD4, FXYD7, GNAI1, HDAC3, MLST8, POLR2C, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, PTH2, QKI, RPL13A, RPL15, RPS10, RSL24D1, SAP18, SNF8, TAF13, TUSC3",0.5194357603361685
mTORC1 Signaling,Hallmark,5,194,1.55,2.29,0.48,0.3170285164707533,"ALDOA, ATP6V1D, EGLN3, HSPA5, PSMA3",0.5194357603361685
Telomere Maintenance R-HSA-157579,Reactome,3,86,2.1,3.66,0.47,0.318014263437453,"CDK2, POLD4, POLR2C",0.5194357603361685
Metabolism Of Proteins R-HSA-392499,Reactome,37,1745,1.28,10.0,0.47,0.31870142804508506,"BET1L, CALB1, CHCHD1, COPS6, DERL1, DERL2, DPM3, EIF2S1, EIF4EBP1, FAU, HDAC3, IGF1, MCFD2, MRPS17, PAX6, PIGY, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, RAB24, RAB27A, RAB39A, RAB5C, RPL13A, RPL15, RPS10, RSL24D1, SNCA, SPCS2, SRP19, SRP54, TBCA, TRAPPC4, TRAPPC6B, TUSC3",0.5194357603361685
Selective Autophagy R-HSA-9663891,Reactome,2,54,2.23,1.95,0.46,0.3228191062397624,"PRKAB1, PRKAG1",0.5245810476396139
Complement,Hallmark,5,186,1.62,3.26,0.45,0.3265250284088548,"CCL5, DUSP6, HSPA5, MAFF, PFN1",0.5290286810422395
Neutrophil Degranulation R-HSA-6798695,Reactome,10,427,1.41,4.28,0.45,0.32804040111620036,"ATP6V1D, CYSTM1, ILF2, LAMTOR1, PSMA2, PSMB1, RAB24, RAB27A, RAB5C, S100A11",0.5299114171877083
Nucleotide Excision Repair R-HSA-5696398,Reactome,3,94,1.92,3.03,0.44,0.33150139876572093,"COPS6, POLD4, POLR2C",0.5339226068616036
Neddylation R-HSA-8951664,Reactome,6,226,1.6,4.7,0.42,0.33683681085957135,"COPS6, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.5409202903803705
TNF-alpha Signaling via NF-kB,Hallmark,5,191,1.57,3.43,0.41,0.3419293486736372,"CCL5, MAFF, NINJ1, SAT1, SNN",0.5474880480228913
Complex I Biogenesis R-HSA-6799198,Reactome,2,50,2.41,3.47,0.4,0.345437277870625,"NDUFA6, NDUFS6",0.5514875839688925
Coronavirus disease,KEGG,5,208,1.45,2.12,0.39,0.34813674395720995,"FAU, RPL13A, RPL15, RPS10, RSL24D1",0.5537433739596096
Interleukin-17 Signaling R-HSA-448424,Reactome,2,66,1.82,1.0,0.39,0.3488786092346258,"DUSP6, MEF2C",0.5537433739596096
Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,Reactome,2,55,2.19,2.7,0.38,0.35340244691099565,"POLD4, POLR2C",0.5582374920255984
Leukocyte transendothelial migration,KEGG,3,107,1.69,2.13,0.37,0.35401399904523045,"CLDN11, GNAI1, RHOH",0.5582374920255984
M Phase R-HSA-68886,Reactome,8,357,1.35,3.14,0.37,0.35570278672177824,"CENPA, CHMP2A, PAFAH1B1, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.5582374920255984
Muscle Contraction R-HSA-397014,Reactome,5,183,1.64,5.3,0.37,0.3563993739985448,"CAMK2A, FXYD4, FXYD7, MYL1, MYL3",0.5582374920255984
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome,2,59,2.04,2.11,0.36,0.35784105806079847,"DUSP6, MEF2C",0.5582374920255984
Transport To Golgi And Subsequent Modification R-HSA-948021,Reactome,4,154,1.56,2.71,0.36,0.3588682464611812,"BET1L, MCFD2, TRAPPC4, TRAPPC6B",0.5582374920255984
Chemokine signaling pathway,KEGG,4,174,1.38,1.0,0.36,0.35889794544420117,"CCL19, CCL26, CCL5, GNAI1",0.5582374920255984
Rap1 signaling pathway,KEGG,5,202,1.49,3.13,0.36,0.36046033345239636,"FGF9, GNAI1, IGF1, PFN1, RALB",0.5582374920255984
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome,7,293,1.44,4.46,0.36,0.3610722197374038,"PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, RNF41, UBE2E2",0.5582374920255984
Longevity regulating pathway,KEGG,4,149,1.61,3.52,0.35,0.3627745177177005,"EIF4EBP1, IGF1, PRKAB1, PRKAG1",0.5582374920255984
Oocyte meiosis,KEGG,3,113,1.6,1.72,0.35,0.36340484437900467,"CAMK2A, CDK2, IGF1",0.5582374920255984
PPARA Activates Gene Expression R-HSA-1989781,Reactome,3,115,1.57,1.55,0.35,0.3647254946579315,"HDAC3, MED20, MED27",0.5582374920255984
Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206,Reactome,3,117,1.54,1.37,0.34,0.36539987674649577,"HDAC3, MED20, MED27",0.5582374920255984
Glucagon signaling pathway,KEGG,3,103,1.75,3.16,0.34,0.3660238500827183,"CAMK2A, PRKAB1, PRKAG1",0.5582374920255984
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,8,356,1.35,3.82,0.34,0.36731561721424,"HSPA5, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, RNF41, UBE2E2",0.5586471504149723
Dual Incision In TC-NER R-HSA-6782135,Reactome,2,56,2.15,3.42,0.32,0.37370431234017876,"POLD4, POLR2C",0.5667848737159378
RHO GTPases Activate Formins R-HSA-5663220,Reactome,3,109,1.66,2.64,0.32,0.3752375383831543,"CENPA, PAFAH1B1, PFN1",0.5675337838149648
Acute myeloid leukemia,KEGG,2,66,1.82,1.59,0.31,0.378910566795747,"DUSP6, EIF4EBP1",0.5711306509084734
Tight junction,KEGG,4,162,1.48,2.65,0.31,0.37975651177237274,"ARPC2, CLDN11, PRKAB1, PRKAG1",0.5711306509084734
Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442,Reactome,4,165,1.46,2.33,0.3,0.3807537672723155,"BET1L, NAA38, PAFAH1B1, RAB39A",0.5711306509084734
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,6,258,1.4,4.12,0.29,0.3848604535459926,"ATP5PF, HDAC3, MEF2C, PAFAH1B1, PRKAB1, PRKAG1",0.575539610489311
Metabolism Of Vitamins And Cofactors R-HSA-196854,Reactome,4,174,1.38,1.56,0.29,0.38591854436922335,"C1D, CLPS, PANK1, PANK2",0.575539610489311
Adipocytokine signaling pathway,KEGG,2,69,1.74,1.37,0.28,0.38813655095449595,"PRKAB1, PRKAG1",0.575539610489311
HDACs Deacetylate Histones R-HSA-3214815,Reactome,2,59,2.04,3.52,0.28,0.388949874203525,"HDAC3, SAP18",0.575539610489311
Apoptosis,Hallmark,4,155,1.55,4.34,0.28,0.3898685788493909,"BCL2L2, BNIP3L, CDK2, SAT1",0.575539610489311
Ras signaling pathway,KEGG,5,223,1.35,2.24,0.28,0.3900176847638188,"BDNF, FGF9, IGF1, RAB5C, RALB",0.575539610489311
SARS-CoV Infections R-HSA-9679506,Reactome,7,312,1.35,4.54,0.28,0.39148957564460507,"CHMP2A, FAU, FXYD4, FXYD7, RPS10, SAP18, TUSC3",0.5761544698165886
Innate Immune System R-HSA-168249,Reactome,18,918,1.18,5.66,0.25,0.4011390242682624,"ARPC2, ATP6V0E2, ATP6V1D, ATP6V1G1, CYSTM1, DUSP6, ILF2, LAMTOR1, MEF2C, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, RAB24, RAB27A, RAB5C, S100A11",0.588768567877611
Circadian Clock R-HSA-400253,Reactome,2,66,1.82,2.63,0.24,0.40539553550258856,"HDAC3, MEF2C",0.5930603100513088
Deubiquitination R-HSA-5688426,Reactome,5,228,1.32,2.43,0.24,0.406235450474706,"PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.5930603100513088
PPAR signaling pathway,KEGG,2,72,1.67,1.53,0.23,0.41043252385304874,"FABP4, FABP5",0.597589754730039
Melanoma,KEGG,2,72,1.67,1.73,0.21,0.4157805105579414,"FGF9, IGF1",0.6007811766979287
RNA degradation,KEGG,2,72,1.67,1.74,0.21,0.4159210772551288,"C1D, CNOT2",0.6007811766979287
Cardiac Conduction R-HSA-5576891,Reactome,3,117,1.54,3.67,0.21,0.41684925852164967,"CAMK2A, FXYD4, FXYD7",0.6007811766979287
Transcription Of HIV Genome R-HSA-167172,Reactome,2,67,1.8,3.4,0.2,0.42058200335429424,"POLR2C, TAF13",0.6007811766979287
p53 signaling pathway,KEGG,2,70,1.72,2.47,0.2,0.42064096979517157,"CDK2, IGF1",0.6007811766979287
Chromatin Modifying Enzymes R-HSA-3247509,Reactome,5,223,1.35,4.46,0.2,0.4216198106175646,"AEBP2, HDAC3, ING4, MRGBP, SAP18",0.6007811766979287
"Cell Cycle, Mitotic R-HSA-69278",Reactome,10,499,1.21,4.75,0.2,0.4221547857444255,"CDK2, CENPA, CHMP2A, PAFAH1B1, POLD4, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.6007811766979287
Late Phase Of HIV Life Cycle R-HSA-162599,Reactome,3,120,1.5,3.53,0.19,0.42363884034765253,"CHMP2A, POLR2C, TAF13",0.6007811766979287
Glioma,KEGG,2,75,1.6,1.44,0.19,0.42423256695154676,"CAMK2A, IGF1",0.6007811766979287
Keratinization R-HSA-6805567,Reactome,3,107,1.69,8.25,0.19,0.4245009342210687,"CSTA, KRTAP8-1, SPINK6",0.6007811766979287
Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399,Reactome,2,74,1.63,1.68,0.19,0.4247444345370854,"COPS6, POLD4",0.6007811766979287
Amyloid Fiber Formation R-HSA-977225,Reactome,2,71,1.69,2.52,0.19,0.42582841645072966,"CALB1, SNCA",0.6007811766979287
Salmonella infection,KEGG,5,235,1.28,2.75,0.18,0.42710541818073133,"ARPC2, PFN1, RAB5C, RHOH, TXN",0.6010297895017508
"Platelet Activation, Signaling And Aggregation R-HSA-76002",Reactome,5,236,1.27,2.73,0.18,0.4290580291260133,"GNAI1, HSPA5, IGF1, MANF, PFN1",0.6022254084904968
KRAS Signaling Dn,Hallmark,4,184,1.31,2.26,0.17,0.43256321859668656,"CLPS, SMPX, SNCB, SNN",0.6044348672158752
Alcoholism,KEGG,4,177,1.36,3.79,0.17,0.43284621443481175,"BDNF, GNAI1, HDAC3, MACROH2A1",0.6044348672158752
Cushing syndrome,KEGG,3,130,1.39,2.04,0.16,0.4351090541448641,"CAMK2A, CDK2, GNAI1",0.6060447539874892
Bacterial invasion of epithelial cells,KEGG,2,73,1.65,2.68,0.16,0.43625905548795096,"ARPC2, CLTA",0.6061003671664662
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,Reactome,2,71,1.69,3.59,0.16,0.43773227822765864,"POLR2C, TAF13",0.6061709297794305
Signaling By FGFR2 R-HSA-5654738,Reactome,2,69,1.74,4.63,0.15,0.438530251397207,"FGF9, POLR2C",0.6061709297794305
Lipid and atherosclerosis,KEGG,4,189,1.27,1.88,0.15,0.4406509185221824,"CAMK2A, CCL5, EIF2S1, HSPA5",0.6075641452351302
heme Metabolism,Hallmark,4,192,1.25,1.89,0.13,0.44950016820775884,"ARL2BP, BNIP3L, LMO2, SNCA",0.6128220949752148
HIV Life Cycle R-HSA-162587,Reactome,3,130,1.39,3.51,0.12,0.45050920775274905,"CHMP2A, POLR2C, TAF13",0.6128220949752148
Cardiac muscle contraction,KEGG,2,77,1.56,2.52,0.12,0.4508234679880535,"MYL3, UQCRH",0.6128220949752148
Epithelial Mesenchymal Transition,Hallmark,4,184,1.31,4.51,0.12,0.4520927166680895,"BDNF, MGP, PMP22, SAT1",0.6128220949752148
Insulin signaling pathway,KEGG,3,136,1.33,1.94,0.12,0.454039806388687,"EIF4EBP1, PRKAB1, PRKAG1",0.6128220949752148
Coagulation,Hallmark,3,134,1.35,2.73,0.11,0.4555777262013975,"DUSP6, KLF7, MAFF",0.6128220949752148
KRAS Signaling Up,Hallmark,4,189,1.27,3.41,0.11,0.4559202449995631,"BTBD3, DUSP6, FGF9, TMEM100",0.6128220949752148
IL-2/STAT5 Signaling,Hallmark,4,190,1.27,3.18,0.11,0.45654024759726664,"BATF, GLIPR2, MAFF, RHOH",0.6128220949752148
RNA Polymerase II Pre-transcription Events R-HSA-674695,Reactome,2,78,1.54,2.74,0.11,0.4566754518114974,"POLR2C, TAF13",0.6128220949752148
Apical Junction,Hallmark,4,184,1.31,5.54,0.11,0.45678254015371944,"ARPC2, CLDN11, GNAI1, PFN1",0.6128220949752148
UV Response Dn,Hallmark,3,137,1.32,1.89,0.11,0.4568106092580813,"BDNF, NFIB, PMP22",0.6128220949752148
Melanogenesis,KEGG,2,81,1.48,1.79,0.1,0.46026757252495615,"CAMK2A, GNAI1",0.6159463102907502
Hepatitis C,KEGG,3,137,1.32,2.6,0.09,0.46317905893058925,"CDK2, CLDN11, EIF2S1",0.6183270566652854
EPH-Ephrin Signaling R-HSA-2682334,Reactome,2,84,1.43,1.36,0.08,0.4697939577986997,"ARPC2, CLTA",0.6218086952277792
Mitochondrial Translation Initiation R-HSA-5368286,Reactome,2,81,1.48,3.43,0.07,0.47127786823348616,"CHCHD1, MRPS17",0.6218086952277792
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,Reactome,2,83,1.45,2.15,0.07,0.47192288062474247,"DPM3, PIGY",0.6218086952277792
ErbB signaling pathway,KEGG,2,84,1.43,1.63,0.07,0.4724486203081313,"CAMK2A, EIF4EBP1",0.6218086952277792
Mitochondrial Translation Termination R-HSA-5419276,Reactome,2,81,1.48,3.75,0.07,0.4725184170906979,"CHCHD1, MRPS17",0.6218086952277792
Mitochondrial Translation Elongation R-HSA-5389840,Reactome,2,81,1.48,4.02,0.07,0.47347936266748103,"CHCHD1, MRPS17",0.6218086952277792
Unattached Kinetochores Signal Amplification Via A MAD2 Inhibitory Signal R-HSA-141444,Reactome,2,84,1.43,1.8,0.07,0.4737590058878317,"CENPA, PAFAH1B1",0.6218086952277792
Cell Junction Organization R-HSA-446728,Reactome,2,83,1.45,3.22,0.06,0.4770616266792471,"CLDN11, LIMS1",0.622697011892062
DNA Repair,Hallmark,3,140,1.29,4.23,0.06,0.47783459760658636,"POLD4, POLR2C, TAF13",0.622697011892062
Signaling By FGFR R-HSA-190236,Reactome,2,83,1.45,3.7,0.05,0.4785959754174456,"FGF9, POLR2C",0.622697011892062
PI3K-Akt signaling pathway,KEGG,6,318,1.13,3.42,0.05,0.47971056880717544,"BDNF, CDK2, EIF4EBP1, FGF9, IGF1, MLST8",0.622697011892062
Opioid Signaling R-HSA-111885,Reactome,2,86,1.4,1.73,0.05,0.48203674984781153,"CAMK2A, GNAI1",0.622697011892062
Cell Cycle R-HSA-1640170,Reactome,11,613,1.08,6.45,0.04,0.4844421977422849,"CDK2, CENPA, CHMP2A, PAFAH1B1, POLD4, POLR2C, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.622697011892062
GABAergic synapse,KEGG,2,87,1.38,1.94,0.03,0.4871403041726895,"GABRA1, GNAI1",0.622697011892062
Gap junction,KEGG,2,87,1.38,1.94,0.03,0.48715802607153247,"GJD2, GNAI1",0.622697011892062
Adrenergic signaling in cardiomyocytes,KEGG,3,146,1.24,3.51,0.03,0.48997786590755055,"CAMK2A, GNAI1, MYL3",0.622697011892062
Mitochondrial Translation R-HSA-5368287,Reactome,2,87,1.38,4.33,0.02,0.49139688706383944,"CHCHD1, MRPS17",0.622697011892062
EML4 And NUDC In Mitotic Spindle Formation R-HSA-9648025,Reactome,2,88,1.37,2.05,0.02,0.49144821804694505,"CENPA, PAFAH1B1",0.622697011892062
Dilated cardiomyopathy,KEGG,2,88,1.37,2.28,0.02,0.4918756599415901,"IGF1, MYL3",0.622697011892062
Protein-protein Interactions At Synapses R-HSA-6794362,Reactome,2,88,1.37,2.48,0.02,0.49222182456818653,"HOMER1, LIN7A",0.622697011892062
cAMP signaling pathway,KEGG,4,208,1.16,3.03,0.01,0.4948209493782691,"BDNF, CAMK2A, CGA, GNAI1",0.622697011892062
Morphine addiction,KEGG,2,89,1.35,3.01,0.01,0.4961546942479244,"GABRA1, GNAI1",0.622697011892062
Signal Transduction R-HSA-162582,Reactome,39,2304,1.02,13.64,0.01,0.49637826602508817,"ARPC2, ATP6V0E2, ATP6V1D, ATP6V1G1, CAMK2A, CCL19, CCL5, CDK2, CENPA, CLTA, DERL2, DUSP6, EIF4EBP1, FGF9, GABRA1, GNAI1, HDAC3, IGF1, LAMTOR1, LAMTOR4, MEF2C, MLST8, PAFAH1B1, PFN1, POLR2C, PRKAB1, PRKAG1, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, PTH2, RALB, RGS10, RHOH, RHOV, RNF41, USF1",0.622697011892062
RHO GTPase Effectors R-HSA-195258,Reactome,4,241,1.0,3.54,-0.0,0.5007873662701638,"ARPC2, CENPA, PAFAH1B1, PFN1",0.622697011892062
Visual Phototransduction R-HSA-2187338,Reactome,2,91,1.32,2.39,-0.01,0.5027845877587924,"C1D, CLPS",0.622697011892062
Protein Folding R-HSA-391251,Reactome,2,91,1.32,1.66,-0.01,0.5033416093327896,"HDAC3, TBCA",0.622697011892062
GnRH signaling pathway,KEGG,2,91,1.32,1.57,-0.01,0.5034370597466196,"CAMK2A, CGA",0.622697011892062
Metabolism R-HSA-1430728,Reactome,33,1967,1.01,7.66,-0.01,0.505642847024812,"ATP5PF, C1D, CHAC2, CIAO2B, CLPS, COX20, DCTD, FABP4, FAU, GNAI1, GNPDA2, GPX2, HDAC3, MAT2A, MED20, MED27, NDUFA6, NDUFS6, NT5C2, PANK1, PANK2, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6, RPE, RPL13A, RPL15, RPS10, RSL24D1, STARD10, UQCRH",0.622697011892062
Measles,KEGG,2,122,0.99,1.71,-0.02,0.5061986854608588,"CDK2, EIF2S1",0.622697011892062
Circadian entrainment,KEGG,2,92,1.31,1.46,-0.02,0.5080388736762653,"CAMK2A, GNAI1",0.622697011892062
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,Reactome,2,92,1.31,1.21,-0.02,0.5088418322537753,"CLTA, COPS6",0.622697011892062
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,Reactome,2,92,1.31,1.09,-0.02,0.5093201580282847,"DUSP6, MEF2C",0.622697011892062
Protein Localization R-HSA-9609507,Reactome,3,153,1.18,1.43,-0.02,0.5093439049147157,"ATAD1, GET3, TIMM23",0.622697011892062
ADORA2B Mediated Anti-Inflammatory Cytokine Production R-HSA-9660821,Reactome,2,125,0.96,3.45,-0.03,0.5118458226787499,"GNAI1, PTH2",0.622697011892062
Metabolism Of Nucleotides R-HSA-15869,Reactome,2,93,1.29,1.4,-0.03,0.5127319250394808,"DCTD, NT5C2",0.622697011892062
Herpes simplex virus 1 infection,KEGG,3,154,1.17,1.33,-0.03,0.5133121864083989,"CCL5, EIF2S1, EIF4EBP1",0.622697011892062
Human papillomavirus infection,KEGG,5,280,1.07,2.62,-0.05,0.5181053210222495,"ATP6V0E2, ATP6V1D, ATP6V1G1, CDK2, EIF4EBP1",0.622697011892062
Tuberculosis,KEGG,3,156,1.16,1.61,-0.05,0.5185721926120662,"CAMK2A, CEBPG, RAB5C",0.622697011892062
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,4,250,0.96,2.6,-0.05,0.5193677454185576,"GNAI1, HDAC3, POLR2C, USF1",0.622697011892062
HATs Acetylate Histones R-HSA-3214847,Reactome,2,97,1.24,3.36,-0.05,0.5195537289376302,"ING4, MRGBP",0.622697011892062
Resolution Of Sister Chromatid Cohesion R-HSA-2500257,Reactome,2,96,1.25,2.29,-0.05,0.5203337352719347,"CENPA, PAFAH1B1",0.622697011892062
Androgen Response,Hallmark,2,95,1.27,1.52,-0.05,0.5207418465361051,"SAT1, SRP19",0.622697011892062
Breast cancer,KEGG,2,127,0.95,2.19,-0.05,0.5209729227723066,"FGF9, IGF1",0.622697011892062
Estrogen Response Late,Hallmark,3,190,0.95,2.98,-0.05,0.5210146194802875,"AGR2, BATF, FABP5",0.622697011892062
Prostate cancer,KEGG,2,96,1.25,2.1,-0.05,0.5211978651487125,"CDK2, IGF1",0.622697011892062
Inflammatory mediator regulation of TRP channels,KEGG,2,96,1.25,2.04,-0.05,0.5214972835936262,"CAMK2A, IGF1",0.622697011892062
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,11,650,1.02,3.07,-0.06,0.521989480700438,"BATF, CAMK2A, CCL19, CCL5, DUSP6, MEF2C, PSMA1, PSMA2, PSMA3, PSMB1, PSMB6",0.622697011892062
Dopaminergic synapse,KEGG,2,128,0.94,2.09,-0.06,0.524581505016887,"CAMK2A, GNAI1",0.622697011892062
Potassium Channels R-HSA-1296071,Reactome,2,100,1.2,4.02,-0.06,0.5253833781834035,"KCNA2, KCNJ10",0.622697011892062
Autophagy,KEGG,3,159,1.13,1.86,-0.07,0.5261817386570442,"ATG3, EIF2S1, MLST8",0.622697011892062
E2F Targets,Hallmark,3,192,0.94,2.71,-0.07,0.5264853058185625,"EIF2S1, JPT1, NAA38",0.622697011892062
RNA transport,KEGG,3,159,1.13,1.81,-0.07,0.5265851432614572,"EIF2S1, EIF4EBP1, SAP18",0.622697011892062
Adipogenesis,Hallmark,3,195,0.93,3.83,-0.07,0.5278376936983319,"ALDOA, FABP4, SNCG",0.622697011892062
Gastric cancer,KEGG,2,128,0.94,1.6,-0.07,0.5280379423187265,"CDK2, FGF9",0.622697011892062
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome,2,97,1.24,1.43,-0.08,0.5300257641648712,"CHAC2, MAT2A",0.6228636484041357
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome,2,96,1.25,1.02,-0.08,0.5304607994650605,"DUSP6, MEF2C",0.6228636484041357
MAPK signaling pathway,KEGG,5,288,1.04,2.44,-0.09,0.5342946758323511,"BDNF, DUSP6, FGF9, IGF1, MEF2C",0.6239722233865407
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome,2,97,1.24,1.0,-0.09,0.5358310230164172,"DUSP6, MEF2C",0.6239722233865407
Chagas disease,KEGG,2,99,1.21,1.49,-0.09,0.5376240668614581,"CCL5, GNAI1",0.6239722233865407
SARS-CoV-2 Infection R-HSA-9694516,Reactome,4,231,1.04,3.46,-0.1,0.5378624484967102,"CHMP2A, FAU, RPS10, TUSC3",0.6239722233865407
Mitotic Spindle Checkpoint R-HSA-69618,Reactome,2,101,1.19,2.05,-0.1,0.5389946944445371,"CENPA, PAFAH1B1",0.6239722233865407
