pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Metabolism Of Proteins R-HSA-392499,Reactome,20,1890,0.64,0.9921758519940582,"ACE, APCS, APOA1, CBX4, ENAM, ETFBKMT, FGA, FOXK1, H3C13, LY6K, MRPL21, MRPS15, NUP62, PAPPA2, PIGZ, SPON2, SQSTM1, TEX101, TTF1, TUBA3C",0.9997030491642837
Axon Guidance R-HSA-422475,Reactome,3,519,0.35,0.9927113308509,"EIF4A3, LIMK1, RANBP9",0.9997030491642837
Post-translational Protein Modification R-HSA-597592,Reactome,13,1383,0.57,0.9934486624666722,"APOA1, CBX4, ENAM, ETFBKMT, FGA, FOXK1, LY6K, NUP62, PIGZ, SPON2, SQSTM1, TEX101, TUBA3C",0.9997030491642837
Nervous System Development R-HSA-9675108,Reactome,3,545,0.33,0.9949215333631507,"EIF4A3, LIMK1, RANBP9",0.9997030491642837
GPCR Ligand Binding R-HSA-500792,Reactome,2,458,0.26,0.9963150164745931,"MC3R, UCN3",0.9997030491642837
Gene Expression (Transcription) R-HSA-74160,Reactome,13,1449,0.54,0.996545224690912,"ARID3A, CBX4, EIF4A3, FASLG, H3C13, NUP62, POLR2E, POU4F1, RORC, SAP30L, SNAPC5, TAF4, TTF1",0.9997030491642837
Membrane Trafficking R-HSA-199991,Reactome,3,599,0.3,0.9976349272692125,"HOMER2, KIF3A, STX6",0.9997030491642837
Signal Transduction R-HSA-162582,Reactome,25,2465,0.61,0.9986750491435002,"ANGPTL3, ARAF, BRAF, CBX4, CDC42EP1, FASLG, FGA, FRAT2, H3C13, HOMER2, IKBKB, KIF3A, LIMK1, MC3R, POLR2E, PRKAR1B, PTBP1, RANBP9, RHPN1, RYK, SAMM50, SPARC, SQSTM1, STIP1, UCN3",0.9997030491642837
RNA Polymerase II Transcription R-HSA-73857,Reactome,10,1312,0.46,0.9989146660692179,"ARID3A, CBX4, EIF4A3, FASLG, H3C13, POLR2E, POU4F1, RORC, SNAPC5, TAF4",0.9997030491642837
Metabolism R-HSA-1430728,Reactome,19,2049,0.56,0.9990411666588207,"ACSF3, ACSS2, APOA1, FMO1, FUT2, GPX4, HIBCH, LTA4H, LYRM4, MGST3, NAT8L, NUP62, OSBPL1A, PNPLA3, POLD1, PRKAR1B, RBP1, SDC3, SLC35B3",0.9997030491642837
Developmental Biology R-HSA-1266738,Reactome,7,1073,0.39,0.9992044116896336,"AJUBA, EIF4A3, H3C13, LIMK1, ONECUT3, POLR2E, RANBP9",0.9997030491642837
Signaling By GPCR R-HSA-372790,Reactome,3,689,0.26,0.9993617760161176,"MC3R, PRKAR1B, UCN3",0.9997030491642837
Generic Transcription Pathway R-HSA-212436,Reactome,8,1190,0.4,0.9994205063098349,"ARID3A, CBX4, FASLG, H3C13, POLR2E, POU4F1, RORC, TAF4",0.9997030491642837
GPCR Downstream Signaling R-HSA-388396,Reactome,2,619,0.19,0.9997030491642837,"MC3R, PRKAR1B",0.9997030491642837
