pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Pathways of neurodegeneration,KEGG,5,475,0.63,0.9000522246986442,"CYC1, FZD4, GRIA4, MAPK8, PSMA8",0.9651443337220728
Ras signaling pathway,KEGG,2,232,0.52,0.901143326095887,"GNGT2, MAPK8",0.9651443337220728
Coronavirus disease,KEGG,2,232,0.52,0.901143326095887,"CXCL8, MAPK8",0.9651443337220728
Mitotic Anaphase R-HSA-68882,Reactome,2,232,0.52,0.901143326095887,"CENPH, PSMA8",0.9651443337220728
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,2,233,0.52,0.90247262374012,"CENPH, PSMA8",0.9651443337220728
Human papillomavirus infection,KEGG,3,331,0.55,0.9160206200883712,"CCNA2, FZD4, TUBG1",0.9769194978781797
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,5,496,0.61,0.9189904622571163,"CDK5R2, ERBB2, GGA3, MYC, SPRED2",0.9773793590303586
RNA Polymerase II Transcription R-HSA-73857,Reactome,16,1312,0.73,0.9285732065405529,"CCN2, CCNA2, CDC25C, COX20, ERBB2, ITGAL, MED14, MPZ, MYC, PCF11, PRKAB2, PSMA8, RFC3, SETD1A, SETD9, SUZ12",0.9848503705733136
Axon Guidance R-HSA-422475,Reactome,5,519,0.58,0.9360487666149372,"ARHGEF28, CLSTN1, ERBB2, MAPK8, PSMA8",0.9868848417138762
PI3K-Akt signaling pathway,KEGG,3,354,0.51,0.9364922145641281,"ERBB2, GNGT2, MYC",0.9868848417138762
RHO GTPase Cycle R-HSA-9012999,Reactome,4,441,0.55,0.9382690799201886,"ARHGEF28, BAIAP2L2, FMNL3, MPZ",0.9868848417138762
Metabolism Of Proteins R-HSA-392499,Reactome,24,1890,0.76,0.9407447711921886,"BPIFB2, CCNA2, CFAP73, EIF1AX, FFAR4, GGA3, GNGT2, GPLD1, MAN1A1, MDGA2, MPZ, MRPS17, MYC, NOP56, PIGB, PMM1, PSMA8, RAB2A, SMC6, SRD5A3, SUZ12, THSD1, UBE2Z, UGGT2",0.9868848417138762
Amyotrophic lateral sclerosis,KEGG,3,364,0.5,0.9438721061056152,"CYC1, PSMA8, UBQLN2",0.987162388804071
Translation R-HSA-72766,Reactome,2,281,0.43,0.9497753038540873,"EIF1AX, MRPS17",0.987162388804071
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,7,702,0.6,0.9504474276655968,"CLSTN1, CXCL8, IL18BP, LGALS9, MAPK8, MYC, PSMA8",0.987162388804071
Transport Of Small Molecules R-HSA-382551,Reactome,7,706,0.6,0.952315546849167,"CLCN5, GNGT2, MBTPS2, PSMA8, SLC22A5, SLC39A3, SLC8A2",0.987162388804071
Neutrophil Degranulation R-HSA-6798695,Reactome,4,468,0.51,0.9546321474802375,"DDX3X, ITGAL, NME2, PDXK",0.987162388804071
Extracellular Matrix Organization R-HSA-1474244,Reactome,2,291,0.41,0.956393690971217,"ITGAL, LOX",0.987162388804071
Signaling By Rho GTPases R-HSA-194315,Reactome,6,644,0.56,0.9597875972023422,"ARHGEF28, BAIAP2L2, CDC25C, CENPH, FMNL3, MPZ",0.9872434382948587
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome,2,307,0.39,0.9652841908301448,"PSMA8, UBE2Z",0.9872434382948587
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,6,660,0.55,0.9659406335391991,"ARHGEF28, BAIAP2L2, CDC25C, CENPH, FMNL3, MPZ",0.9872434382948587
Metabolism R-HSA-1430728,Reactome,25,2049,0.73,0.9667292889276928,"ABHD10, CLSTN1, COX20, DUT, ECI2, FABP12, GNGT2, HACD1, HS6ST3, IDI2, ITPKA, MBTPS2, MCCC2, MED14, NME2, PDXK, PIK3C2G, PRKAB2, PSMA8, RDH11, SCD5, SLC22A5, SRD5A3, STARD7, TSPOAP1",0.9872434382948587
Innate Immune System R-HSA-168249,Reactome,10,1035,0.58,0.9807215036421533,"BPIFB2, CLEC4E, DDX3X, DEFB112, ITGAL, MAPK8, NME2, PDXK, POLR3B, PSMA8",0.9978896838910416
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,2,364,0.33,0.984849834797453,"MCCC2, PSMA8",0.9978896838910416
Disease R-HSA-1643685,Reactome,19,1736,0.66,0.9849300776067423,"CDC25C, CLSTN1, DUT, ERBB2, FZD4, GNGT2, INSL3, MAPK8, MCCC2, MYC, P2RX4, PSMA8, RFC3, SAP30, SLC22A5, SPRED2, SRD5A3, SUZ12, THSD1",0.9978896838910416
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,2,378,0.32,0.9876854031161308,"PSMA8, UBE2Z",0.9980548036737804
Infectious Disease R-HSA-5663205,Reactome,8,961,0.5,0.9919463604125769,"DUT, GNGT2, INSL3, MAPK8, P2RX4, PSMA8, SAP30, SUZ12",0.9994162448395687
Adaptive Immune System R-HSA-1280218,Reactome,5,733,0.41,0.9945247630489578,"CD1C, CLSTN1, ITGAL, PSMA8, UBE2Z",0.9994162448395687
Signal Transduction R-HSA-162582,Reactome,26,2465,0.63,0.9975164112945931,"ARHGEF28, BAIAP2L2, CDC25C, CDK5R2, CENPH, CGN, CLSTN1, CXCL8, ERBB2, FFAR4, FMNL3, FZD4, GGA3, GNGT2, HTR1E, INSL3, MAPK8, MPZ, MYC, P2RY4, PRKAB2, PROKR1, PSMA8, RDH11, SPRED2, SUZ12",0.9994162448395687
Immune System R-HSA-168256,Reactome,17,1943,0.53,0.9994162448395686,"BPIFB2, CD1C, CLEC4E, CLSTN1, CXCL8, DDX3X, DEFB112, IL18BP, ITGAL, LGALS9, MAPK8, MYC, NME2, PDXK, POLR3B, PSMA8, UBE2Z",0.9994162448395687
