pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Interleukin-17 Signaling R-HSA-448424,Reactome,7,66,6.38,1.44,4.35,6.802954914315411e-06,"BTRC, IL17F, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.0037144133832162146
MAP Kinase Activation R-HSA-450294,Reactome,6,59,6.12,1.21,4.19,1.382119007099519e-05,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.003773184889381687
CTLA4 Inhibitory Signaling R-HSA-389513,Reactome,3,20,9.02,1.0,3.79,7.455760339575087e-05,"FYN, PPP2R1A, PPP2R5B",0.013569483818026659
Adherens junction,KEGG,5,63,4.77,1.0,3.41,0.0003264811066446371,"CTNNA2, FYN, MAPK1, SNAI1, TGFBR1",0.044564671056992966
Uptake And Function Of Anthrax Toxins R-HSA-5210891,Reactome,2,11,10.93,1.0,3.11,0.0009462120242533423,"MAP2K3, MAP2K6",0.06956162606593093
Negative Regulation Of MAPK Pathway R-HSA-5675221,Reactome,4,38,6.33,1.38,3.11,0.0009487904262314984,"MAPK1, PPP2R1A, PPP2R5B, PPP5C",0.06956162606593093
EPH-ephrin Mediated Repulsion Of Cells R-HSA-3928665,Reactome,4,46,5.23,1.05,3.09,0.0010146828245448504,"CLTA, EFNB2, FYN, PSENEN",0.06956162606593093
ERK/MAPK Targets R-HSA-198753,Reactome,3,21,8.59,1.42,3.08,0.0010192179643359843,"MAPK1, MEF2C, PPP2R1A",0.06956162606593093
mRNA surveillance pathway,KEGG,7,92,4.58,1.84,3.0,0.001355868601355548,"CPSF4, CPSF7, MAGOHB, PABPC1L2B, PPP2R1A, PPP2R2B, PPP2R5B",0.07067493006436315
MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058,Reactome,7,108,3.9,1.41,2.99,0.0014097238173574936,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A, S100A1",0.07067493006436315
Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,Reactome,3,23,7.84,1.34,2.98,0.0014238539023955948,"CDKN1B, EREG, MAPK1",0.07067493006436315
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,Reactome,6,92,3.92,1.21,2.95,0.0015750989807947963,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.07166700362616323
Cyclin A/B1/B2 Associated Events During G2/M Transition R-HSA-69273,Reactome,3,23,7.84,1.41,2.91,0.001778902442533143,"CDK7, PPME1, PPP2R1A",0.074713902586392
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome,6,96,3.76,1.21,2.84,0.0022382263719105656,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.0845425644861348
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome,6,97,3.72,1.21,2.82,0.002432525105276971,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.0845425644861348
Toll-like Receptor Cascades R-HSA-168898,Reactome,8,156,3.08,1.21,2.81,0.0024774377871394815,"BTRC, CNPY3, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A, S100A1",0.0845425644861348
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome,6,98,3.68,1.21,2.79,0.002639130363923979,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.08476265757073487
Toll Like Receptor 3 (TLR3) Cascade R-HSA-168164,Reactome,6,99,3.64,1.21,2.76,0.002858492639412113,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.08670761006216743
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome,6,101,3.57,1.21,2.71,0.0033372858662945883,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.09590305699983395
MyD88-independent TLR4 Cascade R-HSA-166166,Reactome,6,102,3.54,1.21,2.69,0.003597611498710326,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A",0.0982147939147919
Recycling Pathway Of L1 R-HSA-437239,Reactome,3,27,6.68,1.35,2.66,0.003927399974869174,"CLTA, MAPK1, RDX",0.09997453558217426
APC Truncation Mutants Have Impaired AXIN Binding R-HSA-5467337,Reactome,2,14,8.59,1.0,2.65,0.004028277990490538,"PPP2R1A, PPP2R5B",0.09997453558217426
mRNA 3-End Processing R-HSA-72187,Reactome,5,55,5.47,2.13,2.6,0.004708766933563059,"CDC40, CPSF4, CPSF7, MAGOHB, SRSF9",0.11178203242284479
CTNNB1 S33 Mutants Not Phosphorylated R-HSA-5358747,Reactome,2,15,8.02,1.0,2.53,0.005762912170193851,"PPP2R1A, PPP2R5B",0.12920989063297128
ERKs Are Inactivated R-HSA-202670,Reactome,2,12,10.02,1.36,2.52,0.005916203783560956,"MAPK1, PPP2R1A",0.12920989063297128
Spliceosome,KEGG,7,126,3.34,1.55,2.47,0.006672083503385704,"CCDC12, CDC40, HSPA2, MAGOHB, PPIE, SRSF10, SRSF9",0.1296404478479313
Nuclear Events (Kinase And Transcription Factor Activation) R-HSA-198725,Reactome,5,59,5.1,2.11,2.47,0.006758998746000536,"CDK5R2, EGR3, MAPK1, MEF2C, PPP2R1A",0.1296404478479313
RNA Polymerase II Transcription Termination R-HSA-73856,Reactome,5,63,4.77,1.91,2.47,0.00682154791539797,"CDC40, CPSF4, CPSF7, MAGOHB, SRSF9",0.1296404478479313
MAPK Targets/ Nuclear Events Mediated By MAP Kinases R-HSA-450282,Reactome,3,29,6.22,1.42,2.46,0.006885664812435912,"MAPK1, MEF2C, PPP2R1A",0.1296404478479313
Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016,Reactome,7,135,3.12,1.41,2.42,0.007788471220452554,"BTRC, MAP2K3, MAP2K6, MAPK1, MEF2C, PPP2R1A, S100A1",0.14175017621223648
Oxidative phosphorylation,KEGG,8,112,4.3,3.33,2.29,0.01101877979192239,"ATP6V1A, ATP6V1B2, ATP6V1G3, COX6C, COX7A1, NDUFB8, NDUFV2, UQCRH",0.18957026268471727
Spry Regulation Of FGF Signaling R-HSA-1295596,Reactome,2,14,8.59,1.36,2.27,0.011575210288532022,"MAPK1, PPP2R1A",0.18957026268471727
Signaling By WNT In Cancer R-HSA-4791275,Reactome,3,32,5.64,1.44,2.27,0.011584092701712597,"CTBP1, PPP2R1A, PPP2R5B",0.18957026268471727
Beta-catenin Phosphorylation Cascade R-HSA-196299,Reactome,2,17,7.08,1.04,2.26,0.011804741632381661,"PPP2R1A, PPP2R5B",0.18957026268471727
Chronic myeloid leukemia,KEGG,5,76,3.96,1.71,2.23,0.012941270583216527,"BCL2L1, CDKN1B, CTBP1, MAPK1, TGFBR1",0.20188382109817782
Gluconeogenesis R-HSA-70263,Reactome,3,30,6.01,1.7,2.19,0.014159894945984831,"ALDOC, ENO2, ENO3",0.2037149484939247
PI3K/AKT/mTOR  Signaling,Hallmark,6,103,3.5,1.78,2.19,0.014186339510182035,"CAB39, CDKN1B, DAPP1, MAP2K3, MAP2K6, MAPK1",0.2037149484939247
Myogenesis R-HSA-525793,Reactome,3,29,6.22,1.8,2.18,0.01449447929901307,"CTNNA2, MAP2K6, MEF2C",0.2037149484939247
Insulin Receptor Recycling R-HSA-77387,Reactome,3,26,6.94,2.12,2.18,0.01455106774956605,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.2037149484939247
Platelet Sensitization By LDL R-HSA-432142,Reactome,2,16,7.52,1.27,2.14,0.01621152398216116,"PPP2R1A, PPP2R5B",0.22128730235649985
ROS And RNS Production In Phagocytes R-HSA-1222556,Reactome,3,36,5.01,1.38,2.11,0.017227377114533107,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.2269769063409007
Signaling By NTRKs R-HSA-166520,Reactome,8,129,3.73,3.08,2.11,0.01745976202622313,"CDK5R2, CLTA, EGR3, FYN, MAPK1, MEF2C, NTF3, PPP2R1A",0.2269769063409007
RAS Processing R-HSA-9648002,Reactome,2,16,7.52,1.34,2.09,0.018385564114109885,"BCL2L1, ICMT",0.23345390712334876
Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383,Reactome,2,17,7.08,1.24,2.07,0.019206848823243937,"KPNB1, PPP2R1A",0.23833953312479975
Activated TAK1 Mediates P38 MAPK Activation R-HSA-450302,Reactome,2,19,6.33,1.07,2.05,0.020160980429334487,"MAP2K3, MAP2K6",0.24227266384637347
Cyclin D Associated Events In G1 R-HSA-69231,Reactome,3,45,4.01,1.0,2.05,0.020420288329695026,"CDK7, CDKN1B, PPP2R1A",0.24227266384637347
Pperoxisome,Hallmark,5,101,2.98,1.17,2.04,0.020854972895200646,"CDK7, CRABP2, CTBP1, PRDX1, SOD2",0.24227266384637347
MAPK signaling pathway,KEGG,12,288,2.51,2.44,2.0,0.022753938929776275,"CACNG2, EREG, FGF2, HSPA2, MAP2K3, MAP2K6, MAPK1, MEF2C, NTF3, PPM1B, PPP5C, TGFBR1",0.2572248283253893
Costimulation By CD28 Family R-HSA-388841,Reactome,4,62,3.88,1.52,1.99,0.023102269135149747,"FYN, MLST8, PPP2R1A, PPP2R5B",0.2572248283253893
Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253,Reactome,5,81,3.71,1.92,1.98,0.023681029108722725,"BTRC, CTBP1, PPP2R1A, PPP2R5B, PSMB4",0.2572248283253893
Transferrin Endocytosis And Recycling R-HSA-917977,Reactome,3,31,5.82,1.99,1.98,0.02402649495347043,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.2572248283253893
Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788,Reactome,2,22,5.47,1.0,1.89,0.029222728357913477,"TGFBR1, UCHL5",0.3068386477580915
Acyl Chain Remodelling Of PI R-HSA-1482922,Reactome,2,17,7.08,1.5,1.88,0.02979877454797826,"PLA2G2E, PLA2G5",0.3069836019470968
Amino Acids Regulate mTORC1 R-HSA-9639288,Reactome,4,52,4.63,2.45,1.83,0.033801070214674746,"ATP6V1A, ATP6V1B2, ATP6V1G3, MLST8",0.3286627393964728
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",Reactome,5,105,2.86,1.33,1.83,0.0339293651847243,"EREG, FYN, MAPK1, PPP2R1A, PPP2R5B",0.3286627393964728
Sphingolipid signaling pathway,KEGG,5,119,2.53,1.01,1.81,0.03543213787048974,"FYN, MAPK1, PPP2R1A, PPP2R2B, PPP2R5B",0.3286627393964728
Glycolysis R-HSA-70171,Reactome,4,65,3.7,1.7,1.81,0.03544051933826128,"ALDOC, ENO2, ENO3, PPP2R1A",0.3286627393964728
Hepatocellular carcinoma,KEGG,6,145,2.49,1.26,1.79,0.03644210300650235,"BCL2L1, DPF3, GSTA4, GSTP1, MAPK1, TGFBR1",0.3286627393964728
Collecting duct acid secretion,KEGG,3,27,6.68,2.97,1.79,0.036444726770492666,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.3286627393964728
NS1 Mediated Effects On Host Pathways R-HSA-168276,Reactome,3,41,4.4,1.54,1.79,0.03654532967731108,"CPSF4, KPNA3, KPNB1",0.3286627393964728
TGF-beta signaling pathway,KEGG,5,91,3.3,1.88,1.79,0.03671873095821399,"MAPK1, NOG, PPP2R1A, TGFBR1, TGIF1",0.3286627393964728
Processing Of Intronless Pre-mRNAs R-HSA-77595,Reactome,2,19,6.33,1.46,1.76,0.03942006979977317,"CPSF4, CPSF7",0.3381109212340288
SUMOylation Of Transcription Cofactors R-HSA-3899300,Reactome,3,40,4.51,1.68,1.76,0.039613451953281746,"CTBP1, PARK7, RNF2",0.3381109212340288
CD28 Dependent PI3K/Akt Signaling R-HSA-389357,Reactome,2,23,5.23,1.08,1.75,0.039705223084713026,"FYN, MLST8",0.3381109212340288
Toxoplasmosis,KEGG,5,103,2.92,1.53,1.74,0.040716151902361934,"BCL2L1, HSPA2, MAP2K3, MAP2K6, MAPK1",0.3381109212340288
Acyl Chain Remodelling Of PG R-HSA-1482925,Reactome,2,18,6.68,1.62,1.74,0.040870550918399084,"PLA2G2E, PLA2G5",0.3381109212340288
Negative Regulation Of PI3K/AKT Network R-HSA-199418,Reactome,5,112,2.68,1.31,1.71,0.043742185357000675,"EREG, FYN, MAPK1, PPP2R1A, PPP2R5B",0.3564661672376473
Disassembly Of Destruction Complex And Recruitment Of AXIN To Membrane R-HSA-4641262,Reactome,2,25,4.81,1.0,1.7,0.04482298755469999,"PPP2R1A, PPP2R5B",0.35990222360097346
ISG15 Antiviral Mechanism R-HSA-1169408,Reactome,4,72,3.34,1.59,1.69,0.045758806560896655,"EIF4E3, KPNA3, KPNB1, PPM1B",0.36209142582970394
Ephrin Signaling R-HSA-3928664,Reactome,2,18,6.68,1.74,1.68,0.04660302174883838,"EFNB2, FYN",0.3635035696409394
Infection With Mycobacterium Tuberculosis R-HSA-9635486,Reactome,2,22,5.47,1.31,1.65,0.04914280123568366,"KPNB1, MAPK1",0.37791506302370814
HIF-1 signaling pathway,KEGG,5,106,2.84,1.64,1.63,0.051749458702861795,"ALDOC, CDKN1B, ENO2, ENO3, MAPK1",0.3924333951633686
RNA degradation,KEGG,4,72,3.34,1.74,1.61,0.05316871478584684,"C1D, ENO2, ENO3, PABPC1L2B",0.397672853055786
Response Of Mtb To Phagocytosis R-HSA-9637690,Reactome,2,18,6.68,1.93,1.6,0.05533805495168905,"KPNB1, MAPK1",0.39820856914501435
Cyclin E Associated Events During G1/S Transition R-HSA-69202,Reactome,4,79,3.05,1.47,1.59,0.055760574140992364,"CDK7, CDKN1B, LIN37, PSMB4",0.39820856914501435
Fc epsilon RI signaling pathway,KEGG,4,63,3.82,2.32,1.59,0.05580866390177543,"FYN, MAP2K3, MAP2K6, MAPK1",0.39820856914501435
Signaling By NTRK1 (TRKA) R-HSA-187037,Reactome,6,111,3.25,2.94,1.59,0.056157618725578944,"CDK5R2, CLTA, EGR3, MAPK1, MEF2C, PPP2R1A",0.39820856914501435
Glucuronidation R-HSA-156588,Reactome,2,19,6.33,1.84,1.57,0.05842836458521094,"UGDH, UGP2",0.40420218534029984
Extra-nuclear Estrogen Signaling R-HSA-9009391,Reactome,4,69,3.49,2.01,1.57,0.05848346637707635,"CDKN1B, EREG, GNB4, MAPK1",0.40420218534029984
EPH-Ephrin Signaling R-HSA-2682334,Reactome,4,84,2.86,1.36,1.54,0.06133006621902665,"CLTA, EFNB2, FYN, PSENEN",0.4185777019448569
Signaling By TGFB Family Members R-HSA-9006936,Reactome,5,111,2.71,1.68,1.52,0.06364430610159198,"MAPK1, NOG, TGFBR1, TGIF1, UCHL5",0.4251755494726172
Synaptic vesicle cycle,KEGG,5,77,3.91,3.57,1.52,0.06385420340064947,"ATP6V1A, ATP6V1B2, ATP6V1G3, CLTA, SLC6A1",0.4251755494726172
Uptake And Actions Of Bacterial Toxins R-HSA-5339562,Reactome,2,26,4.63,1.22,1.48,0.0692959791843551,"MAP2K3, MAP2K6",0.45058421464232173
Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410,Reactome,4,80,3.01,1.67,1.47,0.07078611675519099,"EIF4E3, KPNA3, KPNB1, PPM1B",0.45058421464232173
Cargo Recognition For Clathrin-Mediated Endocytosis R-HSA-8856825,Reactome,4,92,2.61,1.21,1.47,0.07115756004529324,"CLTA, COPS7A, EREG, NECAP1",0.45058421464232173
Mitotic G2-G2/M Phases R-HSA-453274,Reactome,7,173,2.43,2.19,1.47,0.07139982584245806,"BTRC, CDK7, LIN37, PPME1, PPP2R1A, PSMB4, TUBG2",0.45058421464232173
Cellular senescence,KEGG,6,143,2.52,1.97,1.46,0.07179638584960071,"BTRC, LIN37, MAP2K3, MAP2K6, MAPK1, TGFBR1",0.45058421464232173
Toll-like receptor signaling pathway,KEGG,4,86,2.8,1.46,1.45,0.07372461589098947,"MAP2K3, MAP2K6, MAPK1, TOLLIP",0.4530908472633262
Regulation Of PTEN Gene Transcription R-HSA-8943724,Reactome,4,60,4.01,3.08,1.44,0.07460674518606006,"MAPK1, MLST8, RNF2, SNAI1",0.4530908472633262
Signaling By NTRK2 (TRKB) R-HSA-9006115,Reactome,2,23,5.23,1.6,1.44,0.07468530449395487,"FYN, NTF3",0.4530908472633262
Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,Reactome,4,81,2.97,1.73,1.43,0.07664114452531809,"CDK7, CDKN1B, LIN37, PSMB4",0.455226748319829
G2/M Transition R-HSA-69275,Reactome,7,171,2.46,2.39,1.42,0.07737090285087428,"BTRC, CDK7, LIN37, PPME1, PPP2R1A, PSMB4, TUBG2",0.455226748319829
Processing Of Capped Intronless Pre-mRNA R-HSA-75067,Reactome,2,27,4.45,1.24,1.42,0.07753862196656428,"CPSF4, CPSF7",0.455226748319829
Signaling By Insulin Receptor R-HSA-74752,Reactome,4,77,3.12,2.03,1.39,0.08221411435356835,"ATP6V1A, ATP6V1B2, ATP6V1G3, MAPK1",0.45862781266308306
TP53 Regulates Metabolic Genes R-HSA-5628897,Reactome,4,73,3.3,2.3,1.38,0.08337045885034905,"COX6C, GLS2, MLST8, PRDX1",0.45862781266308306
Formation Of TC-NER Pre-Incision Complex R-HSA-6781823,Reactome,3,43,4.2,2.38,1.38,0.08355655255870476,"CDK7, COPS7A, PPIE",0.45862781266308306
TGF-beta Signaling,Hallmark,3,52,3.47,1.66,1.38,0.08366557753041792,"NOG, TGFBR1, TGIF1",0.45862781266308306
Antigen Activates B Cell Receptor Leading To Second Messenger Generation R-HSA-983695,Reactome,2,30,4.01,1.08,1.38,0.0841710215899023,"DAPP1, FYN",0.45862781266308306
Glucose Metabolism R-HSA-70326,Reactome,4,85,2.83,1.7,1.36,0.08639535593746595,"ALDOC, ENO2, ENO3, PPP2R1A",0.45862781266308306
Transport Of Mature Transcript To Cytoplasm R-HSA-72202,Reactome,4,79,3.05,2.0,1.36,0.08650472263739656,"CDC40, CPSF4, MAGOHB, SRSF9",0.45862781266308306
Constitutive Signaling By AKT1 E17K In Cancer R-HSA-5674400,Reactome,2,26,4.63,1.45,1.36,0.0870511863906967,"CDKN1B, MLST8",0.45862781266308306
Negative Regulation Of FGFR3 Signaling R-HSA-5654732,Reactome,2,27,4.45,1.36,1.36,0.08740530494656318,"MAPK1, PPP2R1A",0.45862781266308306
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,10,260,2.31,3.52,1.35,0.0886677103832722,"CDKN1B, EREG, FYN, MAPK1, MLST8, PPP2R1A, PPP2R5B, PSMB4, RNF2, SNAI1",0.45862781266308306
SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796,Reactome,2,32,3.76,1.0,1.34,0.09021027350853794,"MAPK1, TGIF1",0.45862781266308306
RAF/MAP Kinase Cascade R-HSA-5673001,Reactome,9,261,2.07,2.32,1.33,0.09099817480160177,"BCL2L1, EREG, FYN, ICMT, MAPK1, PPP2R1A, PPP2R5B, PPP5C, PSMB4",0.45862781266308306
Reactive Oxygen Species Pathway,Hallmark,3,49,3.68,2.0,1.33,0.09137641578125127,"HHEX, PRDX1, SOD2",0.45862781266308306
Downregulation Of SMAD2/3:SMAD4 Transcriptional Activity R-HSA-2173795,Reactome,2,27,4.45,1.41,1.33,0.09147811851226723,"MAPK1, TGIF1",0.45862781266308306
RNA transport,KEGG,6,159,2.27,1.81,1.32,0.09270395100696044,"EIF3D, GEMIN6, KPNB1, MAGOHB, PABPC1L2B, RAE1",0.45862781266308306
G1/S Transition R-HSA-69206,Reactome,5,126,2.39,1.63,1.32,0.09396380460958093,"CDK7, CDKN1B, LIN37, PPP2R1A, PSMB4",0.45862781266308306
alpha-Linolenic acid metabolism,KEGG,2,24,5.01,1.81,1.31,0.09558247031398337,"PLA2G2E, PLA2G5",0.45862781266308306
NCAM Signaling For Neurite Out-Growth R-HSA-375165,Reactome,3,55,3.28,1.64,1.31,0.09558730743811383,"FYN, MAPK1, ST8SIA4",0.45862781266308306
Nuclear Signaling By ERBB4 R-HSA-1251985,Reactome,2,30,4.01,1.21,1.3,0.09631046174702784,"EREG, PSENEN",0.45862781266308306
Gastric cancer,KEGG,5,128,2.35,1.6,1.3,0.09688036485282436,"CDKN1B, CTNNA2, FGF2, MAPK1, TGFBR1",0.45862781266308306
Regulation Of TP53 Degradation R-HSA-6804757,Reactome,2,33,3.64,1.0,1.3,0.09741989022162967,"MLST8, PPP2R1A",0.45862781266308306
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,9,267,2.03,2.32,1.29,0.09889671419477919,"BCL2L1, EREG, FYN, ICMT, MAPK1, PPP2R1A, PPP2R5B, PPP5C, PSMB4",0.45862781266308306
Arachidonic acid metabolism,KEGG,3,56,3.22,1.63,1.29,0.09906356404748207,"PLA2G2E, PLA2G5, PTGES",0.45862781266308306
HS-GAG Biosynthesis R-HSA-2022928,Reactome,2,29,4.15,1.34,1.28,0.1004699610657977,"HS2ST1, HS6ST1",0.45862781266308306
Negative Regulation Of FGFR4 Signaling R-HSA-5654733,Reactome,2,29,4.15,1.36,1.27,0.10240971754186695,"MAPK1, PPP2R1A",0.45862781266308306
Parkinson disease,KEGG,8,221,2.18,2.59,1.26,0.10379732357175181,"BCL2L1, COX6C, COX7A1, NDUFB8, NDUFV2, PARK7, PSMB4, UQCRH",0.45862781266308306
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome,4,97,2.48,1.43,1.26,0.10398546526931174,"GSTA4, GSTP1, UGDH, UGP2",0.45862781266308306
Regulation Of TP53 Expression And Degradation R-HSA-6806003,Reactome,2,34,3.54,1.0,1.25,0.10475673743253427,"MLST8, PPP2R1A",0.45862781266308306
Glycosaminoglycan biosynthesis,KEGG,3,53,3.4,1.93,1.25,0.10486750635892289,"FUT8, HS2ST1, HS6ST1",0.45862781266308306
Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome,4,84,2.86,2.06,1.25,0.10487057471929034,"MAPK1, TGFBR1, TGIF1, UCHL5",0.45862781266308306
Iron Uptake And Transport R-HSA-917937,Reactome,3,57,3.17,1.65,1.25,0.10494044464254165,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.45862781266308306
PI3K-Akt signaling pathway,KEGG,11,318,2.08,3.42,1.25,0.1058378995773685,"BCL2L1, CDKN1B, EREG, FGF2, GNB4, MAPK1, MLST8, NTF3, PPP2R1A, PPP2R2B, PPP2R5B",0.45862781266308306
Cardiac muscle contraction,KEGG,4,77,3.12,2.52,1.25,0.1058663930503892,"CACNG2, COX6C, COX7A1, UQCRH",0.45862781266308306
Linoleic acid metabolism,KEGG,2,27,4.45,1.62,1.24,0.10667716521650467,"PLA2G2E, PLA2G5",0.45862781266308306
Prion disease,KEGG,9,244,2.22,3.27,1.24,0.10761230153340234,"COX6C, COX7A1, FYN, HSPA2, MAPK1, NDUFB8, NDUFV2, PSMB4, UQCRH",0.4590337237284194
Sialic Acid Metabolism R-HSA-4085001,Reactome,2,33,3.64,1.12,1.22,0.1105432416405126,"SLC35A1, ST8SIA4",0.4647474006724612
RAF Activation R-HSA-5673000,Reactome,2,31,3.88,1.28,1.22,0.11101590207295375,"PPP2R1A, PPP2R5B",0.4647474006724612
mRNA Splicing - Major Pathway R-HSA-72163,Reactome,7,174,2.42,3.12,1.22,0.11155261980779746,"CDC40, CPSF4, CPSF7, MAGOHB, PPIE, SRSF10, SRSF9",0.4647474006724612
CD28 Co-Stimulation R-HSA-389356,Reactome,2,32,3.76,1.22,1.21,0.11235651444828731,"FYN, MLST8",0.4647474006724612
Chagas disease,KEGG,4,99,2.43,1.49,1.2,0.11546322481112731,"MAPK1, PPP2R1A, PPP2R2B, TGFBR1",0.46785210588618004
Apoptosis,Hallmark,7,155,2.72,4.34,1.19,0.11722921863836905,"BCL2L1, CDKN1B, EGR3, ENO2, EREG, PPP2R5B, SOD2",0.46785210588618004
Acyl Chain Remodelling Of PC R-HSA-1482788,Reactome,2,27,4.45,1.78,1.19,0.1175006029786973,"PLA2G2E, PLA2G5",0.46785210588618004
Negative Regulation Of FGFR1 Signaling R-HSA-5654726,Reactome,2,31,3.88,1.36,1.19,0.11773904007413605,"MAPK1, PPP2R1A",0.46785210588618004
Mitochondrial Protein Import R-HSA-1268020,Reactome,3,62,2.91,1.52,1.18,0.11816813805580578,"MTX2, NDUFB8, TIMM10B",0.46785210588618004
Detoxification Of Reactive Oxygen Species R-HSA-3299685,Reactome,2,34,3.54,1.12,1.18,0.1182483344547488,"GSTP1, PRDX1",0.46785210588618004
Oxidative Stress Induced Senescence R-HSA-2559580,Reactome,4,88,2.73,2.09,1.18,0.11967099929107944,"MAP2K3, MAP2K6, MAPK1, RNF2",0.47007457275488757
Acyl Chain Remodelling Of PE R-HSA-1482839,Reactome,2,29,4.15,1.61,1.17,0.12179324733285718,"PLA2G2E, PLA2G5",0.474993664598143
mRNA Splicing R-HSA-72172,Reactome,7,179,2.35,3.21,1.16,0.12380485829250937,"CDC40, CPSF4, CPSF7, MAGOHB, PPIE, SRSF10, SRSF9",0.4794145576433341
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,Reactome,2,32,3.76,1.36,1.15,0.12548460591338362,"MAPK1, PPP2R1A",0.4814309951522393
Glutathione Conjugation R-HSA-156590,Reactome,2,33,3.64,1.29,1.14,0.12719049040883762,"GSTA4, GSTP1",0.4814309951522393
Lipid and atherosclerosis,KEGG,6,189,1.91,1.41,1.14,0.12757815987753113,"BCL2L1, HSPA2, MAP2K3, MAP2K6, MAPK1, SOD2",0.4814309951522393
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,10,297,2.02,3.38,1.14,0.12785255365764597,"CDKN1B, EREG, FYN, MAPK1, MLST8, PPP2R1A, PPP2R5B, PSMB4, RNF2, SNAI1",0.4814309951522393
Vibrio cholerae infection,KEGG,3,49,3.68,2.83,1.12,0.13121075479059774,"ATP6V1A, ATP6V1B2, ATP6V1G3",0.48778114665286504
Human papillomavirus infection,KEGG,9,280,1.93,2.62,1.12,0.13132569332961752,"ATP6V1A, ATP6V1B2, ATP6V1G3, CDKN1B, MAPK1, PPP2R1A, PPP2R2B, PPP2R5B, TUBG2",0.48778114665286504
Protein Secretion,Hallmark,4,87,2.77,2.4,1.11,0.1325000268597662,"CLTA, MAPK1, NAPG, STX12",0.48881766665832665
mTOR signaling pathway,KEGG,6,133,2.71,4.1,1.11,0.13439993756630841,"ATP6V1A, ATP6V1B2, ATP6V1G3, CAB39, MAPK1, MLST8",0.4901284657786983
Hepatitis B,KEGG,5,142,2.12,1.63,1.1,0.1349736948015825,"EGR3, MAP2K3, MAP2K6, MAPK1, TGFBR1",0.4901284657786983
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,17,650,1.57,2.63,1.1,0.13560660028865085,"BCL2L1, BTRC, CDKN1B, EIF4E3, FYN, IL17F, KPNA3, KPNB1, MAP2K3, MAP2K6, MAPK1, MEF2C, PPM1B, PPP2R1A, PSMB4, TOLLIP, TRIM2",0.4901284657786983
Thrombin Signaling Thru Proteinase Activated Receptors (PARs) R-HSA-456926,Reactome,2,31,3.88,1.59,1.1,0.13644601977722004,"GNB4, MAPK1",0.4901284657786983
Thermogenesis,KEGG,8,208,2.31,4.16,1.08,0.1397878725970499,"COX6C, COX7A1, DPF3, MAP2K3, MLST8, NDUFB8, NDUFV2, UQCRH",0.49803229640754115
Oocyte meiosis,KEGG,4,113,2.13,1.23,1.08,0.1404706477046911,"BTRC, MAPK1, PPP2R1A, PPP2R5B",0.49803229640754115
Respiratory Electron Transport R-HSA-611105,Reactome,4,85,2.83,2.75,1.07,0.14227278302142693,"COX6C, NDUFB8, NDUFV2, UQCRH",0.5011673518045103
