pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,3,364,0.5,0.9438721061056152,"ASRGL1, RPL21, RPS14",0.9998462142180492
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,2,277,0.43,0.9468691694013427,"ITGB3, KL",0.9998462142180492
Alzheimer disease,KEGG,3,369,0.49,0.9472572473171842,"ATP5MC1, MCU, PLCB4",0.9998462142180492
Deubiquitination R-HSA-5688426,Reactome,2,279,0.43,0.9483416467368384,"HCFC1, OTUD5",0.9998462142180492
Nervous System Development R-HSA-9675108,Reactome,5,545,0.55,0.9514145668553193,"ARHGEF12, ITGB3, LAMB1, RPL21, RPS14",0.9998462142180492
Neuronal System R-HSA-112316,Reactome,3,386,0.47,0.9574018034181435,"GNG5, GRIK5, SYN2",0.9998462142180492
Pathways of neurodegeneration,KEGG,4,475,0.51,0.9581702390456523,"ATP5MC1, MCU, PLCB4, UBE2J1",0.9998462142180492
Huntington disease,KEGG,2,306,0.39,0.9647835957253756,"ATP5MC1, PLCB4",0.9998462142180492
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,2,318,0.38,0.9703592508514624,"ITGB3, KL",0.9998462142180492
Developmental Biology R-HSA-1266738,Reactome,11,1073,0.62,0.97257386785794,"ARHGEF12, ITGB3, KRT12, KRT18, LAMB1, LEFTY2, MED25, MED31, RPL21, RPS14, SPRR1A",0.9998462142180492
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,3,424,0.43,0.9738625958637156,"ITGB3, KL, PTPN12",0.9998462142180492
Human papillomavirus infection,KEGG,2,331,0.36,0.9754405920574555,"ITGB3, LAMB1",0.9998462142180492
Signaling By Interleukins R-HSA-449147,Reactome,3,453,0.4,0.9821609189997048,"HMGB1, PTPN12, TIFA",0.9998462142180492
Cellular Responses To Stress R-HSA-2262752,Reactome,6,722,0.5,0.9825134203975772,"EEF1A1, EIF2S3, IMPACT, NFE2L2, RPL21, RPS14",0.9998462142180492
Signaling By Rho GTPases R-HSA-194315,Reactome,5,644,0.47,0.9840002010901471,"ABI2, ARHGEF12, CCDC187, CKAP4, FAM13A",0.9998462142180492
Amyotrophic lateral sclerosis,KEGG,2,364,0.33,0.984849834797453,"ATP5MC1, MCU",0.9998462142180492
Cellular Responses To Stimuli R-HSA-8953897,Reactome,6,736,0.49,0.9850290673876761,"EEF1A1, EIF2S3, IMPACT, NFE2L2, RPL21, RPS14",0.9998462142180492
Gene Expression (Transcription) R-HSA-74160,Reactome,15,1449,0.62,0.9857386578266369,"CNOT10, CPSF4, CSTF2, ESRRA, FKBP6, GTF3A, HSPD1, LGALS3, MED25, MED31, NR2F1, RPAP2, RPRD2, SAP130, TGIF1",0.9998462142180492
Metabolism Of Proteins R-HSA-392499,Reactome,21,1890,0.67,0.9860512637619058,"A4GNT, AGBL2, ALG3, BST1, CKAP4, DDOST, EEF1A1, EIF2S3, GNG5, HCFC1, LAMB1, MAN1B1, NFE2L2, OTUD5, PIGN, RAB14, RAB31, RAD52, RPL21, RPS14, UBE2W",0.9998462142180492
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,5,660,0.46,0.9867431656633381,"ABI2, ARHGEF12, CCDC187, CKAP4, FAM13A",0.9998462142180492
Membrane Trafficking R-HSA-199991,Reactome,4,599,0.4,0.9908286936084079,"KIF20B, KIF21A, RAB14, RAB31",0.9998462142180492
Disease R-HSA-1643685,Reactome,18,1736,0.62,0.9917205545241251,"ABI2, ADM, ALG3, CBLIF, CPSF4, DDOST, GNG5, HMGB1, ITGB3, KL, MAN1B1, MAP4K5, NFE2L2, PTPN12, RPL21, RPS14, RXFP2, SUGT1",0.9998462142180492
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,5,702,0.43,0.9919891273919237,"GBP2, HMGB1, PTPN12, TIFA, TRIM68",0.9998462142180492
RNA Polymerase II Transcription R-HSA-73857,Reactome,12,1312,0.55,0.9939005681040295,"CNOT10, CPSF4, CSTF2, ESRRA, HSPD1, LGALS3, MED25, MED31, NR2F1, RPAP2, RPRD2, TGIF1",0.9998462142180492
Vesicle-mediated Transport R-HSA-5653656,Reactome,4,637,0.38,0.9943864900833105,"KIF20B, KIF21A, RAB14, RAB31",0.9998462142180492
Herpes simplex virus 1 infection,KEGG,2,498,0.24,0.99800900864554,"HCFC1, ITGB3",0.9998462142180492
Generic Transcription Pathway R-HSA-212436,Reactome,8,1190,0.4,0.9994205063098349,"CNOT10, ESRRA, HSPD1, LGALS3, MED25, MED31, NR2F1, TGIF1",0.9998462142180492
Cell Cycle R-HSA-1640170,Reactome,2,654,0.18,0.9998304194457368,"FKBP6, SUN2",0.9998462142180492
Signal Transduction R-HSA-162582,Reactome,22,2465,0.54,0.9998462142180492,"ABI2, ADM, ARHGEF12, CAB39L, CCDC187, CKAP4, FAM13A, FLT1, GNG5, ITGB3, KL, LAMB1, MOB1A, PLCB4, PTPN12, RXFP2, TAS2R13, TAS2R30, TAS2R38, TAS2R46, TAS2R50, TGIF1",0.9998462142180492
