pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Rap1 signaling pathway,KEGG,2,210,0.57,0.8673011874222318,"CALML3, SIPA1L2",0.9998405335203198
Human immunodeficiency virus 1 infection,KEGG,2,212,0.57,0.8707691137022426,"CALML3, MYD88",0.9998405335203198
cAMP signaling pathway,KEGG,2,216,0.56,0.877457011555721,"CALML3, NPY",0.9998405335203198
Coronavirus disease,KEGG,2,232,0.52,0.901143326095887,"MYD88, TMPRSS2",0.9998405335203198
Ras signaling pathway,KEGG,2,232,0.52,0.901143326095887,"CALML3, PLA2G6",0.9998405335203198
Human papillomavirus infection,KEGG,3,331,0.55,0.9160206200883712,"LAMB1, LAMB4, RBPJL",0.9998405335203198
Shigellosis,KEGG,2,246,0.49,0.918304548465606,"MYD88, PRKCE",0.9998405335203198
Hemostasis R-HSA-109582,Reactome,6,576,0.63,0.9209863045469443,"KIF1A, PRKAR2B, PRKCE, RARRES2, SERPINC1, SLC8A1",0.9998405335203198
Parkinson disease,KEGG,2,249,0.48,0.9215995142301311,"CALML3, NDUFA7",0.9998405335203198
Salmonella infection,KEGG,2,249,0.48,0.9215995142301311,"CASP7, MYD88",0.9998405335203198
Endocytosis,KEGG,2,252,0.48,0.9247694911531739,"IZUMO1R, RNF41",0.9998405335203198
"Platelet Activation, Signaling And Aggregation R-HSA-76002",Reactome,2,254,0.47,0.9268154844693463,"PRKCE, RARRES2",0.9998405335203198
Post-translational Protein Modification R-HSA-597592,Reactome,17,1383,0.74,0.9293124601970977,"ADAMTS13, ART3, BGLAP, BPIFB2, FBXO17, IGFBP7, IZUMO1R, LAMB1, LMAN1L, MEPE, MOGAT2, NCOA2, NR1I2, RAB34, RAB3A, SERPINC1, TECTB",0.9998405335203198
"Cell Cycle, Mitotic R-HSA-69278",Reactome,5,523,0.57,0.9386650018186816,"CDK11A, FOXM1, NCAPD2, NEK2, PRKAR2B",0.9998405335203198
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,2,268,0.45,0.9397362505584846,"KLB, MYD88",0.9998405335203198
RAF/MAP Kinase Cascade R-HSA-5673001,Reactome,2,271,0.44,0.94220905807576,"GFRA1, KLB",0.9998405335203198
Pathways in cancer,KEGG,5,531,0.57,0.943612296757615,"CALML3, CASP7, DAPK1, LAMB1, LAMB4",0.9998405335203198
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,2,277,0.43,0.9468691694013427,"GFRA1, KLB",0.9998405335203198
SARS-CoV Infections R-HSA-9679506,Reactome,3,369,0.49,0.9472572473171842,"MOGAT2, SAP18, TMPRSS2",0.9998405335203198
Metabolism R-HSA-1430728,Reactome,26,2049,0.76,0.9486985649785526,"ABCC5, ABHD14B, ACSM4, ALDH1A1, ALDOC, CH25H, CPNE6, CTPS2, CYP4B1, CYSLTR2, ENO2, ESRRA, FASN, FPGS, GYG1, HYAL3, MOGAT2, NCOA2, NDUFA7, PLA2G6, PPCDC, PRKAR2B, SARDH, SGPL1, SQLE, TSPOAP1",0.9998405335203198
Developmental Biology R-HSA-1266738,Reactome,12,1073,0.67,0.9488880049561714,"ADGRG6, CDK5R1, GFRA1, KRTAP16-1, LAMB1, LGI1, NCOA2, NGEF, PAX4, PRDM14, PSEN2, SCN10A",0.9998405335203198
Translation R-HSA-72766,Reactome,2,281,0.43,0.9497753038540873,"MRPL41, MRPL51",0.9998405335203198
Asparagine N-linked Glycosylation R-HSA-446203,Reactome,2,282,0.43,0.9504778710797137,"LMAN1L, MOGAT2",0.9998405335203198
SARS-CoV-2 Infection R-HSA-9694516,Reactome,2,283,0.43,0.9511710862615644,"MOGAT2, TMPRSS2",0.9998405335203198
M Phase R-HSA-68886,Reactome,3,380,0.47,0.9540492420014162,"NCAPD2, NEK2, PRKAR2B",0.9998405335203198
Neutrophil Degranulation R-HSA-6798695,Reactome,4,468,0.51,0.9546321474802375,"ALDOC, FGL2, GYG1, RAB3A",0.9998405335203198
MAPK signaling pathway,KEGG,2,294,0.41,0.9582112727107324,"MYD88, PPM1A",0.9998405335203198
Cytokine-cytokine receptor interaction,KEGG,2,295,0.41,0.9588008974476677,"CXCL11, TNFRSF25",0.9998405335203198
Expression And Translocation Of Olfactory Receptors R-HSA-9752946,Reactome,3,393,0.46,0.9610242821020801,"OR10A2, OR51G1, OR51T1",0.9998405335203198
Olfactory Signaling Pathway R-HSA-381753,Reactome,3,401,0.45,0.9648106900153277,"OR10A2, OR51G1, OR51T1",0.9998405335203198
DNA Repair R-HSA-73894,Reactome,2,310,0.39,0.9667453981325017,"POLM, RAD51AP1",0.9998405335203198
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,2,318,0.38,0.9703592508514624,"GFRA1, KLB",0.9998405335203198
Membrane Trafficking R-HSA-199991,Reactome,5,599,0.5,0.9731761342413471,"BNIP1, KIF1A, LMAN1L, PLA2G6, RAB3A",0.9998405335203198
Transport Of Small Molecules R-HSA-382551,Reactome,6,706,0.51,0.9791604301714634,"ABCC5, ATP13A5, PRKAR2B, SLC13A2, SLC6A6, SLC8A1",0.9998405335203198
PI3K-Akt signaling pathway,KEGG,2,354,0.34,0.9824470267510522,"LAMB1, LAMB4",0.9998405335203198
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,2,354,0.34,0.9824470267510522,"CDK5R1, FASN",0.9998405335203198
Vesicle-mediated Transport R-HSA-5653656,Reactome,5,637,0.47,0.9826401879647009,"BNIP1, KIF1A, LMAN1L, PLA2G6, RAB3A",0.9998405335203198
Amyotrophic lateral sclerosis,KEGG,2,364,0.33,0.984849834797453,"NDUFA7, TARDBP",0.9998405335203198
Cell Cycle R-HSA-1640170,Reactome,5,654,0.46,0.9857708468496554,"CDK11A, FOXM1, NCAPD2, NEK2, PRKAR2B",0.9998405335203198
Signal Transduction R-HSA-162582,Reactome,29,2465,0.71,0.987180563409437,"ADORA3, ALDH1A1, ARHGEF37, CD274, CDK5R1, CXCL11, CYSLTR2, ELF3, FASN, GFRA1, GNRHR, GPR37L1, KLB, LAMB1, MC4R, MYD88, NCOA2, NGEF, NPY, PPM1A, PRKAR2B, PRKCE, PSEN2, PTGDR2, RGS18, RNF41, S100B, TAS2R60, TOR1AIP1",0.9998405335203198
Sensory Perception R-HSA-9709957,Reactome,4,616,0.39,0.9926272253050862,"OR10A2, OR51G1, OR51T1, RAB3A",0.9998405335203198
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,2,424,0.28,0.9938196246059353,"KLB, PSEN2",0.9998405335203198
RHO GTPase Cycle R-HSA-9012999,Reactome,2,441,0.27,0.9952241506074829,"NGEF, TOR1AIP1",0.9998405335203198
Metabolism Of Proteins R-HSA-392499,Reactome,19,1890,0.6,0.9958361423227826,"ADAMTS13, ART3, BGLAP, BPIFB2, FBXO17, IGFBP7, IZUMO1R, LAMB1, LMAN1L, MEPE, MOGAT2, MRPL41, MRPL51, NCOA2, NR1I2, RAB34, RAB3A, SERPINC1, TECTB",0.9998405335203198
Signaling By Interleukins R-HSA-449147,Reactome,2,453,0.27,0.9960223804986806,"MYD88, S100B",0.9998405335203198
Metabolism Of RNA R-HSA-8953854,Reactome,4,666,0.36,0.9961672910280149,"DCP1B, NLRP4, PRPF8, RRP36",0.9998405335203198
Generic Transcription Pathway R-HSA-212436,Reactome,9,1190,0.45,0.9983636417716962,"ARID1A, BGLAP, CDK5R1, ELOF1, ESRRA, FASN, NPY, NR1I2, PPM1A",0.9998405335203198
Signaling By Rho GTPases R-HSA-194315,Reactome,3,644,0.28,0.9987649359689624,"NCOA2, NGEF, TOR1AIP1",0.9998405335203198
Infectious Disease R-HSA-5663205,Reactome,6,961,0.38,0.9989919653321748,"CYSLTR2, MC4R, MOGAT2, PRKAR2B, SAP18, TMPRSS2",0.9998405335203198
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,3,660,0.27,0.9990222078458272,"NCOA2, NGEF, TOR1AIP1",0.9998405335203198
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,3,702,0.26,0.9994735557466828,"MYD88, S100B, TNFRSF25",0.9998405335203198
RNA Polymerase II Transcription R-HSA-73857,Reactome,9,1312,0.41,0.9996076339091862,"ARID1A, BGLAP, CDK5R1, ELOF1, ESRRA, FASN, NPY, NR1I2, PPM1A",0.9998405335203198
Cellular Responses To Stress R-HSA-2262752,Reactome,3,722,0.25,0.9996091178087544,"IGFBP7, NCOA2, SH3BP4",0.9998405335203198
Cellular Responses To Stimuli R-HSA-8953897,Reactome,3,736,0.25,0.9996829927205065,"IGFBP7, NCOA2, SH3BP4",0.9998405335203198
Gene Expression (Transcription) R-HSA-74160,Reactome,10,1449,0.42,0.999780085485781,"ARID1A, BGLAP, CDK5R1, ELOF1, ESRRA, FASN, NPY, NR1I2, PPM1A, SAP18",0.9998405335203198
Disease R-HSA-1643685,Reactome,13,1736,0.45,0.9998405335203198,"ADAMTS13, CDK5R1, CYSLTR2, GYG1, KLB, MC4R, MOGAT2, MYD88, PRKAR2B, PSEN2, RAD51AP1, SAP18, TMPRSS2",0.9998405335203198
