pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Olfactory Signaling Pathway R-HSA-381753,Reactome,50,401,7.5,1.1293998888354392e-29,"CNGB1, OR10J1, OR10P1, OR11H7, OR13F1, OR14J1, OR1J2, OR1L8, OR1S2, OR2A7, OR2AE1, OR2B2, OR2C3, OR2G2, OR2G6, OR2L13, OR2T11, OR2T2, OR2T35, OR2V1, OR2V2, OR2W1, OR4B1, OR4C5, OR4D1, OR4F15, OR4F3, OR4K1, OR51A4, OR51E1, OR51M1, OR52B2, OR52B6, OR52D1, OR52N1, OR52R1, OR56B1, OR5I1, OR5K1, OR5M1, OR5M3, OR5T3, OR6C4, OR6C68, OR6C76, OR6N1, OR8D2, OR8I2, OR8J2, OR8S1",2.6315017409865735e-27
Expression And Translocation Of Olfactory Receptors R-HSA-9752946,Reactome,49,393,7.5,4.4936369000076496e-29,"OR10J1, OR10P1, OR11H7, OR13F1, OR14J1, OR1J2, OR1L8, OR1S2, OR2A7, OR2AE1, OR2B2, OR2C3, OR2G2, OR2G6, OR2L13, OR2T11, OR2T2, OR2T35, OR2V1, OR2V2, OR2W1, OR4B1, OR4C5, OR4D1, OR4F15, OR4F3, OR4K1, OR51A4, OR51E1, OR51M1, OR52B2, OR52B6, OR52D1, OR52N1, OR52R1, OR56B1, OR5I1, OR5K1, OR5M1, OR5M3, OR5T3, OR6C4, OR6C68, OR6C76, OR6N1, OR8D2, OR8I2, OR8J2, OR8S1",5.235086988508912e-27
Olfactory transduction,KEGG,50,440,6.83,9.286471997033177e-28,"CNGB1, OR10J1, OR10P1, OR11H7, OR13F1, OR14J1, OR1J2, OR1L8, OR1S2, OR2A7, OR2AE1, OR2B2, OR2C3, OR2G2, OR2G6, OR2L13, OR2T11, OR2T2, OR2T35, OR2V1, OR2V2, OR2W1, OR4B1, OR4C5, OR4D1, OR4F15, OR4F16, OR4F3, OR4K1, OR51A4, OR51E1, OR51M1, OR52B2, OR52B6, OR52D1, OR52N1, OR52R1, OR56B1, OR5I1, OR5K1, OR5M1, OR5M3, OR5T3, OR6C4, OR6C68, OR6C76, OR6N1, OR8D2, OR8I2, OR8S1",7.212493251029101e-26
Sensory Perception R-HSA-9709957,Reactome,57,616,5.56,5.171783513662852e-27,"ABCA4, CNGB1, GRK7, OR10J1, OR10P1, OR11H7, OR13F1, OR14J1, OR1J2, OR1L8, OR1S2, OR2A7, OR2AE1, OR2B2, OR2C3, OR2G2, OR2G6, OR2L13, OR2T11, OR2T2, OR2T35, OR2V1, OR2V2, OR2W1, OR4B1, OR4C5, OR4D1, OR4F15, OR4F3, OR4K1, OR51A4, OR51E1, OR51M1, OR52B2, OR52B6, OR52D1, OR52N1, OR52R1, OR56B1, OR5I1, OR5K1, OR5M1, OR5M3, OR5T3, OR6C4, OR6C68, OR6C76, OR6N1, OR8D2, OR8I2, OR8J2, OR8S1, RBP3, RDH8, TAS2R20, TAS2R5, TAS2R8",3.0125638967086114e-25
Drug metabolism,KEGG,9,108,5.01,7.862721929920285e-05,"ALDH3A1, CES1, CYP2A6, CYP2A7, FMO3, GSTT2, GSTT2B, IMPDH1, UGT1A6",0.003664028419342853
Metabolism of xenobiotics by cytochrome P450,KEGG,7,76,5.54,0.00026608608264470126,"ALDH3A1, CYP2A6, CYP2A7, CYP2F1, GSTT2, GSTT2B, UGT1A6",0.010333009542702566
CYP2E1 Reactions R-HSA-211999,Reactome,3,11,16.4,0.0006790274055093235,"CYP2A6, CYP2A7, CYP2F1",0.022601912211953196
Thiamine metabolism,KEGG,3,15,12.03,0.0017825259761129809,"ALPG, ALPI, ALPP",0.05191606905429057
Biological Oxidations R-HSA-211859,Reactome,10,218,2.76,0.003585693981474747,"ALDH3A1, CES1, CYP2A6, CYP2A7, CYP2F1, FMO3, GSTT2, GSTT2B, UGT1A6, UGT3A2",0.08372273575127259
Microbial Modulation Of RIPK1-mediated Regulated Necrosis R-HSA-9686347,Reactome,2,6,20.05,0.003952575507570809,"MLKL, RIPK3",0.08372273575127259
Caffeine metabolism,KEGG,2,6,20.05,0.003952575507570809,"CYP2A6, CYP2A7",0.08372273575127259
Canonical Retinoid Cycle In Rods (Twilight Vision) R-HSA-2453902,Reactome,3,23,7.84,0.006290655079708021,"ABCA4, RBP3, RDH8",0.12214355279766408
Xenobiotics R-HSA-211981,Reactome,3,24,7.52,0.007102143388119183,"CYP2A6, CYP2A7, CYP2F1",0.12729226226398227
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome,6,104,3.47,0.007790781919085527,"ALDH3A1, CES1, CYP2A6, CYP2A7, CYP2F1, FMO3",0.12966087051049485
Folate biosynthesis,KEGG,3,26,6.94,0.008903668836619413,"ALPG, ALPI, ALPP",0.13830365592882155
Synthesis Of Pyrophosphates In Cytosol R-HSA-1855167,Reactome,2,10,12.03,0.011348365615155837,"NUDT10, NUDT11",0.16526057427070687
Visual Phototransduction R-HSA-2187338,Reactome,5,98,3.07,0.023774652005520924,"ABCA4, CNGB1, GRK7, RBP3, RDH8",0.32456873053542606
Fatty Acids R-HSA-211935,Reactome,2,15,8.02,0.02507397918299429,"CYP2A7, CYP2F1",0.32456873053542606
Retinol metabolism,KEGG,4,68,3.54,0.026531352942637556,"CYP2A6, CYP2A7, RDH8, UGT1A6",0.3253581702965553
Class C/3 (Metabotropic Glutamate/Pheromone Receptors) R-HSA-420499,Reactome,3,40,4.51,0.028561561046139623,"TAS2R20, TAS2R5, TAS2R8",0.3327421861875266
"Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207",Reactome,3,41,4.4,0.030448228984429837,"TAS2R20, TAS2R5, TAS2R8",0.33783035016057866
Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377,Reactome,2,18,6.68,0.0353665851609693,"CES1, CMA1",0.3696749263488464
Aspirin ADME R-HSA-9749641,Reactome,3,44,4.1,0.03649151633486467,"CES1, UGT1A6, UGT3A2",0.3696749263488464
"TICAM1, RIP1-mediated IKK Complex Recruitment R-HSA-168927",Reactome,2,19,6.33,0.03910213335867768,"RIPK3, UBE2N",0.3796165446904958
Sensory Perception Of Taste R-HSA-9717189,Reactome,3,47,3.84,0.04310230290420511,"TAS2R20, TAS2R5, TAS2R8",0.4017134630671916
IKK Complex Recruitment Mediated By RIP1 R-HSA-937041,Reactome,2,23,5.23,0.055411874780790314,"RIPK3, UBE2N",0.4781839564416349
Digestion R-HSA-8935690,Reactome,2,23,5.23,0.055411874780790314,"ALPP, CHIA",0.4781839564416349
Glucuronidation R-HSA-156588,Reactome,2,25,4.81,0.06431069739432929,"UGT1A6, UGT3A2",0.48758476380485155
Activation Of HOX Genes During Differentiation R-HSA-5619507,Reactome,4,91,2.64,0.06513826981309682,"ASH2L, H2BC12, H3C7, KDM6A",0.48758476380485155
Interleukin-20 Family Signaling R-HSA-8854691,Reactome,2,26,4.63,0.06892794977413845,"IFNL2, IFNL3",0.48758476380485155
HDMs Demethylate Histones R-HSA-3214842,Reactome,2,26,4.63,0.06892794977413845,"H3C7, KDM6A",0.48758476380485155
Glutathione metabolism,KEGG,3,57,3.17,0.0690570695517601,"GSTT2, GSTT2B, NAT8B",0.48758476380485155
Regulated Necrosis R-HSA-5218859,Reactome,3,57,3.17,0.0690570695517601,"CASP4, MLKL, RIPK3",0.48758476380485155
Systemic lupus erythematosus,KEGG,5,135,2.23,0.07488463144981054,"H2BC12, H2BC8, H3C10, H3C7, H4C7",0.49417249560198157
Formation Of beta-catenin:TCF Transactivating Complex R-HSA-201722,Reactome,3,60,3.01,0.07794973155854681,"ASH2L, H2BC12, H3C7",0.49417249560198157
Phototransduction,KEGG,2,28,4.3,0.07847374393679536,"CNGB1, GRK7",0.49417249560198157
Digestion And Absorption R-HSA-8963743,Reactome,2,28,4.3,0.07847374393679536,"ALPP, CHIA",0.49417249560198157
Regulation Of Necroptotic Cell Death R-HSA-5675482,Reactome,2,29,4.15,0.08339291862962067,"MLKL, RIPK3",0.5113302642289899
RIPK1-mediated Regulated Necrosis R-HSA-5213460,Reactome,2,31,3.88,0.09350134531676145,"MLKL, RIPK3",0.5152835330903183
Cytochrome P450 - Arranged By Substrate Type R-HSA-211897,Reactome,3,65,2.78,0.09381054740340984,"CYP2A6, CYP2A7, CYP2F1",0.5152835330903183
Neutrophil extracellular trap formation,KEGG,6,189,1.91,0.0959556864675301,"CASP4, H2BC12, H2BC8, H3C10, H3C7, H4C7",0.5152835330903183
RUNX1 Regulates Genes Involved In Megakaryocyte Differentiation And Platelet Function R-HSA-8936459,Reactome,3,66,2.73,0.09713081315128154,"ASH2L, H2BC12, H3C7",0.5152835330903183
RNA Polymerase I Promoter Opening R-HSA-73728,Reactome,2,32,3.76,0.09868197012318937,"H2BC12, H3C7",0.5152835330903183
"Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859",Reactome,2,32,3.76,0.09868197012318937,"CNGB1, GRK7",0.5152835330903183
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome,4,107,2.25,0.1030580989380596,"GSTT2, GSTT2B, UGT1A6, UGT3A2",0.5152835330903183
NOD1/2 Signaling Pathway R-HSA-168638,Reactome,2,33,3.64,0.10394131354182386,"CASP4, UBE2N",0.5152835330903183
Phototransduction Cascade R-HSA-2514856,Reactome,2,33,3.64,0.10394131354182386,"CNGB1, GRK7",0.5152835330903183
DNA Methylation R-HSA-5334118,Reactome,2,34,3.54,0.10927535159164979,"H2BC12, H3C7",0.5304407691844667
Diseases Of Programmed Cell Death R-HSA-9645723,Reactome,3,71,2.54,0.11442244550584064,"GOLGA2, H2BC12, H3C7",0.5440904041400177
Activated PKN1 Stimulates Transcription Of Androgen Receptor Regulated KLK2 And KLK3 R-HSA-5625886,Reactome,2,36,3.34,0.12015196854128479,"H2BC12, H3C7",0.5489295817670462
Glutathione Conjugation R-HSA-156590,Reactome,2,36,3.34,0.12015196854128479,"GSTT2, GSTT2B",0.5489295817670462
SIRT1 Negatively Regulates rRNA Expression R-HSA-427359,Reactome,2,37,3.25,0.12568704474215145,"H2BC12, H3C7",0.5631746427869478
