pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,Reactome,4,156,1.54,6.24,0.23,0.40974185379018235,"NOP56, RPLP2, RPS6, SNU13",0.690146277196097
Protein Ubiquitination R-HSA-8852135,Reactome,2,65,1.85,3.28,0.23,0.41095360079949417,"CDC34, UBE2G1",0.690146277196097
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,Reactome,2,70,1.72,2.02,0.22,0.4122704753991257,"ARPC5, PRKCD",0.690146277196097
PPAR signaling pathway,KEGG,2,72,1.67,1.68,0.22,0.41466299181867017,"CYP27A1, GK2",0.690146277196097
COPI-mediated Anterograde Transport R-HSA-6807878,Reactome,2,73,1.65,1.55,0.21,0.41653725866159785,"COG4, GOLGA2",0.690146277196097
Shigellosis,KEGG,5,233,1.29,2.39,0.21,0.4172794851398932,"ARPC5, FOXO1, H3C3, H3C4, PRKCD",0.690146277196097
mRNA Splicing - Major Pathway R-HSA-72163,Reactome,4,174,1.38,3.12,0.2,0.4188046605659305,"POLR2F, PPIE, SNRPN, SNU13",0.690146277196097
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,Reactome,2,74,1.63,1.48,0.2,0.4200337590235516,"CDK5RAP2, SSNA1",0.690146277196097
Transcription Of HIV Genome R-HSA-167172,Reactome,2,67,1.8,3.4,0.2,0.42058200335429424,"CDK7, POLR2F",0.690146277196097
Centrosome Maturation R-HSA-380287,Reactome,2,75,1.6,1.36,0.2,0.42210567703848784,"CDK5RAP2, SSNA1",0.690146277196097
Regulation Of RUNX2 Expression And Activity R-HSA-8939902,Reactome,2,69,1.74,2.98,0.19,0.4235121673222274,"PSMB9, STUB1",0.690146277196097
Positive Epigenetic Regulation Of rRNA Expression R-HSA-5250913,Reactome,2,70,1.72,2.68,0.19,0.4237389564926477,"H2AC14, POLR2F",0.690146277196097
Keratinization R-HSA-6805567,Reactome,3,107,1.69,8.25,0.19,0.4245009342210687,"KRT16, PKP2, PRSS8",0.690146277196097
rRNA Processing In Nucleus And Cytosol R-HSA-8868773,Reactome,4,165,1.46,6.35,0.18,0.42712091557831366,"NOP56, RPLP2, RPS6, SNU13",0.690146277196097
Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193,Reactome,2,77,1.56,1.24,0.18,0.4301166566291476,"RENBP, ST8SIA6",0.690146277196097
ABC Transporter Disorders R-HSA-5619084,Reactome,2,74,1.63,2.0,0.17,0.4310826630170169,"ABCA3, PSMB9",0.690146277196097
mRNA Splicing R-HSA-72172,Reactome,4,179,1.34,3.21,0.17,0.43179403908819164,"POLR2F, PPIE, SNRPN, SNU13",0.690146277196097
RAC2 GTPase Cycle R-HSA-9013404,Reactome,2,78,1.54,1.17,0.17,0.43372601328415905,"SYDE1, TIAM1",0.690146277196097
Transcriptional Regulation By Small RNAs R-HSA-5578749,Reactome,2,72,1.67,3.07,0.16,0.4366134422175122,"H2AC14, POLR2F",0.690146277196097
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,Reactome,2,71,1.69,3.59,0.16,0.43773227822765864,"CDK7, POLR2F",0.690146277196097
Peptide Ligand-Binding Receptors R-HSA-375276,Reactome,4,181,1.33,3.41,0.16,0.43831012282807263,"CCL19, KISS1, NMS, OXT",0.690146277196097
Nuclear Events Mediated By NFE2L2 R-HSA-9759194,Reactome,2,75,1.6,2.19,0.15,0.43851548274477303,"GSR, PSMB9",0.690146277196097
Metabolism Of RNA R-HSA-8953854,Reactome,12,608,1.19,8.87,0.15,0.43995152513716484,"CDK7, GSPT2, NOP56, POLR2F, PPIE, PRKCD, PSMB9, PYDC1, RPLP2, RPS6, SNRPN, SNU13",0.690146277196097
rRNA Processing R-HSA-72312,Reactome,4,175,1.37,5.47,0.15,0.4403635524112149,"NOP56, RPLP2, RPS6, SNU13",0.690146277196097
Regulation Of PLK1 Activity At G2/M Transition R-HSA-2565942,Reactome,2,79,1.52,1.27,0.15,0.44204941882267446,"CDK5RAP2, SSNA1",0.690146277196097
Signaling By NOTCH4 R-HSA-9013694,Reactome,2,78,1.54,1.53,0.15,0.4420820387688324,"HEY1, PSMB9",0.690146277196097
Nervous System Development R-HSA-9675108,Reactome,10,512,1.17,5.8,0.14,0.44272955776578415,"ARPC5, CACNA1H, GSPT2, KCNQ2, L1CAM, PLPPR3, PSMB9, RPLP2, RPS6, TIAM1",0.690146277196097
FCERI Mediated NF-kB Activation R-HSA-2871837,Reactome,2,76,1.58,2.42,0.14,0.4457029824179398,"CDC34, PSMB9",0.690146277196097
Cyclin E Associated Events During G1/S Transition R-HSA-69202,Reactome,2,79,1.52,1.47,0.14,0.44604027755273,"CDK7, PSMB9",0.690146277196097
Metabolism R-HSA-1430728,Reactome,35,1967,1.07,7.66,0.12,0.4512474062269862,"ABCG2, ACER1, AIMP1, B4GALT6, CACNA1A, CCNI, CERS1, CIAO3, CMBL, CYP27A1, DDHD1, DIDO1, DUOX2, ENO1, ENPP3, ENTPD2, GK2, GSR, IDO2, IMPA1, INPPL1, ITPKC, MED9, MGST1, NMRK2, PANK4, PLCH2, PSMB9, PTS, PYCR3, RPLP2, RPS6, SLC19A3, SULT4A1, UBIAD1",0.690146277196097
Xenobiotic Metabolism,Hallmark,4,190,1.27,2.53,0.12,0.4513472322312212,"ACP1, CYP27A1, GSR, PTS",0.690146277196097
PTEN Regulation R-HSA-6807070,Reactome,3,132,1.37,3.05,0.12,0.4524944588791313,"PSMB9, STUB1, USP13",0.690146277196097
Phagosome,KEGG,3,135,1.34,2.12,0.12,0.4528232233813026,"COMP, MRC2, TAP2",0.690146277196097
Complement and coagulation cascades,KEGG,2,74,1.63,4.67,0.11,0.4547388220710369,"C7, CFD",0.690146277196097
Coagulation,Hallmark,3,134,1.35,2.73,0.11,0.4555777262013975,"CFD, COMP, SH2B2",0.690146277196097
RNA Polymerase II Pre-transcription Events R-HSA-674695,Reactome,2,78,1.54,2.74,0.11,0.4566754518114974,"CDK7, POLR2F",0.690146277196097
Signaling By NOTCH R-HSA-157118,Reactome,4,195,1.23,1.79,0.11,0.45680218813386675,"H2AC14, HEY1, PBX1, PSMB9",0.690146277196097
CDC42 GTPase Cycle R-HSA-9013148,Reactome,3,135,1.34,2.54,0.11,0.45686181152756533,"SCRIB, SYDE1, TIAM1",0.690146277196097
PCP/CE Pathway R-HSA-4086400,Reactome,2,80,1.5,2.06,0.1,0.45867583513617805,"PSMB9, SCRIB",0.690146277196097
Influenza Viral RNA Transcription And Replication R-HSA-168273,Reactome,3,129,1.4,5.66,0.1,0.4589234289681216,"POLR2F, RPLP2, RPS6",0.690146277196097
Cyclin A:Cdk2-associated Events At S Phase Entry R-HSA-69656,Reactome,2,81,1.48,1.73,0.1,0.4595493430192141,"CDK7, PSMB9",0.690146277196097
Cell adhesion molecules,KEGG,3,134,1.35,3.36,0.1,0.45991001104723217,"ESAM, L1CAM, MADCAM1",0.690146277196097
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,Reactome,2,80,1.5,2.21,0.1,0.4601279134452515,"PRKCD, PSMB9",0.690146277196097
Drug ADME R-HSA-9748784,Reactome,2,81,1.48,2.45,0.09,0.4660323381491243,"ABCG2, SLC28A2",0.690146277196097
Myc Targets V1,Hallmark,4,191,1.26,4.85,0.08,0.4666170684007566,"ACP1, NOP56, RPS6, SYNCRIP",0.690146277196097
Signaling By Interleukins R-HSA-449147,Reactome,8,433,1.11,2.1,0.08,0.46855452261510255,"CCL19, CSF3, FOXO1, INPPL1, LRRC14, PSMB9, SOCS2, STAT5B",0.690146277196097
EPH-Ephrin Signaling R-HSA-2682334,Reactome,2,84,1.43,1.36,0.08,0.4697939577986997,"ARPC5, TIAM1",0.690146277196097
Mitochondrial Translation Initiation R-HSA-5368286,Reactome,2,81,1.48,3.43,0.07,0.47127786823348616,"GADD45GIP1, MRPS24",0.690146277196097
Biological Oxidations R-HSA-211859,Reactome,4,198,1.21,2.81,0.07,0.4723746226663516,"CMBL, CYP27A1, MGST1, SULT4A1",0.690146277196097
Mitochondrial Translation Termination R-HSA-5419276,Reactome,2,81,1.48,3.75,0.07,0.4725184170906979,"GADD45GIP1, MRPS24",0.690146277196097
Taste transduction,KEGG,2,80,1.5,4.72,0.07,0.4726934586125227,"CACNA1A, ENTPD2",0.690146277196097
Mitochondrial Translation Elongation R-HSA-5389840,Reactome,2,81,1.48,4.02,0.07,0.47347936266748103,"GADD45GIP1, MRPS24",0.690146277196097
Staphylococcus aureus infection,KEGG,2,81,1.48,4.35,0.06,0.4744855028420523,"CFD, KRT16",0.690146277196097
Signaling By TGF-beta Receptor Complex R-HSA-170834,Reactome,2,84,1.43,2.06,0.06,0.47544925270326505,"PRKCZ, STUB1",0.690146277196097
RAC3 GTPase Cycle R-HSA-9013423,Reactome,2,85,1.42,1.47,0.06,0.4757766195529289,"SYDE1, TIAM1",0.690146277196097
Unfolded Protein Response (UPR) R-HSA-381119,Reactome,2,84,1.43,2.23,0.06,0.476416474891186,"CEBPG, PDIA6",0.690146277196097
Peptide Chain Elongation R-HSA-156902,Reactome,2,81,1.48,5.1,0.06,0.4764353733962537,"RPLP2, RPS6",0.690146277196097
G Alpha (Q) Signaling Events R-HSA-416476,Reactome,4,200,1.2,2.7,0.06,0.47644045946443253,"KISS1, NMS, OXT, PRKCD",0.690146277196097
Chaperonin-mediated Protein Folding R-HSA-390466,Reactome,2,85,1.42,1.65,0.06,0.4771530926297773,"CCT6A, NOP56",0.690146277196097
Signaling By ROBO Receptors R-HSA-376176,Reactome,4,197,1.22,5.0,0.06,0.4775592435283903,"GSPT2, PSMB9, RPLP2, RPS6",0.690146277196097
VEGFA-VEGFR2 Pathway R-HSA-4420097,Reactome,2,85,1.42,1.83,0.05,0.47827963974217724,"PRKCD, PRKCZ",0.690146277196097
Axon Guidance R-HSA-422475,Reactome,9,491,1.1,5.51,0.05,0.47952859304277934,"ARPC5, CACNA1H, GSPT2, KCNQ2, L1CAM, PSMB9, RPLP2, RPS6, TIAM1",0.690146277196097
Viral mRNA Translation R-HSA-192823,Reactome,2,84,1.43,4.58,0.04,0.48354255822706327,"RPLP2, RPS6",0.690146277196097
Immunoregulatory Interactions Between A Lymphoid And A non-Lymphoid Cell R-HSA-198933,Reactome,2,86,1.4,2.33,0.04,0.48452003553944967,"CD81, MADCAM1",0.690146277196097
Selenocysteine Synthesis R-HSA-2408557,Reactome,2,85,1.42,4.23,0.04,0.48570292233081686,"RPLP2, RPS6",0.690146277196097
Sphingolipid Metabolism R-HSA-428157,Reactome,2,87,1.38,1.62,0.04,0.485939849343489,"ACER1, CERS1",0.690146277196097
JAK-STAT signaling pathway,KEGG,3,148,1.22,1.15,0.02,0.49059817844002696,"CSF3, SOCS2, STAT5B",0.690146277196097
Downstream TCR Signaling R-HSA-202424,Reactome,2,88,1.37,1.91,0.02,0.4911372869169036,"CDC34, PSMB9",0.690146277196097
Mitochondrial Translation R-HSA-5368287,Reactome,2,87,1.38,4.33,0.02,0.49139688706383944,"GADD45GIP1, MRPS24",0.690146277196097
Interferon Alpha Response,Hallmark,2,89,1.35,2.22,0.01,0.4955203022549163,"DDX60, PSMB9",0.690146277196097
Influenza Infection R-HSA-168255,Reactome,3,148,1.22,5.69,0.01,0.4957778686728418,"POLR2F, RPLP2, RPS6",0.690146277196097
Asparagine N-linked Glycosylation R-HSA-446203,Reactome,5,269,1.12,3.51,0.01,0.49722516701539504,"B4GALT6, COG4, GOLGA2, RENBP, ST8SIA6",0.690146277196097
Metabolism Of Proteins R-HSA-392499,Reactome,29,1745,1.0,10.0,-0.0,0.5003926875757125,"ABCA3, ADAMTS13, AIMP1, B4GALT6, CCT6A, CDC34, COG4, COPS3, EEF1D, ERO1B, FSTL3, GADD45GIP1, GOLGA2, GSPT2, H2AC1, H2AC12, H2AC14, MRPS24, NOP56, PDIA6, PSMB9, RENBP, RPLP2, RPS6, SOCS2, ST8SIA6, THSD4, UBE2G1, USP13",0.690146277196097
RHO GTPase Effectors R-HSA-195258,Reactome,4,241,1.0,3.54,-0.0,0.5007873662701638,"ARPC5, H2AC14, PRKCD, PRKCZ",0.690146277196097
Protein Folding R-HSA-391251,Reactome,2,91,1.32,1.66,-0.01,0.5033416093327896,"CCT6A, NOP56",0.690146277196097
GnRH signaling pathway,KEGG,2,91,1.32,1.57,-0.01,0.5034370597466196,"CGA, PRKCD",0.690146277196097
Signaling By VEGF R-HSA-194138,Reactome,2,91,1.32,1.49,-0.01,0.5035350529010165,"PRKCD, PRKCZ",0.690146277196097
Formation Of A Pool Of Free 40S Subunits R-HSA-72689,Reactome,2,93,1.29,4.1,-0.02,0.5074325767861008,"RPLP2, RPS6",0.690146277196097
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,Reactome,5,308,0.98,6.67,-0.02,0.5084407905000667,"CCL19, KISS1, NMS, OXT, PLPPR3",0.690146277196097
DNA Replication Pre-Initiation R-HSA-69002,Reactome,2,123,0.98,2.28,-0.02,0.5084676724882891,"H2AC14, PSMB9",0.690146277196097
KRAS Signaling Dn,Hallmark,3,184,0.98,2.12,-0.02,0.5094673301575107,"KCNN1, KCNQ2, OXT",0.690146277196097
Cell Cycle R-HSA-1640170,Reactome,10,613,0.98,6.45,-0.02,0.5097725077940468,"CDK5RAP2, CDK7, DIDO1, GOLGA2, H2AC14, NSD2, POLR2F, PSMB9, SSNA1, TERF1",0.690146277196097
L1CAM Interactions R-HSA-373760,Reactome,2,93,1.29,2.32,-0.02,0.509883655531665,"KCNQ2, L1CAM",0.690146277196097
ER To Golgi Anterograde Transport R-HSA-199977,Reactome,2,124,0.97,2.92,-0.03,0.5101868012728848,"COG4, GOLGA2",0.690146277196097
Drug metabolism,KEGG,2,127,0.95,7.42,-0.03,0.5114008068036061,"MGST1, NME6",0.690146277196097
Ribosome,KEGG,2,127,0.95,5.97,-0.03,0.5127067180199497,"RPLP2, RPS6",0.690146277196097
Metabolism Of Nucleotides R-HSA-15869,Reactome,2,93,1.29,1.4,-0.03,0.5127319250394808,"ENTPD2, GSR",0.690146277196097
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome,2,94,1.28,2.24,-0.03,0.5135926980965478,"CMBL, CYP27A1",0.690146277196097
Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,Reactome,2,125,0.96,2.31,-0.04,0.5144764157294028,"CDC34, PSMB9",0.690146277196097
Antigen processing-Cross Presentation R-HSA-1236975,Reactome,2,94,1.28,1.88,-0.04,0.5148365610455843,"MRC2, PSMB9",0.690146277196097
Diseases Of Glycosylation R-HSA-3781865,Reactome,2,126,0.95,2.49,-0.04,0.5168092674493227,"ADAMTS13, THSD4",0.690146277196097
Human papillomavirus infection,KEGG,5,280,1.07,2.62,-0.05,0.5181053210222495,"COMP, FOXO1, HEY1, PRKCZ, SCRIB",0.690146277196097
Estrogen Response Early,Hallmark,3,189,0.95,2.76,-0.05,0.5196153783079193,"ABCA3, THSD4, TIAM1",0.690146277196097
Chromatin Modifying Enzymes R-HSA-3247509,Reactome,4,223,1.08,4.46,-0.05,0.5207114732973366,"H2AC1, H2AC12, H2AC14, NSD2",0.690146277196097
G1/S Transition R-HSA-69206,Reactome,2,126,0.95,1.63,-0.05,0.5207658489672029,"CDK7, PSMB9",0.690146277196097
Spliceosome,KEGG,2,126,0.95,1.55,-0.05,0.521304912593742,"PPIE, SNU13",0.690146277196097
HIV Life Cycle R-HSA-162587,Reactome,2,130,0.93,3.51,-0.06,0.5236858736350983,"CDK7, POLR2F",0.690146277196097
Potassium Channels R-HSA-1296071,Reactome,2,100,1.2,4.02,-0.06,0.5253833781834035,"KCNN1, KCNQ2",0.690146277196097
Signaling By WNT R-HSA-195721,Reactome,4,255,0.94,3.37,-0.06,0.5257393584622232,"H2AC14, PSMB9, SCRIB, SRY",0.690146277196097
Transcriptional Regulation By RUNX1 R-HSA-8878171,Reactome,3,191,0.94,2.28,-0.07,0.5264232586462059,"CDK7, H2AC14, PSMB9",0.690146277196097
Programmed Cell Death R-HSA-5357801,Reactome,3,192,0.94,2.38,-0.07,0.5282882772811063,"PRKCD, PSMB9, STUB1",0.690146277196097
mTOR signaling pathway,KEGG,2,133,0.9,4.1,-0.07,0.5283504078908323,"CASTOR2, RPS6",0.690146277196097
Clathrin-mediated Endocytosis R-HSA-8856828,Reactome,2,128,0.94,1.54,-0.07,0.5286319341504188,"ARPC5, COPS3",0.690146277196097
SRP-dependent Cotranslational Protein Targeting To Membrane R-HSA-1799339,Reactome,2,103,1.17,4.87,-0.07,0.5297032619229471,"RPLP2, RPS6",0.690146277196097
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,Reactome,4,228,1.06,4.16,-0.07,0.529705686361113,"POLR2F, PPIE, SNRPN, SNU13",0.690146277196097
ABC-family Proteins Mediated Transport R-HSA-382556,Reactome,2,99,1.21,2.37,-0.07,0.5298600701244216,"ABCA3, PSMB9",0.690146277196097
Phase II - Conjugation Of Compounds R-HSA-156580,Reactome,2,97,1.24,1.43,-0.08,0.5300257641648712,"MGST1, SULT4A1",0.690146277196097
Cushing syndrome,KEGG,2,130,0.93,2.04,-0.08,0.5311009774580518,"CACNA1H, PBX1",0.690146277196097
Antigen Processing: Ubiquitination And Proteasome Degradation R-HSA-983168,Reactome,5,293,1.03,4.46,-0.08,0.5323762232014763,"CDC34, HERC4, PSMB9, STUB1, UBE2G1",0.690146277196097
Post-translational Protein Phosphorylation R-HSA-8957275,Reactome,2,97,1.24,1.19,-0.08,0.5328573539926337,"FSTL3, PDIA6",0.690146277196097
Diseases Of Metabolism R-HSA-5668914,Reactome,4,227,1.06,3.02,-0.08,0.5329029086340012,"ABCA3, ADAMTS13, CYP27A1, THSD4",0.690146277196097
Spinocerebellar ataxia,KEGG,2,132,0.91,2.58,-0.08,0.5330570952321896,"CACNA1A, NOP56",0.690146277196097
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,4,260,0.93,3.52,-0.08,0.5335649120234349,"FOXO1, PSMB9, STUB1, USP13",0.690146277196097
L13a-mediated Translational Silencing Of Ceruloplasmin Expression R-HSA-156827,Reactome,2,103,1.17,3.59,-0.09,0.5345609774172295,"RPLP2, RPS6",0.690146277196097
Glycolysis,Hallmark,3,194,0.93,2.03,-0.09,0.5356865266317578,"CACNA1H, ENO1, PKP2",0.690146277196097
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,6,356,1.01,3.82,-0.09,0.5358469862365779,"CDC34, HERC4, MRC2, PSMB9, STUB1, UBE2G1",0.690146277196097
GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706,Reactome,2,104,1.16,3.29,-0.1,0.5387176567754147,"RPLP2, RPS6",0.690146277196097
DNA Double-Strand Break Repair R-HSA-5693532,Reactome,2,134,0.9,2.32,-0.1,0.5405137958000961,"NSD2, PARP2",0.690146277196097
Beta-catenin Independent WNT Signaling R-HSA-3858494,Reactome,2,133,0.9,1.96,-0.1,0.5409649833874312,"PSMB9, SCRIB",0.690146277196097
DNA Repair,Hallmark,2,140,0.86,4.23,-0.11,0.5421749362776138,"PNP, POLR2F",0.690146277196097
Hemostasis R-HSA-109582,Reactome,8,517,0.93,3.72,-0.11,0.5430811963147987,"ESAM, HBG2, KIF13B, KIF1A, L1CAM, PRKCD, PRKCZ, SH2B2",0.690146277196097
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,5,297,1.01,3.38,-0.11,0.5435002355356648,"FOXO1, PRKCD, PSMB9, STUB1, USP13",0.690146277196097
Fluid shear stress and atherosclerosis,KEGG,2,132,0.91,1.42,-0.11,0.5445044587474466,"MGST1, PRKCZ",0.690146277196097
Estrogen signaling pathway,KEGG,2,135,0.89,2.16,-0.11,0.544804469687515,"KRT16, PRKCD",0.690146277196097
Cilium Assembly R-HSA-5617833,Reactome,3,172,1.05,3.66,-0.11,0.5449065000109808,"CDK5RAP2, SCLT1, SSNA1",0.690146277196097
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,6,403,0.9,5.95,-0.11,0.545159765147051,"FOXO1, HEY1, POLR2F, PSMB9, RPS6, STAT5B",0.690146277196097
GPCR Ligand Binding R-HSA-500792,Reactome,6,415,0.87,8.74,-0.12,0.5472044993310936,"ADGRE2, CCL19, KISS1, NMS, OXT, PLPPR3",0.690146277196097
G2/M Checkpoints R-HSA-69481,Reactome,2,134,0.9,1.68,-0.12,0.547584714315971,"NSD2, PSMB9",0.690146277196097
HIV Infection R-HSA-162906,Reactome,3,208,0.87,4.12,-0.12,0.5490678428031733,"CDK7, POLR2F, PSMB9",0.690146277196097
Transport Of Inorganic Cations/Anions And Amino Acids/Oligopeptides R-HSA-425393,Reactome,2,104,1.16,2.05,-0.12,0.5490849318921953,"SLC34A3, SLC9A2",0.690146277196097
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,7,469,0.9,4.81,-0.13,0.553151055332202,"POLR2F, PRKCD, PRKCZ, SH2B2, STAT5B, STUB1, TIAM1",0.690146277196097
Membrane Trafficking R-HSA-199991,Reactome,8,546,0.88,6.95,-0.14,0.5554651550220373,"ARPC5, COG4, COPS3, GOLGA2, KIF13B, KIF1A, NBAS, RALGAPB",0.690146277196097
Viral carcinogenesis,KEGG,3,177,1.02,3.51,-0.14,0.5556023403976025,"H4C11, SCRIB, STAT5B",0.690146277196097
Innate Immune System R-HSA-168249,Reactome,14,918,0.92,5.66,-0.14,0.5563087558306893,"ARPC5, ATAD3B, CD81, CDC34, LRRC14, MGST1, OLFM4, PLPPR3, POLR2F, PPIE, PRKCD, PSMB9, TMC6, TRPM2",0.690146277196097
Cellular Response To Chemical Stress R-HSA-9711123,Reactome,3,176,1.03,3.17,-0.14,0.5564413536994752,"GSR, PRKCD, PSMB9",0.690146277196097
Assembly Of Pre-Replicative Complex R-HSA-68867,Reactome,2,106,1.13,1.96,-0.14,0.5568664540371533,"H2AC14, PSMB9",0.690146277196097
cAMP signaling pathway,KEGG,3,208,0.87,3.03,-0.14,0.5571692713390232,"CGA, OXT, TIAM1",0.690146277196097
Cap-dependent Translation Initiation R-HSA-72737,Reactome,2,111,1.08,3.18,-0.14,0.5574113409097166,"RPLP2, RPS6",0.690146277196097
TCF Dependent Signaling In Response To WNT R-HSA-201681,Reactome,3,177,1.02,3.21,-0.15,0.558152523829262,"H2AC14, PSMB9, SRY",0.690146277196097
TCR Signaling R-HSA-202403,Reactome,2,107,1.12,2.02,-0.15,0.5592319700931366,"CDC34, PSMB9",0.690146277196097
Homology Directed Repair R-HSA-5693538,Reactome,2,108,1.11,2.2,-0.15,0.5599152349561431,"NSD2, PARP2",0.690146277196097
Mitotic Prophase R-HSA-68875,Reactome,2,107,1.12,1.95,-0.15,0.560269697676469,"GOLGA2, H2AC14",0.690146277196097
HIF-1 signaling pathway,KEGG,2,106,1.13,1.64,-0.16,0.5620451904872266,"ENO1, RPS6",0.690146277196097
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,10,650,0.93,2.63,-0.16,0.5620674290804981,"CCL19, CSF3, FOXO1, INPPL1, LRRC14, PRKCD, PSMB9, SLA2, SOCS2, STAT5B",0.690146277196097
Cellular Responses To Stress R-HSA-2262752,Reactome,10,689,0.87,7.98,-0.16,0.5624766206892391,"CASTOR2, CEBPG, GSR, H2AC14, PDIA6, PRKCD, PSMB9, RPLP2, RPS6, TERF1",0.690146277196097
Disorders Of Transmembrane Transporters R-HSA-5619115,Reactome,3,172,1.05,1.87,-0.16,0.5627586203523013,"ABCA3, PSMB9, SLC34A3",0.690146277196097
Diabetic cardiomyopathy,KEGG,3,177,1.02,2.64,-0.16,0.5640540628374513,"GSR, PRKCD, PRKCZ",0.690146277196097
Cell Surface Interactions At Vascular Wall R-HSA-202733,Reactome,2,112,1.07,2.76,-0.16,0.5642952495925153,"ESAM, L1CAM",0.690146277196097
Cellular Responses To Stimuli R-HSA-8953897,Reactome,10,693,0.87,8.08,-0.16,0.5647450820817507,"CASTOR2, CEBPG, GSR, H2AC14, PDIA6, PRKCD, PSMB9, RPLP2, RPS6, TERF1",0.690146277196097
Interleukin-1 Signaling R-HSA-9020702,Reactome,2,111,1.08,2.49,-0.16,0.5647652336479204,"LRRC14, PSMB9",0.690146277196097
Cholinergic synapse,KEGG,2,111,1.08,2.38,-0.17,0.5662524727586422,"CACNA1A, KCNQ2",0.690146277196097
Interferon Gamma Response,Hallmark,3,180,1.0,2.93,-0.17,0.5670848025099156,"DDX60, PNP, PSMB9",0.690146277196097
Hippo signaling pathway,KEGG,2,148,0.81,2.9,-0.17,0.5694062793559539,"PRKCZ, SCRIB",0.690146277196097
"Growth hormone synthesis, secretion and action",KEGG,2,118,1.02,3.64,-0.18,0.5694641251936616,"SOCS2, STAT5B",0.690146277196097
DNA Replication R-HSA-69306,Reactome,2,151,0.8,3.39,-0.18,0.5704161022419552,"H2AC14, PSMB9",0.690146277196097
Neddylation R-HSA-8951664,Reactome,3,226,0.8,4.7,-0.18,0.5726809537194735,"COPS3, PSMB9, SOCS2",0.690146277196097
ESR-mediated Signaling R-HSA-8939211,Reactome,3,179,1.01,2.25,-0.19,0.5741411602443756,"H2AC14, POLR2F, PRKCZ",0.690146277196097
Estrogen-dependent Gene Expression R-HSA-9018519,Reactome,2,114,1.06,2.38,-0.19,0.5748315537791758,"H2AC14, POLR2F",0.690146277196097
Late Phase Of HIV Life Cycle R-HSA-162599,Reactome,2,120,1.0,3.53,-0.19,0.5749690504764571,"CDK7, POLR2F",0.690146277196097
Mitotic G1 Phase And G1/S Transition R-HSA-453279,Reactome,2,144,0.84,1.86,-0.19,0.5751218976634141,"CDK7, PSMB9",0.690146277196097
Oxytocin signaling pathway,KEGG,2,149,0.81,2.5,-0.19,0.5771388234258341,"OXT, TRPM2",0.6905053780273372
Calcium signaling pathway,KEGG,3,226,0.8,3.72,-0.21,0.5815597462624488,"CACNA1A, CACNA1H, ITPKC",0.6905925956321999
Neurotrophin signaling pathway,KEGG,2,116,1.04,2.3,-0.21,0.5816159044023295,"PRKCD, SH2B2",0.6905925956321999
S Phase R-HSA-69242,Reactome,2,157,0.77,3.34,-0.21,0.5830558966093173,"CDK7, PSMB9",0.6905925956321999
Interleukin-1 Family Signaling R-HSA-446652,Reactome,2,149,0.81,2.08,-0.21,0.5843243607054807,"LRRC14, PSMB9",0.6905925956321999
Vesicle-mediated Transport R-HSA-5653656,Reactome,8,582,0.83,6.55,-0.22,0.5858011818671148,"ARPC5, COG4, COPS3, GOLGA2, KIF13B, KIF1A, NBAS, RALGAPB",0.6905925956321999
M Phase R-HSA-68886,Reactome,5,357,0.84,3.14,-0.22,0.5876367631008762,"CDK5RAP2, GOLGA2, H2AC14, PSMB9, SSNA1",0.6907309320659422
Chemical carcinogenesis,KEGG,3,236,0.76,4.0,-0.24,0.5937038855767863,"CACNA1A, MGST1, STAT5B",0.695202011720213
Signaling By Rho GTPases R-HSA-194315,Reactome,8,588,0.82,5.89,-0.24,0.595208257763324,"ARPC5, CCT6A, H2AC14, PRKCD, PRKCZ, SCRIB, SYDE1, TIAM1",0.695202011720213
Post-translational Protein Modification R-HSA-597592,Reactome,18,1261,0.86,7.69,-0.25,0.5972358923907921,"ADAMTS13, B4GALT6, CDC34, COG4, COPS3, FSTL3, GOLGA2, H2AC1, H2AC12, H2AC14, PDIA6, PSMB9, RENBP, SOCS2, ST8SIA6, THSD4, UBE2G1, USP13",0.695202011720213
