pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Muscle Contraction R-HSA-397014,Reactome,2,196,0.61,0.8405498295480249,"KAT2B, NANOS1",0.9999893154554819
Peptide Ligand-Binding Receptors R-HSA-375276,Reactome,2,196,0.61,0.8405498295480249,"CCL4, CCR1",0.9999893154554819
Deubiquitination R-HSA-5688426,Reactome,3,279,0.65,0.8463216328329897,"H2AC14, H2BC17, KAT2B",0.9999893154554819
IL-2/STAT5 Signaling,Hallmark,2,199,0.6,0.8466628307395796,"EOMES, TIAM1",0.9999893154554819
mTORC1 Signaling,Hallmark,2,200,0.6,0.8486528727423757,"GSR, TUBA4A",0.9999893154554819
E2F Targets,Hallmark,2,200,0.6,0.8486528727423757,"CHEK2, PPM1D",0.9999893154554819
KRAS Signaling Up,Hallmark,2,200,0.6,0.8486528727423757,"LAT2, MAP4K1",0.9999893154554819
Inflammatory Response,Hallmark,2,200,0.6,0.8486528727423757,"CD55, IL15RA",0.9999893154554819
Estrogen Response Late,Hallmark,2,200,0.6,0.8486528727423757,"SOX3, TIAM1",0.9999893154554819
Ub-specific Processing Proteases R-HSA-5689880,Reactome,2,201,0.6,0.8506194798049747,"H2AC14, H2BC17",0.9999893154554819
Epstein-Barr virus infection,KEGG,2,202,0.6,0.8525628770860956,"HLA-DQB1, TRAF5",0.9999893154554819
Proteoglycans in cancer,KEGG,2,205,0.59,0.8582560470317222,"FZD8, TIAM1",0.9999893154554819
Membrane Trafficking R-HSA-199991,Reactome,7,599,0.7,0.8745264716066686,"AP1B1, CD55, DENND6B, DTNBP1, GRK3, KIF3B, SPTBN4",0.9999893154554819
Biological Oxidations R-HSA-211859,Reactome,2,218,0.55,0.8806803406838624,"CYP2W1, GSTK1",0.9999893154554819
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,3,306,0.59,0.8871354389705227,"ADCY1, CLSTN1, PIK3AP1",0.9999893154554819
Huntington disease,KEGG,3,306,0.59,0.8871354389705227,"BBC3, HAP1, TUBA4A",0.9999893154554819
Signaling By GPCR R-HSA-372790,Reactome,8,689,0.7,0.8915301344413846,"ADCY1, CCL4, CCR1, CD55, FZD8, GPR150, GRK3, TIAM1",0.9999893154554819
DNA Repair R-HSA-73894,Reactome,3,310,0.58,0.8922845131949408,"CHEK2, H2AC14, H2BC17",0.9999893154554819
G Alpha (I) Signaling Events R-HSA-418594,Reactome,3,312,0.58,0.8947796125868818,"ADCY1, CCL4, CCR1",0.9999893154554819
Thermogenesis,KEGG,2,232,0.52,0.901143326095887,"ADCY1, COA4",0.9999893154554819
Vesicle-mediated Transport R-HSA-5653656,Reactome,7,637,0.66,0.9096650362310001,"AP1B1, CD55, DENND6B, DTNBP1, GRK3, KIF3B, SPTBN4",0.9999893154554819
Chemical carcinogenesis,KEGG,2,239,0.5,0.9101053620121746,"ADCY1, GSTK1",0.9999893154554819
Calcium signaling pathway,KEGG,2,240,0.5,0.9113219833915236,"ADCY1, CACNA1E",0.9999893154554819
Leishmania Infection R-HSA-9658195,Reactome,2,247,0.49,0.9194170264449704,"ADCY1, GPR150",0.9999893154554819
Hemostasis R-HSA-109582,Reactome,6,576,0.63,0.9209863045469443,"CABLES1, DOCK5, KIF3B, NANOS1, TREM1, TUBA4A",0.9999893154554819
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,4,424,0.57,0.9253936735568896,"CLSTN1, FZD8, KAT2B, PIK3AP1",0.9999893154554819
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,3,354,0.51,0.9364922145641281,"BBC3, CHEK2, GSR",0.9999893154554819
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,2,268,0.45,0.9397362505584846,"CLSTN1, PIK3AP1",0.9999893154554819
Prion disease,KEGG,2,273,0.44,0.9438038713287196,"HSPA1B, TUBA4A",0.9999893154554819
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,3,364,0.5,0.9438721061056152,"GSR, MCCC2, TMLHE",0.9999893154554819
GPCR Downstream Signaling R-HSA-388396,Reactome,6,619,0.58,0.9481483341299247,"ADCY1, CCL4, CCR1, GPR150, GRK3, TIAM1",0.9999893154554819
GPCR Ligand Binding R-HSA-500792,Reactome,4,458,0.53,0.949100593357624,"CCL4, CCR1, CD55, FZD8",0.9999893154554819
Asparagine N-linked Glycosylation R-HSA-446203,Reactome,2,282,0.43,0.9504778710797137,"CD55, SPTBN4",0.9999893154554819
Transport Of Small Molecules R-HSA-382551,Reactome,7,706,0.6,0.952315546849167,"ABCB10, ADCY1, SCGB1D1, SLC18A1, SLC22A15, SLC43A1, SLC6A3",0.9999893154554819
Pathways of neurodegeneration,KEGG,4,475,0.51,0.9581702390456523,"FZD8, HAP1, SLC6A3, TUBA4A",0.9999893154554819
Adaptive Immune System R-HSA-1280218,Reactome,7,733,0.57,0.9633648487653385,"AP1B1, CLSTN1, KIF3B, LNX1, NPDC1, PIK3AP1, TREM1",0.9999893154554819
Immune System R-HSA-168256,Reactome,23,1943,0.71,0.9733099962985206,"AP1B1, ARL8A, CCL4, CCR1, CD55, CLEC7A, CLSTN1, CMTM6, CRLF1, HSPA1B, IFNL2, IFNL3, IL12RB2, IL15RA, IQGAP2, KIF3B, LNX1, MCEMP1, NANOS1, NPDC1, PIK3AP1, SOX2, TREM1",0.9999893154554819
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,Reactome,2,327,0.37,0.9739738760151366,"CCL4, CCR1",0.9999893154554819
Human papillomavirus infection,KEGG,2,331,0.36,0.9754405920574555,"FZD8, TCF7L1",0.9999893154554819
Neuroactive ligand-receptor interaction,KEGG,2,341,0.35,0.9787672727633783,"GABRB3, LEPR",0.9999893154554819
Generic Transcription Pathway R-HSA-212436,Reactome,12,1190,0.61,0.9809548212585879,"BBC3, CHEK2, GSR, H2AC14, H2BC17, KAT2B, KDM5B, KMT2B, PPM1D, RUNX2, SOX2, TCF7L1",0.9999893154554819
PI3K-Akt signaling pathway,KEGG,2,354,0.34,0.9824470267510522,"EFNA3, PIK3AP1",0.9999893154554819
Amyotrophic lateral sclerosis,KEGG,2,364,0.33,0.984849834797453,"HAP1, TUBA4A",0.9999893154554819
Alzheimer disease,KEGG,2,369,0.33,0.9859285141954552,"FZD8, TUBA4A",0.9999893154554819
Signal Transduction R-HSA-162582,Reactome,29,2465,0.71,0.987180563409437,"ADCY1, ARHGAP33, ARHGDIB, ARHGEF28, CCL4, CCR1, CD55, CLSTN1, DOCK5, FZD8, GABRB3, GPR150, GRK3, H2AC14, H2BC17, IQGAP2, JUND, KAT2B, KNL1, MSI2, PIK3AP1, PLXND1, SOX13, SOX2, SOX3, SPTBN4, STAG2, TCF7L1, TIAM1",0.9999893154554819
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,3,496,0.36,0.9900057589211169,"GABRB3, JUND, TIAM1",0.9999893154554819
Innate Immune System R-HSA-168249,Reactome,9,1035,0.52,0.9912053325318678,"ARL8A, CD55, CLEC7A, CMTM6, HSPA1B, IQGAP2, MCEMP1, NANOS1, TREM1",0.9999893154554819
Post-translational Protein Modification R-HSA-597592,Reactome,13,1383,0.57,0.9934486624666722,"CARD16, CD55, H2AC14, H2BC17, KAT2B, LYPD1, NTM, PIGN, PIGS, SP3, SPTBN4, STAG2, TTLL3",0.9999893154554819
RNA Polymerase II Transcription R-HSA-73857,Reactome,12,1312,0.55,0.9939005681040295,"BBC3, CHEK2, GSR, H2AC14, H2BC17, KAT2B, KDM5B, KMT2B, PPM1D, RUNX2, SOX2, TCF7L1",0.9999893154554819
Metabolism Of Lipids R-HSA-556833,Reactome,5,732,0.41,0.9944565191588077,"CERS1, CHEK2, CLSTN1, LPIN2, STARD7",0.9999893154554819
Gene Expression (Transcription) R-HSA-74160,Reactome,13,1449,0.54,0.996545224690912,"BBC3, BRF1, CHEK2, GSR, H2AC14, H2BC17, KAT2B, KDM5B, KMT2B, PPM1D, RUNX2, SOX2, TCF7L1",0.9999893154554819
Herpes simplex virus 1 infection,KEGG,2,498,0.24,0.99800900864554,"HLA-DQB1, TRAF5",0.9999893154554819
Cellular Responses To Stress R-HSA-2262752,Reactome,4,722,0.33,0.9981940991339637,"GSR, H2AC14, H2BC17, HSPA1B",0.9999893154554819
Cellular Responses To Stimuli R-HSA-8953897,Reactome,4,736,0.33,0.9985082869720578,"GSR, H2AC14, H2BC17, HSPA1B",0.9999893154554819
Infectious Disease R-HSA-5663205,Reactome,6,961,0.38,0.9989919653321748,"ADCY1, AP1B1, BRD4, GPR150, H2AC14, H2BC17",0.9999893154554819
Metabolism Of Proteins R-HSA-392499,Reactome,15,1890,0.48,0.9998152496620838,"CARD16, CD55, EIF3F, H2AC14, H2BC17, KAT2B, LYPD1, NTM, PIGN, PIGS, SP3, SPTBN4, STAG2, TTLL3, TUBA4A",0.9999893154554819
Disease R-HSA-1643685,Reactome,12,1736,0.42,0.9999421919141596,"ADCY1, AP1B1, BRD4, CLSTN1, FZD8, GPR150, H2AC14, H2BC17, KAT2B, MCCC2, PIK3AP1, SLC6A3",0.9999893154554819
Metabolism R-HSA-1430728,Reactome,14,2049,0.41,0.999989315455482,"ADCY1, CACNA1E, CERS1, CHEK2, CLSTN1, CSGALNACT1, CYP2W1, GSR, GSTK1, LPIN2, MCCC2, PCDHGA5, STARD7, TMLHE",0.9999893154554819
