pathway,database,overlap,pathway_size,fold_enrichment,p_value,overlapping_genes,fdr_q
Cellular Responses To Stimuli R-HSA-8953897,Reactome,8,736,0.65,0.9271618266073451,"ASNS, ATP6V1A, CEBPG, CSNK2A2, H3-4, MAPK7, NUP214, RPLP2",0.9882020899041851
Post-translational Protein Modification R-HSA-597592,Reactome,17,1383,0.74,0.9293124601970977,"ADRM1, FBXL22, FSTL3, GALNT12, IL33, LRR1, LY6E, MAGT1, NSF, NUP214, PIGQ, RAB14, RIPK1, RNF7, SLPI, TAF9B, TUBB",0.9882020899041851
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,2,260,0.46,0.9326438147992026,"POLR2E, UHMK1",0.9882020899041851
PI3K-Akt signaling pathway,KEGG,3,354,0.51,0.9364922145641281,"FGF16, JAK3, MCL1",0.9882020899041851
Membrane Trafficking R-HSA-199991,Reactome,6,599,0.6,0.9367614331694466,"FCHO1, KIF18B, NSF, RAB14, RALGAPB, RGPD1",0.9882020899041851
RHO GTPase Effectors R-HSA-195258,Reactome,2,269,0.45,0.9405714390622969,"CENPI, SPDL1",0.989361888350831
Pathways in cancer,KEGG,5,531,0.57,0.943612296757615,"APC2, BDKRB1, FGF16, JAK3, TCF7L1",0.9897082997601422
Translation R-HSA-72766,Reactome,2,281,0.43,0.9497753038540873,"MRPL53, RPLP2",0.9928504366588861
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,3,378,0.48,0.9528782033339566,"FBXL22, LRR1, RNF7",0.9928504366588861
Neuronal System R-HSA-112316,Reactome,3,386,0.47,0.9574018034181435,"KCNH6, NSF, PRKAR1B",0.9928504366588861
Disease R-HSA-1643685,Reactome,21,1736,0.73,0.9574886402847339,"CBLIF, FGF16, GALNT12, GEMIN6, GPC5, HEPH, JAK3, LARP1, MAGT1, MC2R, MSN, NUP214, POLR2E, PRKAR1B, RIPK1, RNASEH2A, RPLP2, SLPI, TAF9B, TUBB, UCN3",0.9928504366588861
DNA Repair R-HSA-73894,Reactome,2,310,0.39,0.9667453981325017,"H3-4, POLR2E",0.999420506309835
Developmental Biology R-HSA-1266738,Reactome,11,1073,0.62,0.97257386785794,"CSNK2A2, EIF4A3, LEFTY1, MAPK12, MAPK7, MSN, NEO1, POLR2E, PRSS8, RPLP2, TCF7L1",0.999420506309835
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,2,364,0.33,0.984849834797453,"ASNS, RPLP2",0.999420506309835
Gene Expression (Transcription) R-HSA-74160,Reactome,15,1449,0.62,0.9857386578266369,"ARID3A, BRF2, CSNK2A2, CSTF2, EIF4A3, FKBP6, NUP214, POLR2E, POLR3F, RNASEH2A, TAF9B, TCF7L1, TNFRSF18, TPX2, TTF1",0.999420506309835
Signal Transduction R-HSA-162582,Reactome,29,2465,0.71,0.987180563409437,"ABHD12, ADGRE2, ARHGDIG, ATP6V1A, BDKRB1, CENPI, CSNK2A2, FGF16, FSTL3, GPC5, H3-4, IL33, JAK3, LTBP3, MAPK12, MAPK7, MC2R, NPB, P2RY4, POLR2E, PRKAR1B, RBFOX2, RIPK1, RNASEH2A, SCRIB, SPDL1, TCF7L1, UCN3, UHMK1",0.999420506309835
Signaling By Rho GTPases R-HSA-194315,Reactome,4,644,0.37,0.9948777256898957,"ARHGDIG, CENPI, SCRIB, SPDL1",0.999420506309835
RHO GTPase Cycle R-HSA-9012999,Reactome,2,441,0.27,0.9952241506074829,"ARHGDIG, SCRIB",0.999420506309835
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,4,660,0.36,0.9958504610143842,"ARHGDIG, CENPI, SCRIB, SPDL1",0.999420506309835
Metabolism R-HSA-1430728,Reactome,21,2049,0.62,0.9961942335472003,"ADPRM, AHRR, ALAS1, ASNS, CBLIF, CCNI, CHST11, CSNK2A2, ECI1, GM2A, GPC5, LPIN1, NDUFAF2, NMRK2, NUP214, PLD4, PRKAR1B, RAB14, RIMBP2, RPLP2, STARD7",0.999420506309835
Hemostasis R-HSA-109582,Reactome,3,576,0.31,0.9967179461580098,"ABHD12, KIF18B, PRKAR1B",0.999420506309835
Adaptive Immune System R-HSA-1280218,Reactome,4,733,0.33,0.9984457713278936,"FBXL22, LRR1, REL, RNF7",0.999420506309835
RNA Polymerase II Transcription R-HSA-73857,Reactome,10,1312,0.46,0.9989146660692179,"ARID3A, CSNK2A2, CSTF2, EIF4A3, POLR2E, RNASEH2A, TAF9B, TCF7L1, TNFRSF18, TPX2",0.999420506309835
Generic Transcription Pathway R-HSA-212436,Reactome,8,1190,0.4,0.9994205063098349,"ARID3A, CSNK2A2, POLR2E, RNASEH2A, TAF9B, TCF7L1, TNFRSF18, TPX2",0.999420506309835
