pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Metabolism Of Lipids R-HSA-556833,Reactome,10,713,0.84,4.91,-0.25,0.5992384270291955,"ACOT2, ACSBG2, AKR1C4, ARSF, ARSH, CYP11B1, CYP11B2, PLA2G4C, PNPLA5, PRXL2B",0.8329037256191962
Interferon Signaling R-HSA-913531,Reactome,2,165,0.73,2.67,-0.28,0.6097588786766901,"ADAR, POM121",0.8386867471952156
Cellular Senescence R-HSA-2559583,Reactome,2,158,0.76,1.94,-0.28,0.6109889877757001,"H2BC3, H2BC4",0.8386867471952156
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,Reactome,2,178,0.68,3.4,-0.31,0.620493094448857,"HTR3C, HTR3E",0.8436389838575611
TCF Dependent Signaling In Response To WNT R-HSA-201681,Reactome,2,177,0.68,3.21,-0.31,0.6222314677320473,"H2BC3, H2BC4",0.8436389838575611
Adaptive Immune System R-HSA-1280218,Reactome,9,663,0.82,3.44,-0.34,0.6327646088457072,"BTN2A1, BTN2A2, BTNL2, CD300E, CLEC4G, FBXO17, IGLL5, LAIR2, PVR",0.8449292125910111
Interferon Gamma Response,Hallmark,2,180,0.67,2.93,-0.34,0.6331875140424048,"ADAR, APOL6",0.8449292125910111
KRAS Signaling Up,Hallmark,2,189,0.64,3.41,-0.35,0.63834862348927,"H2BC3, PPBP",0.8449292125910111
Focal adhesion,KEGG,2,179,0.67,2.51,-0.36,0.641491911758056,"BIRC2, MYL5",0.8449292125910111
Transcriptional misregulation in cancer,KEGG,2,174,0.69,2.13,-0.36,0.6422991299334383,"BIRC2, H3C4",0.8449292125910111
ESR-mediated Signaling R-HSA-8939211,Reactome,2,179,0.67,2.25,-0.38,0.6491843412536983,"H2BC3, H2BC4",0.846680980805091
Human immunodeficiency virus 1 infection,KEGG,2,183,0.66,2.31,-0.4,0.655201958229959,"APOBEC3H, CGAS",0.846680980805091
Neddylation R-HSA-8951664,Reactome,2,226,0.53,4.7,-0.42,0.6645561403933482,"DCAF5, FBXO17",0.846680980805091
Extracellular Matrix Organization R-HSA-1474244,Reactome,3,273,0.66,2.92,-0.43,0.6666138470561545,"COL20A1, FBN3, TPSAB1",0.846680980805091
Programmed Cell Death R-HSA-5357801,Reactome,2,192,0.63,2.38,-0.44,0.6698627131333463,"BIRC2, CASP5",0.846680980805091
Transcriptional Regulation By RUNX1 R-HSA-8878171,Reactome,2,191,0.63,2.28,-0.44,0.6711344981038907,"H2BC3, H2BC4",0.846680980805091
M Phase R-HSA-68886,Reactome,4,357,0.67,3.14,-0.46,0.676540175042093,"H2BC3, H2BC4, POM121, TUBA3D",0.846680980805091
Metabolism R-HSA-1430728,Reactome,25,1967,0.76,9.54,-0.47,0.6815497682203915,"ACOT2, ACSBG2, AKR1C4, ARSF, ARSH, BCO2, CYP11B1, CYP11B2, CYP2A13, CYP2A6, GSTM1, GSTM2, GSTM5, MPC1, NUDT16, OAZ3, PLA2G4C, PNPLA5, POM121, PRXL2B, RBP1, SLC52A1, UGT1A6, UGT1A8, UGT2B28",0.846680980805091
Mitotic Anaphase R-HSA-68882,Reactome,2,216,0.56,2.84,-0.51,0.6936600499195781,"POM121, TUBA3D",0.846680980805091
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,2,217,0.55,2.83,-0.51,0.6953235916920341,"POM121, TUBA3D",0.846680980805091
Transmission Across Chemical Synapses R-HSA-112315,Reactome,2,240,0.5,3.88,-0.51,0.6963874260942395,"HTR3C, HTR3E",0.846680980805091
Endocytosis,KEGG,2,211,0.57,2.49,-0.52,0.6980461353206188,"AGAP4, GRK4",0.846680980805091
Signaling By NOTCH R-HSA-157118,Reactome,2,195,0.62,1.79,-0.52,0.6996330636909301,"H2BC3, H2BC4",0.846680980805091
Chemokine signaling pathway,KEGG,2,174,0.69,1.0,-0.53,0.7028586803362971,"GRK4, PPBP",0.846680980805091
Diseases Of Metabolism R-HSA-5668914,Reactome,2,227,0.53,3.02,-0.53,0.7032335325286015,"CYP11B1, CYP11B2",0.846680980805091
RHO GTPase Effectors R-HSA-195258,Reactome,2,241,0.5,3.54,-0.54,0.7059164012007351,"H2BC3, H2BC4",0.846680980805091
Amyotrophic lateral sclerosis,KEGG,3,318,0.57,3.17,-0.57,0.7153828756443275,"BECN2, POM121, TUBA3D",0.846680980805091
Neutrophil Degranulation R-HSA-6798695,Reactome,4,427,0.56,4.28,-0.58,0.7174426762791882,"A1BG, MS4A3, PPBP, TARM1",0.846680980805091
Huntington disease,KEGG,2,266,0.45,3.94,-0.59,0.7225380054126137,"BECN2, TUBA3D",0.846680980805091
"Platelet Activation, Signaling And Aggregation R-HSA-76002",Reactome,2,236,0.51,2.73,-0.6,0.7248762872033205,"A1BG, PPBP",0.846680980805091
Signaling By WNT R-HSA-195721,Reactome,2,255,0.47,3.37,-0.6,0.726531835131318,"H2BC3, H2BC4",0.846680980805091
Cell Cycle Checkpoints R-HSA-69620,Reactome,2,247,0.49,2.94,-0.62,0.7312033707811076,"H2BC3, H2BC4",0.846680980805091
DNA Repair R-HSA-73894,Reactome,2,277,0.43,3.64,-0.65,0.741387149611199,"H2BC3, H2BC4",0.846680980805091
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,2,250,0.48,2.6,-0.67,0.7477359996500247,"H2BC3, H2BC4",0.846680980805091
SARS-CoV Infections R-HSA-9679506,Reactome,2,312,0.39,4.54,-0.67,0.7483182757282011,"IGLL5, POM121",0.846680980805091
Coronavirus disease,KEGG,2,208,0.58,1.37,-0.68,0.7521716089435455,"ADAR, CGAS",0.846680980805091
Cellular Responses To Stress R-HSA-2262752,Reactome,5,689,0.44,7.98,-0.7,0.7571111049587524,"H2BC3, H2BC4, NOX5, POM121, RLN1",0.846680980805091
Cytokine-cytokine receptor interaction,KEGG,2,267,0.45,2.85,-0.7,0.7572724887852538,"IFNE, PPBP",0.846680980805091
Cellular Responses To Stimuli R-HSA-8953897,Reactome,5,693,0.43,8.08,-0.7,0.7574536769567171,"H2BC3, H2BC4, NOX5, POM121, RLN1",0.846680980805091
"Cell Cycle, Mitotic R-HSA-69278",Reactome,4,499,0.48,4.75,-0.7,0.7585648606308055,"H2BC3, H2BC4, POM121, TUBA3D",0.846680980805091
Neuronal System R-HSA-112316,Reactome,2,379,0.32,5.97,-0.72,0.7631566426455461,"HTR3C, HTR3E",0.847525718716913
Post-translational Protein Modification R-HSA-597592,Reactome,12,1261,0.57,7.69,-0.74,0.7715463509658005,"ARSF, ARSH, BIRC2, DCAF5, FBXO17, H2AC11, H2BC18, H2BC3, H2BC4, PIGP, POM121, TUBA3D",0.8476146747908028
Metabolism Of RNA R-HSA-8953854,Reactome,3,608,0.3,8.87,-0.77,0.780144789903979,"ADAR, APOBEC3H, POM121",0.8476146747908028
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,4,603,0.4,6.37,-0.78,0.7811915118554299,"ARHGAP27, H2BC3, H2BC4, NSFL1C",0.8476146747908028
Signaling By Rho GTPases R-HSA-194315,Reactome,4,588,0.41,5.89,-0.78,0.7832778669049272,"ARHGAP27, H2BC3, H2BC4, NSFL1C",0.8476146747908028
Cell Cycle R-HSA-1640170,Reactome,4,613,0.39,6.45,-0.79,0.7842333725504,"H2BC3, H2BC4, POM121, TUBA3D",0.8476146747908028
Pathways in cancer,KEGG,4,478,0.5,3.13,-0.81,0.7913356016939581,"BIRC2, GSTM1, GSTM2, GSTM5",0.8476146747908028
Innate Immune System R-HSA-168249,Reactome,8,918,0.52,5.66,-0.81,0.7920761892149788,"A1BG, BIRC2, CD300E, CGAS, IGLL5, MS4A3, PPBP, TARM1",0.8476146747908028
Infectious Disease R-HSA-5663205,Reactome,6,854,0.42,7.41,-0.83,0.7967898567467095,"H2AC11, H2BC18, H2BC3, H2BC4, IGLL5, POM121",0.8476146747908028
Hemostasis R-HSA-109582,Reactome,4,517,0.47,3.72,-0.83,0.7977549880384026,"A1BG, CD99L2, IGLL5, PPBP",0.8476146747908028
RHO GTPase Cycle R-HSA-9012999,Reactome,2,404,0.3,4.69,-0.86,0.8048004388390373,"ARHGAP27, NSFL1C",0.8510090764757284
Immune System R-HSA-168256,Reactome,18,1760,0.62,6.13,-0.9,0.8166854072992498,"A1BG, ADAR, BIRC2, BTN2A1, BTN2A2, BTNL2, CD300E, CGAS, CLEC4G, FBXO17, IGLL5, LAIR2, LGALS9, MS4A3, POM121, PPBP, PVR, TARM1",0.8564215405353786
Transport Of Small Molecules R-HSA-382551,Reactome,3,680,0.27,7.69,-0.92,0.8210768490324063,"ABCB5, CLCA4, LCN1",0.8564215405353786
Alzheimer disease,KEGG,2,319,0.38,2.52,-0.92,0.8215446452194581,"BECN2, TUBA3D",0.8564215405353786
Gene Expression (Transcription) R-HSA-74160,Reactome,4,1074,0.22,11.21,-1.02,0.847280253915874,"DNMT3L, H2BC3, H2BC4, POM121",0.8768586961978283
Pathways of neurodegeneration,KEGG,2,402,0.3,3.11,-1.05,0.8531110530265876,"BECN2, TUBA3D",0.8768586961978283
Developmental Biology R-HSA-1266738,Reactome,4,919,0.26,8.11,-1.05,0.8541246523152344,"H2BC3, H2BC4, KRT37, KRTAP25-1",0.8768586961978283
Metabolism Of Proteins R-HSA-392499,Reactome,12,1745,0.41,10.0,-1.07,0.8580435189260901,"ARSF, ARSH, BIRC2, DCAF5, FBXO17, H2AC11, H2BC18, H2BC3, H2BC4, PIGP, POM121, TUBA3D",0.8768586961978283
Generic Transcription Pathway R-HSA-212436,Reactome,2,824,0.15,8.68,-1.11,0.8670799240565312,"H2BC3, H2BC4",0.8768586961978283
Signal Transduction R-HSA-162582,Reactome,15,2304,0.39,13.64,-1.12,0.8680867333780444,"ARHGAP27, BIRC2, H2BC3, H2BC4, NSFL1C, PDE4C, PPBP, TAS2R10, TAS2R20, TAS2R30, TAS2R31, TAS2R46, TAS2R5, TAS2R50, TAS2R9",0.8768586961978283
RNA Polymerase II Transcription R-HSA-73857,Reactome,2,941,0.13,10.27,-1.12,0.8689233233815583,"H2BC3, H2BC4",0.8768586961978283
Disease R-HSA-1643685,Reactome,9,1593,0.34,9.22,-1.19,0.8837129100066596,"CYP11B1, CYP11B2, H2AC11, H2BC18, H2BC3, H2BC4, IGLL5, POM121, RBP1",0.8877297868703262
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,4,650,0.37,2.63,-1.32,0.9059207291253766,"ADAR, BIRC2, LGALS9, POM121",0.9059207291253766
