pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Hh Mutants Are Degraded By ERAD R-HSA-5362768,Reactome,3,52,3.47,1.91,1.29,0.09912467475516862,"PSMA1, PSMA3, PSMB2",0.3680474919738792
Regulation Of Apoptosis R-HSA-169911,Reactome,3,50,3.61,2.06,1.29,0.09913955329578084,"PSMA1, PSMA3, PSMB2",0.3680474919738792
Selenocysteine Synthesis R-HSA-2408557,Reactome,5,85,3.54,4.23,1.28,0.10077530235837284,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.37132459209339547
Activation Of APC/C And APC/C:Cdc20 Mediated Degradation Of Mitotic Proteins R-HSA-176814,Reactome,4,74,3.25,2.64,1.27,0.10132977425083856,"CDK1, PSMA1, PSMA3, PSMB2",0.37132459209339547
Proteasome,KEGG,3,46,3.92,2.49,1.27,0.10222332567008585,"PSMA1, PSMA3, PSMB2",0.3721977498756972
Late SARS-CoV-2 Infection Events R-HSA-9772573,Reactome,3,49,3.68,2.22,1.27,0.10291262611724045,"DAD1, PRMT1, SUMO1",0.3723208384368954
Ubiquitin-dependent Degradation Of Cyclin D R-HSA-75815,Reactome,3,49,3.68,2.3,1.24,0.10662466254664882,"PSMA1, PSMA3, PSMB2",0.3833089134588388
Viral mRNA Translation R-HSA-192823,Reactome,5,84,3.58,4.58,1.24,0.10746463987428129,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.3836990698218733
Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,Reactome,2,26,4.63,1.76,1.24,0.108084245020246,"PFDN1, PFDN6",0.3836990698218733
SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,Reactome,3,52,3.47,2.09,1.23,0.10965719881835179,"PSMA1, PSMA3, PSMB2",0.3868651486262349
Peptide Chain Elongation R-HSA-156902,Reactome,5,81,3.71,5.1,1.22,0.11182337299274414,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.3897453834176897
NIK To Noncanonical NF-kB Signaling R-HSA-5676590,Reactome,3,56,3.22,1.82,1.22,0.11184594629768208,"PSMA1, PSMA3, PSMB2",0.3897453834176897
C-type Lectin Receptors (CLRs) R-HSA-5621481,Reactome,5,122,2.46,2.12,1.21,0.1140460465662489,"FCER1G, PPP3CA, PSMA1, PSMA3, PSMB2",0.3949887466440815
Cellular Responses To Stimuli R-HSA-8953897,Reactome,23,693,2.0,8.08,1.17,0.12003741460872752,"AGO1, ATOX1, ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, CDK2, COX5A, EIF2S1, HSBP1, LAMTOR1, MLST8, PSMA1, PSMA3, PSMB2, RNF2, RPL18, RPL21, RPL23A, RPLP2, RPS10, RPS6KA3, SNCB",0.4090605110770609
Activation Of Pre-Replicative Complex R-HSA-68962,Reactome,2,32,3.76,1.3,1.17,0.12014833118576662,"CDK2, POLE3",0.4090605110770609
FGFR1 Mutant Receptor Activation R-HSA-1839124,Reactome,2,29,4.15,1.6,1.17,0.12119721077549139,"FGF13, FGF9",0.4090605110770609
Nonsense Mediated Decay (NMD) Independent Of Exon Junction Complex (EJC) R-HSA-975956,Reactome,5,87,3.46,4.84,1.17,0.1216363121372881,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4090605110770609
DNA Replication Pre-Initiation R-HSA-69002,Reactome,5,123,2.44,2.28,1.15,0.12463882609177379,"CDK2, POLE3, PSMA1, PSMA3, PSMB2",0.4090605110770609
Signaling By FGFR2 In Disease R-HSA-5655253,Reactome,3,41,4.4,3.73,1.15,0.12471661917903781,"FGF13, FGF9, POLR2C",0.4090605110770609
Rheumatoid arthritis,KEGG,4,81,2.97,2.69,1.14,0.12623610074669062,"ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2",0.4090605110770609
Antigen processing-Cross Presentation R-HSA-1236975,Reactome,4,94,2.56,1.88,1.14,0.12645016512164503,"HMGB1, PSMA1, PSMA3, PSMB2",0.4090605110770609
MicroRNA (miRNA) Biogenesis R-HSA-203927,Reactome,2,22,5.47,2.76,1.14,0.1271692489710094,"AGO1, POLR2C",0.4090605110770609
Switching Of Origins To A Post-Replicative State R-HSA-69052,Reactome,4,88,2.73,2.24,1.14,0.12766574059988972,"CDK2, PSMA1, PSMA3, PSMB2",0.4090605110770609
GLI3 Is Processed To GLI3R By Proteasome R-HSA-5610785,Reactome,3,56,3.22,2.09,1.14,0.12767204810802502,"PSMA1, PSMA3, PSMB2",0.4090605110770609
Intracellular Signaling By Second Messengers R-HSA-9006925,Reactome,10,297,2.02,3.38,1.14,0.12785255365764597,"AGO1, FGF13, FGF9, LAMTOR1, MLST8, PRKAR1A, PSMA1, PSMA3, PSMB2, RNF2",0.4090605110770609
Degradation Of GLI2 By Proteasome R-HSA-5610783,Reactome,3,56,3.22,2.1,1.13,0.1286504626980226,"PSMA1, PSMA3, PSMB2",0.4090605110770609
Eukaryotic Translation Elongation R-HSA-156842,Reactome,5,85,3.54,5.39,1.13,0.1290061482345517,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4090605110770609
Hedgehog Off State R-HSA-5610787,Reactome,4,92,2.61,2.04,1.13,0.12937459187201417,"PRKAR1A, PSMA1, PSMA3, PSMB2",0.4090605110770609
Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084,Reactome,3,61,2.96,1.75,1.13,0.1296318521018855,"PSMA1, PSMA3, PSMB2",0.4090605110770609
Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,Reactome,5,125,2.41,2.31,1.12,0.13139141576897712,"FCER1G, PPP3CA, PSMA1, PSMA3, PSMB2",0.41232223291038117
Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,Reactome,3,55,3.28,2.27,1.11,0.13336948865403758,"PSMA1, PSMA3, PSMB2",0.4162300525027107
Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,Reactome,2,31,3.88,1.6,1.1,0.1366776147119237,"PFDN1, PFDN6",0.422033469946734
Degradation Of DVL R-HSA-4641258,Reactome,3,53,3.4,2.54,1.09,0.1370254257003204,"PSMA1, PSMA3, PSMB2",0.422033469946734
Asymmetric Localization Of PCP Proteins R-HSA-4608870,Reactome,3,58,3.11,2.09,1.09,0.13745808440166513,"PSMA1, PSMA3, PSMB2",0.422033469946734
PIP3 Activates AKT Signaling R-HSA-1257604,Reactome,9,260,2.08,3.52,1.09,0.13820577509726623,"AGO1, FGF13, FGF9, LAMTOR1, MLST8, PSMA1, PSMA3, PSMB2, RNF2",0.4220477433077807
Cellular Responses To Stress R-HSA-2262752,Reactome,22,689,1.92,7.98,1.08,0.13912422840205485,"AGO1, ATOX1, ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, CDK2, COX5A, EIF2S1, HSBP1, LAMTOR1, MLST8, PSMA1, PSMA3, PSMB2, RNF2, RPL18, RPL21, RPL23A, RPLP2, RPS10, RPS6KA3",0.4221298187273887
Translation R-HSA-72766,Reactome,10,269,2.24,5.0,1.08,0.13971902450836104,"EIF2S1, EIF3I, MRPL33, RPL18, RPL21, RPL23A, RPLP2, RPS10, SRP54, SSR2",0.4221298187273887
Dectin-1 Mediated Noncanonical NF-kB Signaling R-HSA-5607761,Reactome,3,59,3.06,2.07,1.08,0.1407793959873287,"PSMA1, PSMA3, PSMB2",0.4230830524910196
Selenoamino Acid Metabolism R-HSA-2408522,Reactome,5,108,2.78,3.65,1.07,0.14269867245586798,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.42468870116618146
G2/M Checkpoints R-HSA-69481,Reactome,5,134,2.24,2.08,1.07,0.14280905268088145,"CDK1, CDK2, PSMA1, PSMA3, PSMB2",0.42468870116618146
Signaling By ROBO Receptors R-HSA-376176,Reactome,8,197,2.44,5.0,1.06,0.14459559997724808,"PSMA1, PSMA3, PSMB2, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.424978737764196
Oxygen-dependent Proline Hydroxylation Of Hypoxia-inducible Factor Alpha R-HSA-1234176,Reactome,3,60,3.01,2.06,1.06,0.14460915046918443,"PSMA1, PSMA3, PSMB2",0.424978737764196
Downstream Signaling Of Activated FGFR2 R-HSA-5654696,Reactome,2,29,4.15,1.96,1.06,0.1455072024733038,"FGF13, FGF9",0.424978737764196
Downstream Signaling Of Activated FGFR1 R-HSA-5654687,Reactome,2,30,4.01,1.84,1.05,0.14589939060566587,"FGF13, FGF9",0.424978737764196
Defective CFTR Causes Cystic Fibrosis R-HSA-5678895,Reactome,3,57,3.17,2.35,1.05,0.14686555674360596,"PSMA1, PSMA3, PSMB2",0.4256103889304499
Degradation Of GLI1 By Proteasome R-HSA-5610780,Reactome,3,56,3.22,2.48,1.04,0.1486276101808639,"PSMA1, PSMA3, PSMB2",0.4280863392883699
Protein Localization R-HSA-9609507,Reactome,5,153,1.97,1.43,1.04,0.14922728024488952,"ATP5MC1, CHCHD7, SLC25A4, TIMM10B, TIMM8A",0.4280863392883699
SUMOylation Of Transcription Cofactors R-HSA-3899300,Reactome,2,40,3.01,1.0,1.03,0.15064428985985445,"RNF2, SUMO1",0.4292034174779248
CLEC7A (Dectin-1) Signaling R-HSA-5607764,Reactome,4,97,2.48,2.12,1.03,0.15112796390067773,"PPP3CA, PSMA1, PSMA3, PSMB2",0.4292034174779248
Regulation Of PTEN Stability And Activity R-HSA-8948751,Reactome,3,63,2.86,2.0,1.01,0.1553692214325662,"PSMA1, PSMA3, PSMB2",0.4337780485205586
Long-term potentiation,KEGG,3,66,2.73,1.79,1.01,0.1556365346037371,"KRAS, PPP3CA, RPS6KA3",0.4337780485205586
Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957,Reactome,5,105,2.86,4.35,1.01,0.15592347599711576,"RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4337780485205586
Beta-catenin Independent WNT Signaling R-HSA-3858494,Reactome,5,133,2.26,2.38,1.01,0.1561894960106135,"AGO1, PPP3CA, PSMA1, PSMA3, PSMB2",0.4337780485205586
Phagosome,KEGG,5,135,2.23,2.32,1.0,0.1584214932147685,"ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, RAB5C",0.4337780485205586
trans-Golgi Network Vesicle Budding R-HSA-199992,Reactome,3,65,2.78,1.91,1.0,0.15898926631903904,"CHMP2A, RAB5C, SNAPIN",0.4337780485205586
S Phase R-HSA-69242,Reactome,6,157,2.3,3.34,0.99,0.16049011187018292,"CDK2, LIN52, POLE3, PSMA1, PSMA3, PSMB2",0.4337780485205586
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,Reactome,6,154,2.34,3.53,0.99,0.16069964056786934,"ATP5MC1, ATP5ME, COX5A, MPC1, MPC2, UQCRH",0.4337780485205586
RND1 GTPase Cycle R-HSA-9696273,Reactome,2,35,3.44,1.5,0.99,0.16073213826653543,"CAV1, RRAS2",0.4337780485205586
HSF1-dependent Transactivation R-HSA-3371571,Reactome,2,35,3.44,1.52,0.99,0.16194603488908194,"HSBP1, MLST8",0.4337780485205586
COPII-mediated Vesicle Transport R-HSA-204005,Reactome,3,63,2.86,2.12,0.99,0.16225864082496727,"CNIH3, TRAPPC5, TRAPPC6B",0.4337780485205586
APC/C:Cdc20 Mediated Degradation Of Securin R-HSA-174154,Reactome,3,65,2.78,1.99,0.98,0.16399467427213904,"PSMA1, PSMA3, PSMB2",0.4337780485205586
Synthesis Of DNA R-HSA-69239,Reactome,5,117,2.57,3.61,0.98,0.16466843501506595,"CDK2, POLE3, PSMA1, PSMA3, PSMB2",0.4337780485205586
Influenza Viral RNA Transcription And Replication R-HSA-168273,Reactome,6,129,2.8,5.66,0.97,0.16483149083998772,"POLR2C, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4337780485205586
Nuclear Envelope (NE) Reassembly R-HSA-2995410,Reactome,3,71,2.54,1.61,0.97,0.1663516741016245,"CDK1, CHMP2A, SUMO1",0.4337780485205586
Cardiac Conduction R-HSA-5576891,Reactome,5,117,2.57,3.67,0.97,0.1667212165137445,"FGF13, FGF14, FXYD1, FXYD7, KCNE3",0.4337780485205586
Retrograde Transport At Trans-Golgi-Network R-HSA-6811440,Reactome,2,39,3.08,1.22,0.97,0.16691545392052942,"ARFIP2, ARFRP1",0.4337780485205586
Ribosome,KEGG,6,127,2.84,5.97,0.97,0.1670273086007814,"MRPL33, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4337780485205586
Hedgehog Ligand Biogenesis R-HSA-5358346,Reactome,3,61,2.96,2.39,0.97,0.16724893067958158,"PSMA1, PSMA3, PSMB2",0.4337780485205586
Macroautophagy R-HSA-1632852,Reactome,4,101,2.38,2.2,0.96,0.16885447711025198,"CHMP2A, FUNDC1, LAMTOR1, MLST8",0.43560119570065986
Signaling By FGFR3 R-HSA-5654741,Reactome,2,37,3.25,1.43,0.95,0.17071847087140213,"FGF13, FGF9",0.43560119570065986
ABC-family Proteins Mediated Transport R-HSA-382556,Reactome,4,99,2.43,2.37,0.95,0.17099482535308702,"EIF2S1, PSMA1, PSMA3, PSMB2",0.43560119570065986
Signaling By FGFR4 R-HSA-5654743,Reactome,2,38,3.17,1.35,0.95,0.17141788639721534,"FGF13, FGF9",0.43560119570065986
Regulation Of RAS By GAPs R-HSA-5658442,Reactome,3,63,2.86,2.29,0.95,0.17188634990632629,"PSMA1, PSMA3, PSMB2",0.43560119570065986
Signaling By B Cell Receptor (BCR) R-HSA-983705,Reactome,4,106,2.27,1.97,0.94,0.17255329055043744,"PPP3CA, PSMA1, PSMA3, PSMB2",0.43560119570065986
Hepatitis C,KEGG,5,137,2.19,2.6,0.93,0.17743653632250855,"CDK2, CLDN11, EIF2S1, KRAS, PPP2R2B",0.4422911069764698
Mitotic Anaphase R-HSA-68882,Reactome,7,216,1.95,2.84,0.93,0.17746257303448393,"CDK1, CHMP2A, PAFAH1B1, PSMA1, PSMA3, PSMB2, SUMO1",0.4422911069764698
RND3 GTPase Cycle R-HSA-9696264,Reactome,2,35,3.44,1.74,0.92,0.17858051300789574,"CAV1, RND3",0.4422911069764698
Activation Of NF-kappaB In B Cells R-HSA-1169091,Reactome,3,64,2.82,2.34,0.92,0.1790683693258826,"PSMA1, PSMA3, PSMB2",0.4422911069764698
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,7,217,1.94,2.83,0.92,0.17909675106441558,"CDK1, CHMP2A, PAFAH1B1, PSMA1, PSMA3, PSMB2, SUMO1",0.4422911069764698
PI3K Cascade R-HSA-109704,Reactome,2,44,2.73,1.0,0.91,0.1821572040184915,"FGF13, FGF9",0.44483354365634165
Transmission Across Chemical Synapses R-HSA-112315,Reactome,8,240,2.0,3.88,0.91,0.18242044067598423,"CPLX1, DNAJC5, GABRA1, GABRB2, LIN7A, PRKAR1A, RPS6KA3, SYT1",0.44483354365634165
RNA polymerase,KEGG,2,30,4.01,2.49,0.91,0.18247573181677396,"POLR2C, POLR2J2",0.44483354365634165
Signaling By FGFR1 In Disease R-HSA-5655302,Reactome,2,35,3.44,1.84,0.9,0.18494025260105829,"FGF13, FGF9",0.44770379323446546
Non-alcoholic fatty liver disease,KEGG,5,144,2.09,2.37,0.9,0.18522956234172427,"COX5A, COX7A1, COX7A2, EIF2S1, UQCRH",0.44770379323446546
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,Reactome,3,73,2.47,1.77,0.89,0.18782587804180978,"LIN7A, PRKAR1A, RPS6KA3",0.45205550308367776
Ion Channel Transport R-HSA-983712,Reactome,6,161,2.24,3.99,0.88,0.19060499032707012,"ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, FXYD1, FXYD7",0.4525674156564959
Muscle Contraction R-HSA-397014,Reactome,7,183,2.3,5.3,0.87,0.1912362017971897,"FGF13, FGF14, FXYD1, FXYD7, KCNE3, MYL11, MYL2",0.4525674156564959
Ion Homeostasis R-HSA-5578775,Reactome,2,44,2.73,1.08,0.87,0.1915121585042313,"FXYD1, FXYD7",0.4525674156564959
p53 Pathway,Hallmark,6,187,1.93,2.51,0.87,0.19274299301012277,"FGF13, HINT1, NHLH2, PITPNC1, RPL18, SAT1",0.4525674156564959
Regulation Of PTEN Gene Transcription R-HSA-8943724,Reactome,3,60,3.01,3.08,0.87,0.1932654277816898,"LAMTOR1, MLST8, RNF2",0.4525674156564959
Cellular Response To Hypoxia R-HSA-1234174,Reactome,3,68,2.65,2.27,0.86,0.19408931545955244,"PSMA1, PSMA3, PSMB2",0.4525674156564959
APC/C:Cdh1 Mediated Degradation Of Cdc20 And APC/C:Cdh1 Targets In Late Mitosis/Early G1 R-HSA-174178,Reactome,3,71,2.54,2.02,0.86,0.19416614567737417,"PSMA1, PSMA3, PSMB2",0.4525674156564959
Recruitment Of NuMA To Mitotic Centrosomes R-HSA-380320,Reactome,3,74,2.44,1.8,0.86,0.19441276306370597,"CDK1, MZT1, PAFAH1B1",0.4525674156564959
Autophagy,KEGG,5,159,1.89,1.86,0.85,0.19834430536755876,"EIF2S1, HMGB1, KRAS, MLST8, RRAS2",0.45973535878577493
Centrosome Maturation R-HSA-380287,Reactome,3,75,2.41,1.8,0.84,0.19911073637552928,"CDK1, MZT1, PAFAH1B1",0.45973535878577493
Oocyte meiosis,KEGG,4,113,2.13,2.04,0.84,0.20113041599088438,"CDK1, CDK2, PPP3CA, RPS6KA3",0.4625185274608191
Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972,Reactome,2,29,4.15,3.17,0.83,0.20298125480816803,"LAMTOR1, MLST8",0.4644827873212813
Human papillomavirus infection,KEGG,8,280,1.72,2.62,0.83,0.20362009514612506,"ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, CDK2, KRAS, PPP2R2B, TBPL1",0.4644827873212813
Influenza Infection R-HSA-168255,Reactome,6,148,2.44,5.69,0.82,0.2052178980913117,"POLR2C, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.46625506446346016
ABC Transporter Disorders R-HSA-5619084,Reactome,3,74,2.44,2.0,0.82,0.2067492428987971,"PSMA1, PSMA3, PSMB2",0.4677169455085847
Phase 0 - Rapid Depolarisation R-HSA-5576892,Reactome,2,32,3.76,2.7,0.81,0.20759226448296525,"FGF13, FGF14",0.4677169455085847
Autophagy R-HSA-9612973,Reactome,4,110,2.19,2.37,0.81,0.20833166762970412,"CHMP2A, FUNDC1, LAMTOR1, MLST8",0.4677169455085847
IRS-mediated Signaling R-HSA-112399,Reactome,2,47,2.56,1.04,0.81,0.2100576719913163,"FGF13, FGF9",0.46973526650026637
Metabolism Of RNA R-HSA-8953854,Reactome,18,608,1.78,8.87,0.8,0.21093876659964328,"DNAJC5, LSM10, NXT1, POLR2C, PPIL3, PSMA1, PSMA3, PSMB2, RBM22, RPL18, RPL21, RPL23A, RPLP2, RPS10, RTCB, SNRNP25, SNRNP40, THOC7",0.46985576246508776
Signaling By Receptor Tyrosine Kinases R-HSA-9006934,Reactome,13,469,1.67,4.81,0.79,0.21569477809894505,"APH1A, ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, CAV1, FGF13, FGF9, GABRA1, GABRB2, MLST8, POLR2C, RPS6KA3",0.4785727889070343
Interleukin-1 Signaling R-HSA-9020702,Reactome,4,111,2.17,2.49,0.78,0.21759849116678975,"HMGB1, PSMA1, PSMA3, PSMB2",0.48091806608068705
DNA replication,KEGG,2,36,3.34,2.34,0.77,0.22079037471184,"POLE3, SSBP1",0.48608113502451594
Nuclear Events Mediated By NFE2L2 R-HSA-9759194,Reactome,3,75,2.41,2.19,0.77,0.22167480962590114,"PSMA1, PSMA3, PSMB2",0.4861439840444473
"Respiratory Electron Transport, ATP Synthesis By Chemiosmotic Coupling, Heat Production By Uncoupling Proteins R-HSA-163200",Reactome,4,106,2.27,3.01,0.76,0.2226391073935452,"ATP5MC1, ATP5ME, COX5A, UQCRH",0.48638081922897564
Signaling By FGFR In Disease R-HSA-1226099,Reactome,3,59,3.06,4.32,0.75,0.22800576435761832,"FGF13, FGF9, POLR2C",0.49619645270163687
Regulation Of RUNX2 Expression And Activity R-HSA-8939902,Reactome,3,69,2.61,2.98,0.74,0.2296734539002141,"PSMA1, PSMA3, PSMB2",0.4965366019249295
Transcriptional Regulation By RUNX2 R-HSA-8878166,Reactome,4,111,2.17,2.83,0.73,0.23183265854436413,"CDK1, PSMA1, PSMA3, PSMB2",0.4965366019249295
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,Reactome,6,156,2.31,6.24,0.73,0.23209873472663523,"DNAJC5, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.4965366019249295
Mitochondrial Biogenesis R-HSA-1592230,Reactome,3,86,2.1,1.53,0.73,0.2323837678814149,"ATP5MC1, ATP5ME, SSBP1",0.4965366019249295
Nicotine addiction,KEGG,2,40,3.01,2.01,0.73,0.2329784041946275,"GABRA1, GABRB2",0.4965366019249295
Degradation Of Beta-Catenin By Destruction Complex R-HSA-195253,Reactome,3,81,2.23,1.92,0.73,0.23415705545518734,"PSMA1, PSMA3, PSMB2",0.4965366019249295
MTOR Signaling R-HSA-165159,Reactome,2,40,3.01,2.03,0.72,0.23428135442936815,"LAMTOR1, MLST8",0.4965366019249295
PCP/CE Pathway R-HSA-4086400,Reactome,3,80,2.26,2.06,0.72,0.2373018708836127,"PSMA1, PSMA3, PSMB2",0.49786712231582725
FCERI Mediated NF-kB Activation R-HSA-2871837,Reactome,3,76,2.37,2.42,0.71,0.23751086716217873,"PSMA1, PSMA3, PSMB2",0.49786712231582725
IRS-related Events Triggered By IGF1R R-HSA-2428928,Reactome,2,51,2.36,1.01,0.71,0.23809155423181344,"FGF13, FGF9",0.49786712231582725
Mineral absorption,KEGG,2,49,2.45,1.16,0.71,0.238415241672368,"ATOX1, S100G",0.49786712231582725
Innate Immune System R-HSA-168249,Reactome,22,918,1.44,5.66,0.7,0.24245745862333878,"AMPD3, ATOX1, ATP6V0E2, ATP6V1D, ATP6V1G1, ATP6V1G2, COTL1, CYSTM1, DEFB103A, DEFB124, DNAJC5, FCER1G, HMGB1, LAMTOR1, PDAP1, PPP3CA, PSMA1, PSMA3, PSMB2, RAB24, RAB5C, RPS6KA3",0.5009034126814094
SARS-CoV Infections R-HSA-9679506,Reactome,9,312,1.73,4.54,0.7,0.2434395002826305,"CAV1, CHMP2A, DAD1, FXYD1, FXYD7, PRMT1, RPS10, SAP18, SUMO1",0.5009034126814094
PKMTs Methylate Histone Lysines R-HSA-3214841,Reactome,2,42,2.86,1.95,0.69,0.2439294044986205,"DPY30, RBBP5",0.5009034126814094
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,Reactome,7,228,1.85,4.16,0.69,0.24402467249269671,"NXT1, POLR2C, PPIL3, RBM22, SNRNP25, SNRNP40, THOC7",0.5009034126814094
DNA Replication R-HSA-69306,Reactome,5,151,1.99,3.39,0.69,0.24479438143909915,"CDK2, POLE3, PSMA1, PSMA3, PSMB2",0.5009034126814094
Regulation Of mRNA Stability By Proteins That Bind AU-rich Elements R-HSA-450531,Reactome,3,80,2.26,2.21,0.69,0.2451604731081546,"PSMA1, PSMA3, PSMB2",0.5009034126814094
UCH Proteinases R-HSA-5689603,Reactome,3,91,1.98,1.4,0.69,0.24664282435518847,"PSMA1, PSMA3, PSMB2",0.5021258933109214
Natural killer cell mediated cytotoxicity,KEGG,3,90,2.0,1.52,0.67,0.2503113969187922,"FCER1G, KRAS, PPP3CA",0.5052227643550593
Signaling By FGFR1 R-HSA-5654736,Reactome,2,47,2.56,1.49,0.67,0.2509235321225354,"FGF13, FGF9",0.5052227643550593
rRNA Processing In Nucleus And Cytosol R-HSA-8868773,Reactome,6,165,2.19,6.35,0.67,0.251603231321207,"DNAJC5, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.5052227643550593
Necroptosis,KEGG,4,135,1.78,1.65,0.66,0.25441818686201956,"CHMP1B, CHMP2A, HMGB1, SLC25A4",0.5052227643550593
Transcriptional Regulation By RUNX3 R-HSA-8878159,Reactome,3,90,2.0,1.58,0.66,0.2544823368650768,"PSMA1, PSMA3, PSMB2",0.5052227643550593
Host Interactions Of HIV Factors R-HSA-162909,Reactome,4,124,1.94,2.36,0.66,0.25457888420617186,"PSMA1, PSMA3, PSMB2, SLC25A4",0.5052227643550593
rRNA Processing R-HSA-72312,Reactome,6,175,2.06,5.47,0.66,0.25508364341924294,"DNAJC5, RPL18, RPL21, RPL23A, RPLP2, RPS10",0.5052227643550593
Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,Reactome,3,83,2.17,2.15,0.66,0.2552798122709543,"DPM2, DPM3, LYPD1",0.5052227643550593
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,7,267,1.58,2.32,0.65,0.2567156477031042,"CDK1, FGF13, FGF9, PHB1, PSMA1, PSMA3, PSMB2",0.5055034113005737
Transcriptional Regulation By TP53 R-HSA-3700989,Reactome,9,333,1.63,3.89,0.65,0.2575182884840192,"AGO1, CDK1, CDK2, COX5A, LAMTOR1, MEAF6, MLST8, POLR2C, PRMT1",0.5055034113005737
RHOJ GTPase Cycle R-HSA-9013409,Reactome,2,47,2.56,1.61,0.65,0.25878356888094484,"CAV1, LAMTOR1",0.5055034113005737
Generic Transcription Pathway R-HSA-212436,Reactome,21,824,1.53,8.68,0.65,0.2589815012120897,"AGO1, CAV1, CDK1, CDK2, COX5A, DPY30, ESRRG, LAMTOR1, LMO1, MEAF6, MED27, MLST8, MOBP, POLR2C, PRMT1, PSMA1, PSMA3, PSMB2, RBBP5, RNF2, SUMO1",0.5055034113005737
IGF1R Signaling Cascade R-HSA-2428924,Reactome,2,52,2.31,1.18,0.64,0.26221937088550096,"FGF13, FGF9",0.5075502669990306
Insulin Receptor Signaling Cascade R-HSA-74751,Reactome,2,53,2.27,1.11,0.63,0.26389815741084865,"FGF13, FGF9",0.5075502669990306
Neutrophil Degranulation R-HSA-6798695,Reactome,11,427,1.55,4.28,0.63,0.264055297401916,"AMPD3, ATP6V1D, COTL1, CYSTM1, DNAJC5, FCER1G, HMGB1, LAMTOR1, PDAP1, RAB24, RAB5C",0.5075502669990306
Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192,Reactome,2,53,2.27,1.12,0.63,0.2644031906702299,"FGF13, FGF9",0.5075502669990306
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,8,305,1.58,3.05,0.63,0.2646000483319804,"AGO1, CDK1, FGF13, FGF9, PHB1, PSMA1, PSMA3, PSMB2",0.5075502669990306
Downstream TCR Signaling R-HSA-202424,Reactome,3,88,2.05,1.91,0.63,0.2653916008780143,"PSMA1, PSMA3, PSMB2",0.5075502669990306
mRNA surveillance pathway,KEGG,3,92,1.96,1.65,0.62,0.26844290029898227,"NXT1, PPP2R2B, SAP18",0.5116629777510803
Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202,Reactome,11,403,1.64,5.95,0.61,0.2693588226690702,"APH1A, FGF13, FGF9, MLST8, PHB1, POLR2C, PRKAR1A, PSMA1, PSMA3, PSMB2, QKI",0.5116916765084678
Signaling By WNT R-HSA-195721,Reactome,7,255,1.65,3.37,0.61,0.27170052883059015,"AGO1, CAV1, PPP3CA, PSMA1, PSMA3, PSMB2, RBBP5",0.5133786251212077
Ion Transport By P-type ATPases R-HSA-936837,Reactome,2,50,2.41,1.49,0.61,0.27205451788993573,"FXYD1, FXYD7",0.5133786251212077
Regulated Necrosis R-HSA-5218859,Reactome,2,53,2.27,1.26,0.59,0.2762306115923625,"CHMP2A, HMGB1",0.5182850655481689
Signaling By FGFR2 R-HSA-5654738,Reactome,3,69,2.61,4.63,0.59,0.2764795332061535,"FGF13, FGF9, POLR2C",0.5182850655481689
