pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Signaling By FGFR2 IIIa TM R-HSA-8851708,Reactome,2,18,6.68,2.76,1.33,0.09113128571872842,"POLR2B, POLR2E",0.45441490270376145
Pyruvate Metabolism R-HSA-70268,Reactome,2,29,4.15,1.25,1.33,0.09251062093119894,"MPC1, MPC2",0.45441490270376145
RNA transport,KEGG,6,159,2.27,1.81,1.32,0.09270395100696044,"DDX39B, EIF2S1, EIF4E, POP7, SAP18, TARDBP",0.45441490270376145
RNA Polymerase III Transcription Initiation R-HSA-76046,Reactome,2,32,3.76,1.06,1.3,0.09613614698478395,"POLR2E, POLR3H",0.4638622484230454
MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871,Reactome,4,92,2.61,1.53,1.3,0.09632112262336462,"CREB1, CUL1, HMGB1, PELI1",0.4638622484230454
Translation R-HSA-72766,Reactome,11,269,2.46,5.0,1.3,0.09736156415065528,"EIF2S1, EIF4E, MRPL53, MRPS21, RPL13A, RPL28, RPL9, RPLP2, SRP19, SSR2, SSR4",0.4647956410322587
Apelin signaling pathway,KEGG,5,131,2.3,1.53,1.29,0.09886071362720411,"APLN, GABARAPL2, GNG7, MYL2, NRF1",0.46531154083264226
Synthesis Of Active Ubiquitin: Roles Of E1 And E2 Enzymes R-HSA-8866652,Reactome,2,25,4.81,1.74,1.29,0.09916475460367785,"UBE2A, UCHL3",0.46531154083264226
Deadenylation-dependent mRNA Decay R-HSA-429914,Reactome,3,55,3.28,1.71,1.28,0.10045312321177552,"DDX6, EIF4E, SKIC8",0.4673624122310573
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,10,258,2.33,4.12,1.26,0.10375038631115774,"ARL3, ATP5MC1, ATP5MC3, ATP5MF, ATP5MG, BBIP1, CREB1, NRF1, PDE6D, SEPTIN2",0.47462550943525605
Parkinson disease,KEGG,8,221,2.18,2.59,1.26,0.10379732357175181,"ATP5MC1, ATP5MC3, COX6A1, EIF2S1, NDUFA6, NDUFS5, PSMA7, UQCRQ",0.47462550943525605
mRNA surveillance pathway,KEGG,4,92,2.61,1.65,1.25,0.10492062353424908,"CPSF6, DDX39B, SAP18, TARDBP",0.47462550943525605
Transcription Of HIV Genome R-HSA-167172,Reactome,4,67,3.59,3.4,1.24,0.1076815681906047,"CDK9, GTF2B, POLR2B, POLR2E",0.47462550943525605
TRAF6 Mediated Induction Of NFkB And MAP Kinases Upon TLR7/8 Or 9 Activation R-HSA-975138,Reactome,4,96,2.51,1.53,1.23,0.10888441683367767,"CREB1, CUL1, HMGB1, PELI1",0.47462550943525605
TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,Reactome,3,60,3.01,1.52,1.23,0.10888968085329404,"CDK9, POLR2B, POLR2E",0.47462550943525605
SCF-beta-TrCP Mediated Degradation Of Emi1 R-HSA-174113,Reactome,3,52,3.47,2.09,1.23,0.10965719881835179,"CUL1, FZR1, PSMA7",0.47462550943525605
HIV Life Cycle R-HSA-162587,Reactome,6,130,2.78,3.51,1.23,0.10989923182056033,"CDK9, CHMP2B, GTF2B, HMGA1, POLR2B, POLR2E",0.47462550943525605
Toll-like Receptor Cascades R-HSA-168898,Reactome,6,156,2.31,2.23,1.23,0.11015915978913693,"CREB1, CUL1, HMGB1, PELI1, PTPN11, S100A8",0.47462550943525605
Androgen Response,Hallmark,4,95,2.53,1.61,1.22,0.11152280925524077,"DBI, MYL12A, SAT1, SRP19",0.47462550943525605
MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155,Reactome,4,97,2.48,1.53,1.22,0.11209829300198265,"CREB1, CUL1, HMGB1, PELI1",0.47462550943525605
C-type Lectin Receptors (CLRs) R-HSA-5621481,Reactome,5,122,2.46,2.12,1.21,0.1140460465662489,"CUL1, FCER1G, FYN, PPP3CB, PSMA7",0.47462550943525605
Abortive Elongation Of HIV-1 Transcript In Absence Of Tat R-HSA-167242,Reactome,2,22,5.47,2.47,1.2,0.11410491865853101,"POLR2B, POLR2E",0.47462550943525605
Toll Like Receptor 7/8 (TLR7/8) Cascade R-HSA-168181,Reactome,4,98,2.45,1.53,1.2,0.11533930915730217,"CREB1, CUL1, HMGB1, PELI1",0.47462550943525605
Regulation Of APC/C Activators Between G1/S And Early Anaphase R-HSA-176408,Reactome,4,78,3.08,2.66,1.2,0.11536806347706552,"CDC26, CUL1, FZR1, PSMA7",0.47462550943525605
Amphetamine addiction,KEGG,3,68,2.65,1.19,1.19,0.1162021009726461,"CREB1, GRIA2, PPP3CB",0.47462550943525605
Necroptosis,KEGG,5,135,2.23,1.65,1.19,0.11755297003911203,"CHMP1A, CHMP2B, H2AC6, HMGB1, MACROH2A1",0.47462550943525605
Base excision repair,KEGG,2,32,3.76,1.27,1.19,0.11757571818432572,"HMGB1, POLD4",0.47462550943525605
Alzheimer disease,KEGG,10,319,1.89,2.52,1.17,0.12103991291695115,"APH1A, ATP5MC1, ATP5MC3, COX6A1, EIF2S1, NDUFA6, NDUFS5, PPP3CB, PSMA7, UQCRQ",0.4821541211285853
FGFR1 Mutant Receptor Activation R-HSA-1839124,Reactome,2,29,4.15,1.6,1.17,0.12119721077549139,"CPSF6, FGF9",0.4821541211285853
"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",Reactome,4,105,2.29,1.33,1.16,0.12242562827377845,"FGF18, FGF9, FYN, PTPN11",0.4835371936856429
Toll Like Receptor 9 (TLR9) Cascade R-HSA-168138,Reactome,4,101,2.38,1.53,1.15,0.12521509239088358,"CREB1, CUL1, HMGB1, PELI1",0.48625164652772274
HIV Transcription Initiation R-HSA-167161,Reactome,3,44,4.1,3.31,1.15,0.12559969454517178,"GTF2B, POLR2B, POLR2E",0.48625164652772274
MicroRNA (miRNA) Biogenesis R-HSA-203927,Reactome,2,22,5.47,2.76,1.14,0.1271692489710094,"POLR2B, POLR2E",0.48625164652772274
RNA Polymerase II Transcribes snRNA Genes R-HSA-6807505,Reactome,4,71,3.39,3.59,1.14,0.12755954488257276,"CDK9, GTF2B, POLR2B, POLR2E",0.48625164652772274
Switching Of Origins To A Post-Replicative State R-HSA-69052,Reactome,4,88,2.73,2.24,1.14,0.12766574059988972,"CDC26, CUL1, FZR1, PSMA7",0.48625164652772274
Autodegradation Of Cdh1 By Cdh1:APC/C R-HSA-174084,Reactome,3,61,2.96,1.75,1.13,0.1296318521018855,"CDC26, FZR1, PSMA7",0.48625164652772274
Vibrio cholerae infection,KEGG,3,49,3.68,2.83,1.12,0.13121075479059774,"ATP6V1G2, KDELR2, KDELR3",0.48625164652772274
Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202,Reactome,5,125,2.41,2.31,1.12,0.13139141576897712,"CUL1, FCER1G, FYN, PPP3CB, PSMA7",0.48625164652772274
Myc Targets V1,Hallmark,8,191,2.52,4.85,1.12,0.13182450713819333,"CUL1, EIF2S1, EIF4E, FBL, HNRNPA3, HNRNPD, PSMA7, TARDBP",0.48625164652772274
APC/C-mediated Degradation Of Cell Cycle Proteins R-HSA-174143,Reactome,4,85,2.83,2.52,1.12,0.1319699368536078,"CDC26, CUL1, FZR1, PSMA7",0.48625164652772274
MyD88-independent TLR4 Cascade R-HSA-166166,Reactome,4,102,2.36,1.64,1.1,0.1367082369706783,"CREB1, CUL1, HMGB1, PTPN11",0.5003521473126826
Response Of EIF2AK4 (GCN2) To Amino Acid Deficiency R-HSA-9633012,Reactome,5,93,3.23,4.88,1.09,0.13836488288810905,"EIF2S1, RPL13A, RPL28, RPL9, RPLP2",0.5005899883848263
HIV Infection R-HSA-162906,Reactome,8,208,2.31,4.12,1.09,0.13859686381510672,"CDK9, CHMP2B, FYN, GTF2B, HMGA1, POLR2B, POLR2E, PSMA7",0.5005899883848263
