pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Phase I - Functionalization Of Compounds R-HSA-211945,Reactome,4,94,2.56,2.24,1.05,0.14744837918700826,"CYP2A13, CYP2A6, CYP2A7, CYP2C19",0.3188301952477516
MHC Class II Antigen Presentation R-HSA-2132295,Reactome,4,98,2.45,2.01,1.05,0.14766326226407472,"AP1S2, CTSL, CTSV, HLA-DQA1",0.3188301952477516
African trypanosomiasis,KEGG,2,34,3.54,1.44,1.05,0.14789841756739808,"HBA2, SELE",0.3188301952477516
Phagosome,KEGG,5,135,2.23,2.17,1.03,0.15052889835298094,"CTSL, HLA-DQA1, TUBA3C, TUBA3D, TUBA3E",0.32186260379539827
DNA Double-Strand Break Repair R-HSA-5693532,Reactome,5,134,2.24,2.32,1.01,0.1555167539696512,"H2BC1, H2BC11, H2BC15, H2BC17, H2BC3",0.3298460185001473
Glutathione Conjugation R-HSA-156590,Reactome,2,33,3.64,1.92,0.94,0.17446323474388864,"GSTA1, GSTA2",0.3670706459011417
Steroid hormone biosynthesis,KEGG,3,47,3.84,4.52,0.92,0.17781123657290143,"HSD17B6, HSD3B1, SULT1E1",0.3711456763386752
Ub-specific Processing Proteases R-HSA-5689880,Reactome,5,157,1.92,1.79,0.89,0.1875751644801607,"H2BC1, H2BC11, H2BC15, H2BC17, H2BC3",0.38844305715182886
FCGR3A-mediated IL10 Synthesis R-HSA-9664323,Reactome,2,34,3.54,2.05,0.88,0.19034445957341561,"IGLL5, TARP",0.39109838177975237
Retinol metabolism,KEGG,3,58,3.11,3.41,0.86,0.19626012635558365,"CYP2A6, CYP2A7, HSD17B6",0.4001272343528566
Aspirin ADME R-HSA-9749641,Reactome,2,36,3.34,2.17,0.8,0.21206904380487474,"CYP2C19, GLYAT",0.4266580402999993
Viral carcinogenesis,KEGG,6,178,2.03,3.53,0.8,0.21251788319125442,"H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H2BC7",0.4266580402999993
G Alpha (I) Signaling Events R-HSA-418594,Reactome,9,300,1.8,4.17,0.78,0.21649522746519456,"CCL13, CCL4, P2RY13, TAS2R10, TAS2R20, TAS2R31, TAS2R42, TAS2R5, UBD",0.4301567337067862
RMTs Methylate Histone Arginines R-HSA-3214858,Reactome,2,47,2.56,1.11,0.78,0.21809078897076967,"H2AB1, H3C7",0.4301567337067862
M Phase R-HSA-68886,Reactome,10,357,1.68,3.71,0.78,0.21916730918900895,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, TUBA3C, TUBA3D, TUBA3E",0.4301567337067862
Fluid shear stress and atherosclerosis,KEGG,4,132,1.82,1.42,0.75,0.22703142661954784,"CTSL, GSTA1, GSTA2, SELE",0.4422908533403043
Nuclear Envelope (NE) Reassembly R-HSA-2995410,Reactome,3,71,2.54,2.74,0.74,0.22919639746365256,"TUBA3C, TUBA3D, TUBA3E",0.4432253862716222
Cell Surface Interactions At Vascular Wall R-HSA-202733,Reactome,4,112,2.15,2.76,0.73,0.23219442290876113,"CD47, IGLL1, IGLL5, SELE",0.4457454979927312
Signaling By Nuclear Receptors R-HSA-9006931,Reactome,7,250,1.68,2.6,0.72,0.23424059849459905,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.44641505365275036
Chromatin Modifying Enzymes R-HSA-3247509,Reactome,7,223,1.89,4.46,0.7,0.24285989827234955,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.4595118938534384
RHO GTPase Effectors R-HSA-195258,Reactome,7,241,1.75,3.54,0.67,0.2506560447055395,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.47087528398254924
Transcriptional misregulation in cancer,KEGG,5,174,1.73,2.2,0.65,0.25922150976935016,"H3C10, H3C3, H3C4, H3C6, H3C7",0.4835124614846744
Drug metabolism,KEGG,5,127,2.37,7.42,0.61,0.27063735853255183,"CYP2A6, CYP2A7, CYP2C19, GSTA1, GSTA2",0.4907939053590354
Malaria,KEGG,2,44,2.73,2.21,0.61,0.27104570331536687,"HBA2, SELE",0.4907939053590354
Signaling By WNT R-HSA-195721,Reactome,7,255,1.65,3.37,0.61,0.27170052883059015,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.4907939053590354
GPCR Ligand Binding R-HSA-500792,Reactome,12,415,1.74,8.74,0.61,0.2723467200198496,"CCL13, CCL4, CCL7, CD200R1, P2RY13, TAAR5, TAS2R10, TAS2R20, TAS2R31, TAS2R42, TAS2R5, UBD",0.4907939053590354
Regulation Of Actin Dynamics For Phagocytic Cup Formation R-HSA-2029482,Reactome,2,46,2.61,1.97,0.6,0.2728414226692475,"IGLL5, TARP",0.4907939053590354
Formation Of Cornified Envelope R-HSA-6809371,Reactome,2,42,2.86,2.61,0.6,0.27432206877482207,"CELA2A, SPINK9",0.4907939053590354
Viral protein interaction with cytokine and cytokine receptor,KEGG,3,86,2.1,2.45,0.58,0.28167641285342915,"CCL13, CCL4, CCL7",0.4999825371962703
Interferon Alpha Response,Hallmark,3,89,2.03,2.22,0.57,0.28456036802393414,"CD47, GBP2, TRIM5",0.4999825371962703
FCGR3A-mediated Phagocytosis R-HSA-9664422,Reactome,2,45,2.67,2.39,0.57,0.28516114288760663,"IGLL5, TARP",0.4999825371962703
Chaperonin-mediated Protein Folding R-HSA-390466,Reactome,3,85,2.12,2.74,0.56,0.2882922236082169,"TUBA3C, TUBA3D, TUBA3E",0.4999902207750851
Antigen processing and presentation,KEGG,2,55,2.19,1.24,0.55,0.28962935665267486,"CTSL, HLA-DQA1",0.4999902207750851
Necroptosis,KEGG,4,135,1.78,2.4,0.55,0.2918969699558779,"H2AB1, H2AB2, H2AB3, H2AC8",0.4999902207750851
Shigellosis,KEGG,6,233,1.55,2.42,0.54,0.2945724433841421,"H3C10, H3C3, H3C4, H3C6, H3C7, U2AF1L4",0.4999902207750851
Gap junction,KEGG,3,87,2.07,2.74,0.54,0.2963008484410012,"TUBA3C, TUBA3D, TUBA3E",0.4999902207750851
Apoptosis,KEGG,5,161,1.87,4.47,0.53,0.29657214616316835,"CTSL, CTSV, TUBA3C, TUBA3D, TUBA3E",0.4999902207750851
Beta Defensins R-HSA-1461957,Reactome,2,32,3.76,7.21,0.5,0.308909671526578,"DEFB109B, DEFB116",0.5174728892451593
Protein Folding R-HSA-391251,Reactome,3,91,1.98,2.74,0.49,0.3119929323693082,"TUBA3C, TUBA3D, TUBA3E",0.5187872309481572
Staphylococcus aureus infection,KEGG,3,81,2.23,4.35,0.48,0.31493721402177544,"HLA-DQA1, KRT37, KRT38",0.5187872309481572
Degradation Of Extracellular Matrix R-HSA-1474228,Reactome,3,106,1.7,1.37,0.48,0.3156120036186507,"CTRB2, CTSL, CTSV",0.5187872309481572
Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,Reactome,2,53,2.27,1.97,0.47,0.3178022409048754,"CTSL, CTSV",0.5191427910433679
Keratinization R-HSA-6805567,Reactome,4,107,2.25,8.25,0.45,0.3247253166844487,"CELA2A, KRT37, KRT38, SPINK9",0.527177520296358
Glycerolipid metabolism,KEGG,2,61,1.97,1.35,0.42,0.3375684325281163,"AKR1B10, PNLIPRP3",0.5439756017733975
Defensins R-HSA-1461973,Reactome,2,36,3.34,8.05,0.41,0.33920912049747987,"DEFB109B, DEFB116",0.5439756017733975
Chemical carcinogenesis,KEGG,6,236,1.53,4.0,0.4,0.34301337386604275,"CYP2A13, CYP2A6, CYP2A7, CYP2C19, GSTA1, GSTA2",0.5467425292531469
Costimulation By CD28 Family R-HSA-388841,Reactome,2,62,1.94,1.7,0.36,0.36024403842929154,"HLA-DQA1, TARP",0.5707480849813474
Serotonergic synapse,KEGG,3,109,1.66,2.4,0.33,0.36928497746766187,"CYP2C19, HTR3C, HTR3E",0.5815685573293118
Tight junction,KEGG,4,162,1.48,2.72,0.3,0.3812243859390495,"CD1D, TUBA3C, TUBA3D, TUBA3E",0.5967976994164882
Interferon Signaling R-HSA-913531,Reactome,4,165,1.46,2.67,0.28,0.3884009262521645,"GBP2, HLA-DQA1, TRIM22, TRIM5",0.6044345775403507
Deubiquitination R-HSA-5688426,Reactome,5,228,1.32,1.8,0.28,0.39141673475521493,"H2BC1, H2BC11, H2BC15, H2BC17, H2BC3",0.6055447131801266
DNA Repair R-HSA-73894,Reactome,6,277,1.3,3.64,0.22,0.41207968377213094,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3",0.6303903199416864
Fcgamma Receptor (FCGR) Dependent Phagocytosis R-HSA-2029480,Reactome,2,70,1.72,2.02,0.22,0.4122704753991257,"IGLL5, TARP",0.6303903199416864
"Cell Cycle, Mitotic R-HSA-69278",Reactome,10,499,1.21,4.75,0.2,0.4221547857444255,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, TUBA3C, TUBA3D, TUBA3E",0.6417728823744734
Lysosome,KEGG,3,127,1.42,2.21,0.18,0.4278102614406148,"AP1S2, CTSL, CTSV",0.6466327514878258
Peptide Ligand-Binding Receptors R-HSA-375276,Reactome,4,181,1.33,3.41,0.16,0.43831012282807263,"CCL13, CCL4, CCL7, CD200R1",0.6587174988787606
Cell Cycle Checkpoints R-HSA-69620,Reactome,5,247,1.22,2.94,0.11,0.45424111438436365,"H2BC1, H2BC11, H2BC15, H2BC17, H2BC3",0.6787807561539071
Signaling By GPCR R-HSA-372790,Reactome,12,638,1.13,7.4,0.1,0.458702653025782,"CCL13, CCL4, CCL7, CD200R1, P2RY13, TAAR5, TAS2R10, TAS2R20, TAS2R31, TAS2R42, TAS2R5, UBD",0.6815751285072353
GPCR Downstream Signaling R-HSA-388396,Reactome,11,590,1.12,6.29,0.09,0.46402102910788723,"CCL13, CCL4, CD200R1, P2RY13, TAAR5, TAS2R10, TAS2R20, TAS2R31, TAS2R42, TAS2R5, UBD",0.6856041048054738
Rheumatoid arthritis,KEGG,2,81,1.48,2.69,0.08,0.46756463360257405,"CTSL, HLA-DQA1",0.6868553221816724
Class A/1 (Rhodopsin-like Receptors) R-HSA-373076,Reactome,6,308,1.17,6.67,0.07,0.47368881007962216,"CCL13, CCL4, CCL7, CD200R1, P2RY13, TAAR5",0.6868553221816724
Collagen Formation R-HSA-1474290,Reactome,2,86,1.4,2.05,0.04,0.48351352155207605,"CTSL, CTSV",0.6868553221816724
Innate Immune System R-HSA-168249,Reactome,16,918,1.05,5.66,0.03,0.4894730397363348,"CD47, CLEC10A, CTSL, CTSV, DEFB109B, DEFB116, GLYAT, GNLY, IGLL5, LAIR1, NAT8, PRTN3, RNASE6, SERPINA1, SIGLEC14, TARP",0.6868553221816724
Downstream TCR Signaling R-HSA-202424,Reactome,2,88,1.37,1.91,0.02,0.4911372869169036,"HLA-DQA1, TARP",0.6868553221816724
Stimuli-sensing Channels R-HSA-2672351,Reactome,2,89,1.35,2.8,0.01,0.49600935189213197,"ANO7, SLC9C1",0.6868553221816724
Influenza A,KEGG,3,150,1.2,2.62,0.0,0.4990796405081045,"HLA-DQA1, TPSB2, TPSD1",0.6868553221816724
Hematopoietic cell lineage,KEGG,2,90,1.34,2.11,0.0,0.49920651963165197,"CD1D, HLA-DQA1",0.6868553221816724
Adaptive Immune System R-HSA-1280218,Reactome,11,663,1.0,3.44,-0.0,0.5016227976159225,"AP1S2, CD1D, CD200R1, CTSL, CTSV, FBXW12, HLA-DQA1, IGLL5, LAIR1, RAET1E, TARP",0.6868553221816724
Visual Phototransduction R-HSA-2187338,Reactome,2,91,1.32,2.39,-0.01,0.5027845877587924,"AKR1B10, HSD17B6",0.6868553221816724
Human immunodeficiency virus 1 infection,KEGG,3,183,0.99,2.31,-0.02,0.506554141337078,"AP1S2, APOBEC3C, TRIM5",0.6868553221816724
Neutrophil Degranulation R-HSA-6798695,Reactome,7,427,0.99,4.28,-0.02,0.5074098187473123,"CD47, GLYAT, LAIR1, NAT8, PRTN3, SERPINA1, SIGLEC14",0.6868553221816724
Immune System R-HSA-168256,Reactome,29,1760,0.99,6.13,-0.02,0.5084735109162182,"AP1S2, CCL4, CD1D, CD200R1, CD47, CLEC10A, CTSL, CTSV, DEFB109B, DEFB116, FBXW12, GBP2, GLYAT, GNLY, GSTA2, H3C7, HLA-DQA1, IGLL5, LAIR1, NAT8, PRTN3, RAET1E, RNASE6, SERPINA1, SIGLEC14, TARP, TNFRSF6B, TRIM22, TRIM5",0.6868553221816724
Cell Cycle R-HSA-1640170,Reactome,10,613,0.98,6.45,-0.02,0.5097725077940468,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, TUBA3C, TUBA3D, TUBA3E",0.6868553221816724
NF-kappa B signaling pathway,KEGG,2,93,1.29,2.27,-0.03,0.5099895965124863,"CCL13, CCL4",0.6868553221816724
Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851,Reactome,3,156,1.16,4.08,-0.03,0.5116777487434776,"IGLL5, TAAR5, TARP",0.6868553221816724
Complement,Hallmark,3,186,0.97,3.26,-0.03,0.5118226301369293,"CTSL, CTSV, SERPINA1",0.6868553221816724
Antigen processing-Cross Presentation R-HSA-1236975,Reactome,2,94,1.28,1.97,-0.04,0.5144746249846996,"CTSL, CTSV",0.6868553221816724
Pathogenic Escherichia coli infection,KEGG,3,187,0.96,3.0,-0.04,0.5144885873376026,"TUBA3C, TUBA3D, TUBA3E",0.6868553221816724
Spliceosome,KEGG,2,126,0.95,1.63,-0.05,0.5208046591892939,"RP9, U2AF1L4",0.690327140568223
Lipid and atherosclerosis,KEGG,3,189,0.95,2.12,-0.06,0.5223387869698721,"CYP2A6, CYP2A7, SELE",0.690327140568223
Generic Transcription Pathway R-HSA-212436,Reactome,13,824,0.95,8.68,-0.07,0.5265870638851027,"CTSL, CTSV, GLYAT, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, NELFCD, PPM1A, PRDM7",0.69246198900891
Protein digestion and absorption,KEGG,2,100,1.2,2.34,-0.08,0.533285511220186,"CELA2A, CTRB2",0.6948122199044557
Cell adhesion molecules,KEGG,2,134,0.9,3.36,-0.08,0.5336580548315591,"HLA-DQA1, SELE",0.6948122199044557
Coagulation,Hallmark,2,134,0.9,2.73,-0.09,0.5372995306926246,"CTSV, SERPINA1",0.6961072737544841
Pancreatic secretion,KEGG,2,101,1.19,1.57,-0.11,0.5445668202852446,"CELA2A, CTRB2",0.6989442708673972
Estrogen signaling pathway,KEGG,2,135,0.89,2.16,-0.11,0.544804469687515,"KRT37, KRT38",0.6989442708673972
Cytokine-cytokine receptor interaction,KEGG,4,267,0.9,2.85,-0.13,0.5500171112017587,"CCL13, CCL4, CCL7, TNFRSF6B",0.7012871870869913
RNA Polymerase II Transcription R-HSA-73857,Reactome,14,941,0.89,10.27,-0.14,0.5538183055119736,"CTSL, CTSV, GLYAT, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, NELFCD, PPM1A, PRDM7, U2AF1L4",0.7012871870869913
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,Reactome,3,178,1.01,3.4,-0.15,0.5584170248222563,"HTR3C, HTR3E, UBD",0.7012871870869913
TCR Signaling R-HSA-202403,Reactome,2,107,1.12,2.02,-0.15,0.5592319700931366,"HLA-DQA1, TARP",0.7012871870869913
Extracellular Matrix Organization R-HSA-1474244,Reactome,4,273,0.88,2.92,-0.15,0.5599631531873315,"CD47, CTRB2, CTSL, CTSV",0.7012871870869913
Bile Acid Metabolism,Hallmark,2,112,1.07,2.37,-0.17,0.5692260195277723,"HSD17B6, HSD3B1",0.7012966647357363
Metabolism Of Vitamins And Cofactors R-HSA-196854,Reactome,3,174,1.04,1.56,-0.19,0.5745373494132122,"AKR1B10, CTRB2, SLC52A1",0.7012966647357363
Mitotic Anaphase R-HSA-68882,Reactome,3,216,0.84,2.84,-0.19,0.5746316074310351,"TUBA3C, TUBA3D, TUBA3E",0.7012966647357363
Mitotic Metaphase And Anaphase R-HSA-2555396,Reactome,3,217,0.83,2.83,-0.19,0.5766230566606635,"TUBA3C, TUBA3D, TUBA3E",0.7012966647357363
Hepatocellular carcinoma,KEGG,2,145,0.83,1.92,-0.19,0.576835719567935,"GSTA1, GSTA2",0.7012966647357363
Leishmania Infection R-HSA-9658195,Reactome,3,224,0.81,3.63,-0.2,0.5793125457472917,"IGLL5, TAAR5, TARP",0.7012966647357363
Ion Channel Transport R-HSA-983712,Reactome,2,161,0.75,3.99,-0.21,0.5831789056122643,"ANO7, SLC9C1",0.7012966647357363
Parkinson disease,KEGG,3,221,0.82,2.74,-0.22,0.5855140455532808,"TUBA3C, TUBA3D, TUBA3E",0.7012966647357363
Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849,Reactome,2,116,1.04,2.03,-0.22,0.586875572891115,"CTRB2, SLC52A1",0.7012966647357363
Infectious Disease R-HSA-5663205,Reactome,12,854,0.85,7.41,-0.22,0.5881364924030433,"AP1S2, CTSL, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, IGLL5, NELFCD, TAAR5, TARP",0.7012966647357363
Chemokine signaling pathway,KEGG,3,174,1.04,1.06,-0.23,0.5899527549627145,"CCL13, CCL4, CCL7",0.7012966647357363
Metabolism Of Steroids R-HSA-8957322,Reactome,2,147,0.82,1.32,-0.25,0.59910779013275,"AKR1B15, HSD3B1",0.7012966647357363
Transmission Across Chemical Synapses R-HSA-112315,Reactome,3,240,0.75,3.88,-0.26,0.6009539147235343,"HTR3C, HTR3E, UBD",0.7012966647357363
Cellular Responses To Stress R-HSA-2262752,Reactome,9,689,0.79,7.98,-0.27,0.6045757968692573,"GLYAT, GSTA1, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.7012966647357363
Toll-like Receptor Cascades R-HSA-168898,Reactome,2,156,0.77,1.97,-0.27,0.6049010974219062,"CTSL, CTSV",0.7012966647357363
Cilium Assembly R-HSA-5617833,Reactome,2,172,0.7,3.66,-0.27,0.6062182742449235,"AHI1, BBIP1",0.7012966647357363
Cellular Responses To Stimuli R-HSA-8953897,Reactome,9,693,0.78,8.08,-0.27,0.6064336352312683,"GLYAT, GSTA1, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.7012966647357363
Salmonella infection,KEGG,3,235,0.77,2.75,-0.28,0.6108273104091206,"TUBA3C, TUBA3D, TUBA3E",0.7012966647357363
Gene Expression (Transcription) R-HSA-74160,Reactome,14,1074,0.78,11.21,-0.29,0.6123034353482314,"CTSL, CTSV, GLYAT, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, NELFCD, PPM1A, PRDM7, U2AF1L4",0.7012966647357363
Hemostasis R-HSA-109582,Reactome,7,517,0.81,3.72,-0.29,0.6139223178445082,"CD47, H3C7, IGLL1, IGLL5, PRTN3, SELE, SERPINA1",0.7012966647357363
Prion disease,KEGG,3,244,0.74,3.27,-0.29,0.6159677929808178,"TUBA3C, TUBA3D, TUBA3E",0.7012966647357363
Cellular Response To Chemical Stress R-HSA-9711123,Reactome,2,176,0.68,3.17,-0.31,0.6210983982347482,"GLYAT, GSTA1",0.7040899945505983
Interferon Gamma Response,Hallmark,2,180,0.67,2.93,-0.34,0.6331875140424048,"CCL7, HLA-DQA1",0.7125061305871594
Huntington disease,KEGG,3,266,0.68,3.94,-0.35,0.6356048423495947,"TUBA3C, TUBA3D, TUBA3E",0.7125061305871594
Cytokine Signaling In Immune System R-HSA-1280215,Reactome,9,650,0.83,2.63,-0.35,0.6366499645930892,"CCL4, GBP2, GSTA2, H3C7, HLA-DQA1, PRTN3, TNFRSF6B, TRIM22, TRIM5",0.7125061305871594
Signaling By Rho GTPases R-HSA-194315,Reactome,7,588,0.72,5.89,-0.38,0.6467461232824836,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.7150741395706084
Inflammatory Response,Hallmark,2,198,0.61,3.68,-0.38,0.6469159783737064,"CCL7, SELE",0.7150741395706084
Fatty Acid Metabolism R-HSA-8978868,Reactome,2,168,0.72,1.53,-0.39,0.6512083233330962,"ACSM6, CYP2C19",0.7150741395706084
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,7,603,0.7,6.37,-0.39,0.651667068843543,"H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7",0.7150741395706084
HIV Infection R-HSA-162906,Reactome,2,208,0.58,4.12,-0.39,0.6525391387716578,"AP1S2, NELFCD",0.7150741395706084
Developmental Biology R-HSA-1266738,Reactome,11,919,0.72,8.11,-0.4,0.6554549644841455,"CELA2A, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, KRT37, KRT38, SPINK9",0.7152890276320758
KRAS Signaling Dn,Hallmark,2,184,0.65,2.12,-0.42,0.6636430638660551,"AKR1B10, LGALS7",0.7171313359533106
Neddylation R-HSA-8951664,Reactome,2,226,0.53,4.7,-0.42,0.6645561403933482,"FBXW12, UBD",0.7171313359533106
Neuroactive ligand-receptor interaction,KEGG,3,334,0.54,6.7,-0.43,0.6653233687171398,"P2RY13, P2RY8, TAAR5",0.7171313359533106
Neuronal System R-HSA-112316,Reactome,3,379,0.48,5.97,-0.55,0.7088207849787331,"HTR3C, HTR3E, UBD",0.759298063914886
Organelle Biogenesis And Maintenance R-HSA-1852241,Reactome,2,258,0.47,4.12,-0.55,0.7102179609241899,"AHI1, BBIP1",0.759298063914886
Amyotrophic lateral sclerosis,KEGG,3,318,0.57,3.17,-0.57,0.7153828756443275,"TUBA3C, TUBA3D, TUBA3E",0.7617234667791827
Vesicle-mediated Transport R-HSA-5653656,Reactome,5,582,0.52,6.55,-0.6,0.7272174042174481,"AKR1B10, AP1S2, IGLL5, SERPINA1, TARP",0.7712023278596325
Alzheimer disease,KEGG,3,319,0.57,2.74,-0.62,0.7310735613038757,"TUBA3C, TUBA3D, TUBA3E",0.7721780988872262
Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169,Reactome,3,356,0.51,3.82,-0.63,0.7343953445834408,"CTSL, CTSV, FBXW12",0.7725839025017797
Membrane Trafficking R-HSA-199991,Reactome,4,546,0.44,6.95,-0.66,0.7442958701582629,"AKR1B10, AP1S2, SERPINA1, TARP",0.7778960731878137
Post-translational Protein Modification R-HSA-597592,Reactome,13,1261,0.62,7.69,-0.66,0.74569086265426,"FBXW12, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, SERPINA1, TTLL2, TTLL9, TUBA3C, TUBA3D, TUBA3E, UBD",0.7778960731878137
SARS-CoV Infections R-HSA-9679506,Reactome,2,312,0.39,4.54,-0.67,0.7483182757282011,"CTSL, IGLL5",0.7778960731878137
Metabolism Of RNA R-HSA-8953854,Reactome,3,608,0.3,8.87,-0.77,0.780144789903979,"APOBEC3C, CTU1, U2AF1L4",0.8077877155304979
Transport Of Small Molecules R-HSA-382551,Reactome,4,680,0.35,7.69,-0.81,0.7906817493306104,"ABCG2, ANO7, SLC47A2, SLC9C1",0.8140995522217335
Metabolism Of Proteins R-HSA-392499,Reactome,16,1745,0.55,10.0,-0.82,0.7937972775698177,"FBXW12, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, NAT8, SERPINA1, TTLL2, TTLL9, TUBA3C, TUBA3D, TUBA3E, UBD",0.8140995522217335
Pathways of neurodegeneration,KEGG,3,402,0.45,3.11,-0.83,0.7955269388630627,"TUBA3C, TUBA3D, TUBA3E",0.8140995522217335
Signaling By Interleukins R-HSA-449147,Reactome,4,433,0.56,2.1,-0.84,0.7998915200311312,"CCL4, GSTA2, H3C7, PRTN3",0.8153932936751453
Metabolism R-HSA-1430728,Reactome,20,1967,0.61,7.66,-0.87,0.8073688396990517,"ABCG2, ACSM6, AKR1B10, AKR1B15, AKR7A2, AKR7L, CTRB2, CYP2A13, CYP2A6, CYP2A7, CYP2C19, GLYAT, GSTA1, GSTA2, HSD3B1, NAT8, NUDT16, OXCT2, SLC52A1, SULT1E1",0.8192971647055106
Signal Transduction R-HSA-162582,Reactome,20,2304,0.52,13.64,-0.88,0.809951569670847,"CCL13, CCL4, CCL7, CD200R1, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, P2RY13, PPM1A, TAAR5, TAS2R10, TAS2R20, TAS2R31, TAS2R42, TAS2R5, UBD",0.8192971647055106
Disease R-HSA-1643685,Reactome,13,1593,0.49,9.22,-0.92,0.8213995441077804,"AP1S2, CTSL, H2AB1, H2BC1, H2BC11, H2BC15, H2BC17, H2BC3, H3C7, IGLL5, NELFCD, TAAR5, TARP",0.8276937934879166
Metabolism Of Lipids R-HSA-556833,Reactome,6,713,0.51,3.39,-0.95,0.8298998286958854,"ACSM6, AKR1B15, CYP2C19, HSD3B1, NAT8, OXCT2",0.8330673852939613
Pathways in cancer,KEGG,2,478,0.25,3.13,-1.22,0.8891320190292118,"GSTA1, GSTA2",0.8891320190292118
