pathway,database,overlap,pathway_size,fold_enrichment,vif,z_score,p_value,overlapping_genes,fdr_q
Major Pathway Of rRNA Processing In Nucleolus And Cytosol R-HSA-6791226,Reactome,8,156,3.08,6.24,1.24,0.10828575077817704,"FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.3559097838076848
Hypertrophic cardiomyopathy,KEGG,4,85,2.83,2.11,1.22,0.11103530998170086,"CACNB1, CACNG5, PRKAG1, TPM2",0.36228309169211886
Surfactant Metabolism R-HSA-5683826,Reactome,2,27,4.45,1.7,1.22,0.11206212927496562,"ADA2, CSF2RA",0.36298385352108425
rRNA Processing R-HSA-72312,Reactome,8,175,2.75,5.47,1.17,0.1215835965758797,"FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.38758076227017063
Metabolism of xenobiotics by cytochrome P450,KEGG,5,63,4.77,8.56,1.16,0.12205949592977938,"GSTA1, UGT1A10, UGT2B10, UGT2B28, UGT2B7",0.38758076227017063
Negative Regulation Of FGFR4 Signaling R-HSA-5654733,Reactome,2,29,4.15,1.63,1.16,0.12356034440759406,"FGF9, PPP2CA",0.38758076227017063
rRNA Processing In Nucleus And Cytosol R-HSA-8868773,Reactome,8,165,2.92,6.35,1.16,0.12400480212071158,"FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.38758076227017063
Activation Of Matrix Metalloproteinases R-HSA-1592389,Reactome,2,33,3.64,1.26,1.15,0.12405014469850073,"SPOCK3, TPSAB1",0.38758076227017063
Transcriptional Regulation By MECP2 R-HSA-8986944,Reactome,3,60,3.01,1.74,1.15,0.12485823214072611,"GRIA2, HDAC3, PVALB",0.38758076227017063
E3 Ubiquitin Ligases Ubiquitinate Target Proteins R-HSA-8866654,Reactome,3,48,3.76,2.86,1.14,0.1277647336973704,"H2BC13, H2BC4, H2BC9",0.3938678342256867
Ub-specific Processing Proteases R-HSA-5689880,Reactome,6,157,2.3,2.57,1.13,0.12921588046151689,"ATXN7, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9",0.39561300387875376
Global Genome Nucleotide Excision Repair (GG-NER) R-HSA-5696399,Reactome,4,74,3.25,3.42,1.12,0.13171913477782415,"COPS3, DDB1, GTF2H5, SUMO1",0.40053369554889384
Metalloprotease DUBs R-HSA-5689901,Reactome,2,29,4.15,1.77,1.11,0.1330668687062903,"H2AC20, H2AC4",0.401897907511566
"Inactivation, Recovery And Regulation Of Phototransduction Cascade R-HSA-2514859",Reactome,2,30,4.01,1.71,1.1,0.136599353123051,"GNB1, NMT1",0.4046920777624917
FGFR1 Mutant Receptor Activation R-HSA-1839124,Reactome,2,29,4.15,1.83,1.09,0.13721536242645982,"CPSF6, FGF9",0.4046920777624917
RAF Activation R-HSA-5673000,Reactome,2,31,3.88,1.61,1.09,0.13754481855456102,"PHB1, PPP2CA",0.4046920777624917
Activation Of Kainate Receptors Upon Glutamate Binding R-HSA-451326,Reactome,2,28,4.3,1.98,1.09,0.1386026364238594,"GNB1, NCALD",0.4046920777624917
Cellular Responses To Stress R-HSA-2262752,Reactome,22,689,1.92,7.98,1.08,0.13912422840205485,"ANAPC7, ATP6V0E2, CRYAB, ELOB, FAU, GSTA1, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, H3-4, HDAC3, HSPA1L, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.4046920777624917
Negative Regulation Of FGFR1 Signaling R-HSA-5654726,Reactome,2,31,3.88,1.63,1.08,0.13942411627611573,"FGF9, PPP2CA",0.4046920777624917
mRNA Splicing - Major Pathway R-HSA-72163,Reactome,7,174,2.42,3.99,1.08,0.14067048679083055,"CPSF6, DHX15, EFTUD2, HNRNPA1, HNRNPA3, HNRNPK, U2AF1",0.40567553287420166
Paracetamol ADME R-HSA-9753281,Reactome,2,25,4.81,2.52,1.07,0.14247042331108245,"SULT1A1, UGT1A10",0.40660209473250786
Cellular Responses To Stimuli R-HSA-8953897,Reactome,22,693,1.91,8.08,1.07,0.1428110265615296,"ANAPC7, ATP6V0E2, CRYAB, ELOB, FAU, GSTA1, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, H3-4, HDAC3, HSPA1L, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.40660209473250786
Phototransduction Cascade R-HSA-2514856,Reactome,2,31,3.88,1.71,1.06,0.14456298166228954,"GNB1, NMT1",0.40898514432305966
Visual Phototransduction R-HSA-2187338,Reactome,4,91,2.64,2.39,1.06,0.14554247332727666,"GNB1, NMT1, RBP1, RDH16",0.40908782496877083
Triglyceride Metabolism R-HSA-8979227,Reactome,2,35,3.44,1.34,1.05,0.14676131169425122,"ABHD5, FABP4",0.40908782496877083
Negative Regulation Of FGFR2 Signaling R-HSA-5654727,Reactome,2,32,3.76,1.63,1.05,0.14734483181201813,"FGF9, PPP2CA",0.40908782496877083
mRNA Splicing R-HSA-72172,Reactome,7,179,2.35,3.99,1.04,0.14967000203514347,"CPSF6, DHX15, EFTUD2, HNRNPA1, HNRNPA3, HNRNPK, U2AF1",0.4129783389488218
Translation R-HSA-72766,Reactome,10,269,2.24,5.53,1.03,0.15186810098740205,"EIF3G, EIF4A2, FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.41590903345156494
Signaling By NOTCH R-HSA-157118,Reactome,7,195,2.16,3.21,1.03,0.1525930234587397,"H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3",0.41590903345156494
Myogenesis,Hallmark,8,190,2.53,5.92,1.02,0.15425721166952877,"CKM, CRYAB, EIF4A2, MYH2, MYL1, PVALB, TNNC2, TPM2",0.41789680979563254
DNA Damage Recognition In GG-NER R-HSA-5696394,Reactome,2,32,3.76,1.79,1.0,0.15868834206874927,"COPS3, DDB1",0.4273113789441622
Developmental Biology R-HSA-1266738,Reactome,28,919,1.83,10.79,0.99,0.16103200832063652,"CACNB1, CELA2A, DSCAM, ELOB, FABP4, FAU, FGF9, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, KRT14, KRT17, NCK2, PERP, PFN1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SYNGAP1, TGM1",0.43006353634125594
HSF1-dependent Transactivation R-HSA-3371571,Reactome,2,35,3.44,1.52,0.99,0.16194603488908194,"CRYAB, HSPA1L",0.43006353634125594
Olfactory transduction,KEGG,14,379,2.22,8.86,0.98,0.16259672850485962,"GNB1, NCALD, OR10H1, OR1J2, OR1L1, OR4D1, OR4D2, OR51E1, OR51G2, OR52E5, OR5K3, OR5K4, OR6C1, OR6X1",0.43006353634125594
Coronavirus disease,KEGG,8,208,2.31,5.1,0.98,0.16420551359990848,"FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.4317639092891711
Hematopoietic cell lineage,KEGG,4,90,2.67,3.02,0.95,0.1701196505003026,"CD1B, CD1C, CSF2RA, IL3RA",0.44469873551833483
Gene And Protein Expression By JAK-STAT Signaling After Interleukin-12 Stimulation R-HSA-8950505,Reactome,2,33,3.64,1.88,0.95,0.17197360545968893,"HNRNPDL, RPLP0",0.44693140488651717
Tight junction,KEGG,6,162,2.23,3.51,0.93,0.17742347369982653,"CD1B, CD1C, PPP2CA, PPP2R2D, PRKAG1, RAPGEF2",0.45798976526115565
Arrhythmogenic right ventricular cardiomyopathy,KEGG,3,73,2.47,1.64,0.92,0.17827789520232906,"CACNB1, CACNG5, GJA1",0.45798976526115565
Dopaminergic synapse,KEGG,5,128,2.35,3.22,0.92,0.17944497967412992,"GNB1, GRIA2, KIF5B, PPP2CA, PPP2R2D",0.4583537480819204
RAF/MAP Kinase Cascade R-HSA-5673001,Reactome,8,261,1.84,2.86,0.91,0.18056958784329352,"CSF2RA, FGF9, IL3RA, PDE6D, PHB1, PPP2CA, RAPGEF2, SYNGAP1",0.45860571457927385
Transmission Across Chemical Synapses R-HSA-112315,Reactome,8,240,2.0,3.88,0.91,0.18242044067598423,"CACNB1, CPLX1, GLRA1, GNB1, GRIA2, LIN7A, NCALD, PRKAG1",0.4591890340470846
HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567,Reactome,4,104,2.31,2.29,0.9,0.18388738595601062,"H2BC13, H2BC4, H2BC9, H3-4",0.4591890340470846
Olfactory Signaling Pathway R-HSA-381753,Reactome,13,347,2.25,10.1,0.9,0.18419838377300168,"GNB1, OR10H1, OR1J2, OR1L1, OR4D1, OR4D2, OR51E1, OR51G2, OR52E5, OR5K3, OR5K4, OR6C1, OR6X1",0.4591890340470846
Signaling By FGFR1 In Disease R-HSA-5655302,Reactome,2,35,3.44,1.84,0.9,0.18494025260105829,"CPSF6, FGF9",0.4591890340470846
Signaling By FGFR3 R-HSA-5654741,Reactome,2,37,3.25,1.63,0.89,0.18647568902891365,"FGF9, PPP2CA",0.4591890340470846
Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,Reactome,3,73,2.47,1.77,0.89,0.18782587804180978,"GRIA2, LIN7A, PRKAG1",0.4591890340470846
DNA Double-Strand Break Repair R-HSA-5693532,Reactome,5,134,2.24,3.03,0.89,0.18799014145551785,"H2BC13, H2BC4, H2BC9, H3-4, SUMO1",0.4591890340470846
MAPK1/MAPK3 Signaling R-HSA-5684996,Reactome,8,267,1.8,2.86,0.87,0.19090918440726595,"CSF2RA, FGF9, IL3RA, PDE6D, PHB1, PPP2CA, RAPGEF2, SYNGAP1",0.4600321238593523
"Cell Cycle, Mitotic R-HSA-69278",Reactome,15,499,1.81,6.4,0.87,0.19138841838393467,"ANAPC7, CEP76, CHMP2A, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, H3-4, LIN52, PAFAH1B1, PPP2CA, PPP2R2D, SUMO1",0.4600321238593523
Metabolism Of RNA R-HSA-8953854,Reactome,19,608,1.88,9.69,0.87,0.1914227629481869,"CPSF6, DHX15, EFTUD2, EIF4A2, FAU, GTF2H5, HNRNPA1, HNRNPA3, HNRNPK, NT5C3B, PPP2CA, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, U2AF1",0.4600321238593523
Signaling By FGFR4 R-HSA-5654743,Reactome,2,38,3.17,1.63,0.86,0.19416120906004503,"FGF9, PPP2CA",0.4641179703200007
Signaling By Retinoic Acid R-HSA-5362517,Reactome,2,40,3.01,1.46,0.85,0.19635168273490022,"ALDH1A2, RDH16",0.46428497262250845
Homology Directed Repair R-HSA-5693538,Reactome,4,108,2.23,2.29,0.85,0.1974598704478403,"H2BC13, H2BC4, H2BC9, H3-4",0.46428497262250845
Transcriptional Regulation By RUNX1 R-HSA-8878171,Reactome,6,191,1.89,2.44,0.85,0.1982205152619671,"H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9",0.46428497262250845
Nucleotide Excision Repair R-HSA-5696398,Reactome,4,94,2.56,3.42,0.85,0.19838574892818595,"COPS3, DDB1, GTF2H5, SUMO1",0.46428497262250845
Basal transcription factors,KEGG,2,43,2.8,1.3,0.82,0.20503605143599435,"GTF2H5, TBPL1",0.47734955724942435
Phase 0 - Rapid Depolarisation R-HSA-5576892,Reactome,2,32,3.76,2.7,0.81,0.20759226448296525,"CACNB1, FGF11",0.47872741563591326
Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,Reactome,6,178,2.03,3.4,0.81,0.20840802978164208,"GLRA1, GNB1, GRIA2, LIN7A, NCALD, PRKAG1",0.47872741563591326
Nuclear Envelope (NE) Reassembly R-HSA-2995410,Reactome,3,71,2.54,2.29,0.81,0.2088408189015729,"CHMP2A, PPP2CA, SUMO1",0.47872741563591326
Dual Incision In GG-NER R-HSA-5696400,Reactome,2,38,3.17,1.88,0.8,0.21045903556829015,"DDB1, GTF2H5",0.47997545356645765
Transcription-Coupled Nucleotide Excision Repair (TC-NER) R-HSA-6781827,Reactome,3,67,2.69,2.81,0.79,0.21446014928445317,"COPS3, DDB1, GTF2H5",0.4866176991378201
"Interleukin-3, Interleukin-5 And GM-CSF Signaling R-HSA-512988",Reactome,2,41,2.93,1.64,0.78,0.21715265528413713,"CSF2RA, IL3RA",0.49021347846814606
Expression And Translocation Of Olfactory Receptors R-HSA-9752946,Reactome,12,340,2.12,10.39,0.78,0.21823821524644532,"OR10H1, OR1J2, OR1L1, OR4D1, OR4D2, OR51E1, OR51G2, OR52E5, OR5K3, OR5K4, OR6C1, OR6X1",0.49021347846814606
Smooth Muscle Contraction R-HSA-445355,Reactome,2,42,2.86,1.59,0.77,0.22119972009731248,"MYL11, TPM2",0.49350140837726386
Protein Ubiquitination R-HSA-8852135,Reactome,3,65,2.78,3.28,0.76,0.22301062064011062,"H2BC13, H2BC4, H2BC9",0.49350140837726386
Sensory Perception R-HSA-9709957,Reactome,17,546,1.87,11.02,0.76,0.223014059266683,"GNB1, NMT1, OR10H1, OR1J2, OR1L1, OR4D1, OR4D2, OR51E1, OR51G2, OR52E5, OR5K3, OR5K4, OR6C1, OR6X1, RBP1, RDH16, TAS2R50",0.49350140837726386
Axon Guidance R-HSA-422475,Reactome,14,491,1.71,6.46,0.75,0.22569827367380307,"CACNB1, DSCAM, ELOB, FAU, NCK2, PFN1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SYNGAP1",0.4969809277447782
Oncogenic MAPK Signaling R-HSA-6802957,Reactome,3,73,2.47,2.52,0.74,0.2286227995332757,"PHB1, QKI, TENT4A",0.49991319377840543
Interleukin-12 Signaling R-HSA-9020591,Reactome,2,41,2.93,1.82,0.74,0.22926667723618144,"HNRNPDL, RPLP0",0.49991319377840543
Biological Oxidations R-HSA-211859,Reactome,6,198,1.82,2.81,0.74,0.2306562600669445,"GSTA1, SULT1A1, UGT1A10, UGT2B10, UGT2B28, UGT2B7",0.5005016905336126
Infectious Disease R-HSA-5663205,Reactome,23,854,1.62,10.09,0.72,0.235742113307287,"CHMP2A, ELOB, FAU, GJA1, GNB1, GTF2H5, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, HNRNPK, MYH2, NMT1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SUMO1",0.5027165408438101
Adrenergic signaling in cardiomyocytes,KEGG,5,146,2.06,3.51,0.72,0.23581523003185717,"CACNB1, CACNG5, PPP2CA, PPP2R2D, TPM2",0.5027165408438101
Chaperonin-mediated Protein Folding R-HSA-390466,Reactome,3,85,2.12,1.65,0.72,0.23615515103707224,"GNB1, HDAC3, PFDN6",0.5027165408438101
Keratinization R-HSA-6805567,Reactome,5,107,2.81,8.25,0.72,0.23617555610111884,"CELA2A, KRT14, KRT17, PERP, TGM1",0.5027165408438101
Interleukin-2 Family Signaling R-HSA-451927,Reactome,2,44,2.73,1.64,0.71,0.23922990046983467,"CSF2RA, IL3RA",0.5068045758768536
Signaling By PDGF R-HSA-186797,Reactome,2,51,2.36,1.05,0.7,0.24284274432283526,"NCK2, SYNGAP1",0.509758361334245
Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203,Reactome,7,228,1.85,4.16,0.69,0.24402467249269671,"CPSF6, DHX15, EFTUD2, HNRNPA1, HNRNPA3, HNRNPK, U2AF1",0.509758361334245
Nucleotide excision repair,KEGG,2,43,2.8,1.84,0.69,0.24484613747968398,"DDB1, GTF2H5",0.509758361334245
Nervous System Development R-HSA-9675108,Reactome,14,512,1.64,6.46,0.69,0.24518578900864135,"CACNB1, DSCAM, ELOB, FAU, NCK2, PFN1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SYNGAP1",0.509758361334245
Formation Of HIV-1 Elongation Complex Containing HIV-1 Tat R-HSA-167200,Reactome,2,42,2.86,2.02,0.68,0.24789863616521646,"ELOB, GTF2H5",0.5130124553974619
SARS-CoV-1 Infection R-HSA-9678108,Reactome,2,45,2.67,1.69,0.68,0.24949704104371995,"CHMP2A, SUMO1",0.5139409094310728
Necroptosis,KEGG,4,135,1.78,1.65,0.66,0.2543570083810751,"CHMP2A, H2AB1, H2AC20, H2AC4",0.5187597895072816
Chemical carcinogenesis,KEGG,7,236,1.78,4.0,0.66,0.25437434307969076,"FGF9, GSTA1, SULT1A1, UGT1A10, UGT2B10, UGT2B28, UGT2B7",0.5187597895072816
Cell Cycle R-HSA-1640170,Reactome,16,613,1.57,6.77,0.66,0.25531801720716324,"ANAPC7, CEP76, CHMP2A, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, H3-4, LIN52, PAFAH1B1, PPP2CA, PPP2R2D, SUMO1, SYCP3",0.5187597895072816
Adipogenesis,Hallmark,6,195,1.85,3.83,0.65,0.2577450606637348,"ACLY, FABP4, MRAP, NKIRAS1, NMT1, SULT1A1",0.5190612706939627
RHOJ GTPase Cycle R-HSA-9013409,Reactome,2,47,2.56,1.61,0.65,0.25878356888094484,"GJA1, NIPSNAP2",0.5190612706939627
Formation Of HIV Elongation Complex In Absence Of HIV Tat R-HSA-167152,Reactome,2,44,2.73,1.99,0.64,0.2603072592098451,"ELOB, GTF2H5",0.5190612706939627
Signaling By FGFR1 R-HSA-5654736,Reactome,2,47,2.56,1.63,0.64,0.2603836670635289,"FGF9, PPP2CA",0.5190612706939627
Signaling By Rho GTPases R-HSA-194315,Reactome,15,588,1.53,5.9,0.64,0.26127245169159197,"GJA1, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HSPE1, KIF5B, NCK2, NIPSNAP2, PAFAH1B1, PFN1, PPP2CA, TAX1BP3",0.5190612706939627
Protein Folding R-HSA-391251,Reactome,3,91,1.98,1.66,0.63,0.2645826959507508,"GNB1, HDAC3, PFDN6",0.5210406238079086
MAPK Family Signaling Cascades R-HSA-5683057,Reactome,8,305,1.58,3.05,0.63,0.2646000483319804,"CSF2RA, FGF9, IL3RA, PDE6D, PHB1, PPP2CA, RAPGEF2, SYNGAP1",0.5210406238079086
Muscle Contraction R-HSA-397014,Reactome,6,183,1.97,5.3,0.62,0.2673903264152988,"CACNB1, FGF11, MYL1, MYL11, TNNC2, TPM2",0.5242257715247306
Cell Cycle Checkpoints R-HSA-69620,Reactome,7,247,1.7,3.8,0.62,0.2689133118525487,"ANAPC7, H2BC13, H2BC4, H2BC9, H3-4, PAFAH1B1, PPP2CA",0.5249093903846692
Drug metabolism,KEGG,5,127,2.37,7.42,0.61,0.27063735853255183,"GSTA1, UGT1A10, UGT2B10, UGT2B28, UGT2B7",0.5259778228871768
UV Response Dn,Hallmark,4,137,1.76,1.89,0.6,0.27521208465497377,"GJA1, MAGI2, PTPRM, TENT4A",0.5304726567713589
Signaling By FGFR2 R-HSA-5654738,Reactome,3,69,2.61,4.63,0.59,0.2764795332061535,"FGF9, HNRNPA1, PPP2CA",0.5304726567713589
Neurotransmitter Release Cycle R-HSA-112310,Reactome,2,49,2.45,1.67,0.59,0.2765103557667262,"CPLX1, LIN7A",0.5304726567713589
"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",Reactome,15,603,1.5,6.37,0.58,0.28224978677206347,"GJA1, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HSPE1, KIF5B, NCK2, NIPSNAP2, PAFAH1B1, PFN1, PPP2CA, TAX1BP3",0.5358461460671131
Dilated cardiomyopathy,KEGG,3,88,2.05,2.28,0.57,0.2827869172678512,"CACNB1, CACNG5, TPM2",0.5358461460671131
Late Phase Of HIV Life Cycle R-HSA-162599,Reactome,4,120,2.0,3.53,0.57,0.282907584948185,"CHMP2A, ELOB, GTF2H5, NMT1",0.5358461460671131
G2/M Checkpoints R-HSA-69481,Reactome,4,134,1.8,2.29,0.57,0.2841706696720048,"H2BC13, H2BC4, H2BC9, H3-4",0.5359674655839078
Deubiquitination R-HSA-5688426,Reactome,6,228,1.58,2.57,0.56,0.2891242850699289,"ATXN7, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9",0.5411758261354261
mRNA surveillance pathway,KEGG,3,92,1.96,2.04,0.56,0.28935351777710705,"CPSF6, PPP2CA, PPP2R2D",0.5411758261354261
Legionellosis,KEGG,2,51,2.36,1.78,0.54,0.2957594062416492,"HSPA1L, SAR1A",0.5439603910195502
Regulation of lipolysis in adipocytes,KEGG,2,54,2.23,1.44,0.53,0.2963628617801458,"ABHD5, FABP4",0.5439603910195502
Neuronal System R-HSA-112316,Reactome,10,379,1.59,5.97,0.53,0.29714332626225204,"CACNB1, CPLX1, GLRA1, GNB1, GRIA2, KCNQ5, LIN7A, NCALD, PRKAG1, SYT7",0.5439603910195502
Long-term depression,KEGG,2,58,2.07,1.08,0.53,0.29799274730722447,"GRIA2, PPP2CA",0.5439603910195502
SUMOylation Of RNA Binding Proteins R-HSA-4570464,Reactome,2,45,2.67,2.74,0.53,0.29805119350246295,"HNRNPK, SUMO1",0.5439603910195502
Interleukin-12 Family Signaling R-HSA-447115,Reactome,2,51,2.36,1.82,0.53,0.29814383847827697,"HNRNPDL, RPLP0",0.5439603910195502
Natural killer cell mediated cytotoxicity,KEGG,3,90,2.0,2.74,0.5,0.3080212749548253,"KLRC1, KLRC2, KLRC3",0.5574650793415529
Signaling By FGFR R-HSA-190236,Reactome,3,83,2.17,3.7,0.5,0.308039987913565,"FGF9, HNRNPA1, PPP2CA",0.5574650793415529
Deadenylation-dependent mRNA Decay R-HSA-429914,Reactome,2,55,2.19,1.57,0.49,0.31106908081814166,"EIF4A2, NT5C3B",0.558986206971455
HIV Life Cycle R-HSA-162587,Reactome,4,130,1.85,3.51,0.49,0.3113815783800722,"CHMP2A, ELOB, GTF2H5, NMT1",0.558986206971455
Amoebiasis,KEGG,3,91,1.98,2.86,0.48,0.3157838775303429,"CD1B, CD1C, RAB5C",0.5646215730242532
"Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207",Reactome,2,39,3.08,5.37,0.46,0.3224658923940539,"GNB1, TAS2R50",0.5703562865184735
Metabolism Of Amino Acids And Derivatives R-HSA-71291,Reactome,9,354,1.53,5.69,0.46,0.3224758082839415,"CKM, FAU, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2",0.5703562865184735
Selective Autophagy R-HSA-9663891,Reactome,2,54,2.23,1.95,0.46,0.3228191062397624,"MAP1LC3A, PRKAG1",0.5703562865184735
Neurexins And Neuroligins R-HSA-6794361,Reactome,2,57,2.11,1.63,0.45,0.3265239847007669,"LIN7A, SYT7",0.5740480260623307
Mitotic Spindle Checkpoint R-HSA-69618,Reactome,3,101,1.79,2.09,0.44,0.32899376569561795,"ANAPC7, PAFAH1B1, PPP2CA",0.5740480260623307
Formation Of RNA Pol II Elongation Complex R-HSA-112382,Reactome,2,57,2.11,1.68,0.44,0.3293910335047957,"ELOB, GTF2H5",0.5740480260623307
Signaling By BRAF And RAF1 Fusions R-HSA-6802952,Reactome,2,57,2.11,1.7,0.44,0.3300455093915414,"QKI, TENT4A",0.5740480260623307
SARS-CoV-2 Infection R-HSA-9694516,Reactome,6,231,1.56,4.05,0.43,0.33458661651397814,"CHMP2A, FAU, GJA1, RPS10, RPS2, SUMO1",0.5772996344398917
Macroautophagy R-HSA-1632852,Reactome,3,101,1.79,2.28,0.42,0.3356400212465197,"CHMP2A, MAP1LC3A, PRKAG1",0.5772996344398917
mRNA 3-End Processing R-HSA-72187,Reactome,2,55,2.19,2.13,0.42,0.3357894965422189,"CPSF6, U2AF1",0.5772996344398917
Ca2+ Pathway R-HSA-4086398,Reactome,2,58,2.07,1.75,0.42,0.3383805446560766,"GNB1, NLK",0.5795253006178783
Integration Of Energy Metabolism R-HSA-163685,Reactome,3,101,1.79,2.48,0.41,0.3419213492715473,"ACLY, GNB1, PPP2CA",0.5833543630701591
TP53 Regulates Transcription Of DNA Repair Genes R-HSA-6796648,Reactome,2,60,2.0,1.63,0.4,0.34532727131346813,"ELOB, GTF2H5",0.5869250580879097
Loss Of Nlp From Mitotic Centrosomes R-HSA-380259,Reactome,2,63,1.91,1.33,0.39,0.34947520748314087,"CEP76, PAFAH1B1",0.5916512875251501
Disease R-HSA-1643685,Reactome,34,1593,1.28,14.41,0.38,0.35096889286787414,"ANAPC7, CHMP2A, CPSF6, CSF2RA, ELOB, FAU, FGF9, GJA1, GNB1, GTF2H5, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, HNRNPK, KIF5B, MYH2, NMT1, PHB1, PPP2CA, QKI, RBP1, RPL15, RPL23A, RPL30, RPLP0, RPLP2, RPS10, RPS2, SUMO1, TENT4A",0.5916512875251501
Adherens junction,KEGG,2,63,1.91,1.41,0.38,0.353210938897483,"NLK, PTPRM",0.5916512875251501
Gap-filling DNA Repair Synthesis And Ligation In TC-NER R-HSA-6782210,Reactome,2,55,2.19,2.7,0.38,0.35340244691099565,"DDB1, GTF2H5",0.5916512875251501
Sensory Perception Of Taste R-HSA-9717189,Reactome,2,45,2.67,5.88,0.36,0.35875571043791404,"GNB1, TAS2R50",0.5983723976333866
Post NMDA Receptor Activation Events R-HSA-438064,Reactome,2,60,2.0,2.05,0.36,0.3612947443797402,"GRIA2, PRKAG1",0.6003671031142895
AURKA Activation By TPX2 R-HSA-8854518,Reactome,2,66,1.82,1.33,0.34,0.3683521889325463,"CEP76, PAFAH1B1",0.6098275127883267
Autophagy R-HSA-9612973,Reactome,3,110,1.64,2.37,0.33,0.3721614231612732,"CHMP2A, MAP1LC3A, PRKAG1",0.6111316492667939
RNA Polymerase II Transcription Termination R-HSA-73856,Reactome,2,63,1.91,1.91,0.32,0.37325703374345365,"CPSF6, U2AF1",0.6111316492667939
Dual Incision In TC-NER R-HSA-6782135,Reactome,2,56,2.15,3.42,0.32,0.37370431234017876,"DDB1, GTF2H5",0.6111316492667939
RHO GTPases Activate Formins R-HSA-5663220,Reactome,3,109,1.66,2.64,0.32,0.3752375383831543,"PAFAH1B1, PFN1, PPP2CA",0.6111316492667939
Endocytosis,KEGG,5,211,1.43,2.89,0.32,0.3759758468643587,"CHMP2A, HSPA1L, KIF5B, RAB5C, RNF41",0.6111316492667939
trans-Golgi Network Vesicle Budding R-HSA-199992,Reactome,2,65,1.85,1.91,0.29,0.3840104794632461,"CHMP2A, RAB5C",0.6206539176530547
RNA transport,KEGG,4,159,1.51,3.31,0.29,0.38461104069328,"EIF3G, EIF4A2, RAE1, SUMO1",0.6206539176530547
SARS-CoV-2-host Interactions R-HSA-9705683,Reactome,4,159,1.51,3.41,0.29,0.38622910575258806,"FAU, GJA1, RPS10, RPS2",0.6210230585302405
Gene Expression (Transcription) R-HSA-74160,Reactome,22,1074,1.23,11.21,0.27,0.39384736476544735,"ANAPC7, CPSF6, CRCP, ELOB, EPC1, GRIA2, GTF2H5, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, NFIA, PERP, POLR3H, PPP2CA, PRKAG1, PVALB, SUMO1, U2AF1",0.6280901762209516
Generic Transcription Pathway R-HSA-212436,Reactome,17,824,1.24,8.68,0.27,0.39507150756518805,"ANAPC7, ELOB, EPC1, GRIA2, GTF2H5, H2AB1, H2AC20, H2AC4, H2BC13, H2BC4, H2BC9, HDAC3, PERP, PPP2CA, PRKAG1, PVALB, SUMO1",0.6280901762209516
Mitotic Anaphase R-HSA-68882,Reactome,5,216,1.39,3.61,0.26,0.3988234138803417,"ANAPC7, CHMP2A, PAFAH1B1, PPP2CA, SUMO1",0.6280901762209516
Signaling By FGFR In Disease R-HSA-1226099,Reactome,2,59,2.04,4.32,0.25,0.39948569458780786,"CPSF6, FGF9",0.6280901762209516
