gene,taxa_count,codon_length,fn,max_lrt,psi_contrast,max_rho_contrast,p_evd_track_a,max_synergy_contrast,top3_synergy_contrast,best_site_codon,best_site_lrt,best_site_rho,valid_clades,pos_clades,pos_delta_sum,net_delta,delta_bovids,delta_camelids,delta_lagomorphs,delta_felids,delta_equids,delta_rodents,z_track_b,z_score,p_track_b,q_track_b,rank_track_b,q_track_a,rank_track_a,p_combined,p_value,fdr_q,psi_score,psi_track_b,max_rho_track_a,composite_rank,tier
TNFRSF21,709,691,0.22666898369789124,41.14805603027344,0.019327359869668194,0.28867512941360474,1.8111623312206089e-12,3.584956645965576,2.5172407627105713,619,12.418654441833496,0.28867512941360474,6,4,0.07501884429791202,0.05350495600433304,0.015948499122177183,0.03667969206583073,0.007018523093517811,-0.01028515978505207,-0.011228728508526905,0.01537213001638629,0.9990286953897705,0.9990286953897705,0.1588903953532455,0.8830152778136249,1223,5.441506900663542e-11,641,3.622269151293267e-12,3.622269151293267e-12,1.088284702207741e-10,0.019327359869668194,0.019327359869668194,0.28867512941360474,506,Tier 0: Core Bottleneck Transducer
IFT22,684,211,0.12757615745067596,41.71306610107422,0.012823884454623286,0.28867512941360474,1.8149926006555588e-12,1.0732108354568481,1.005499005317688,137,27.256038665771484,0.03937515616416931,6,3,0.056298604997657535,0.020280528531770932,0.01160602093140085,0.020336188375365927,-0.002128477095870334,-0.014786417605297955,-0.019103181764718317,0.024356395690890757,-0.3684066897402558,-0.3684066897402558,0.6437149949913967,0.8869145364246318,11816,5.442972285280869e-11,641,3.6299296901631806e-12,3.6299296901631806e-12,1.0885778098456213e-10,0.012823884454623286,0.012823884454623286,0.28867512941360474,507,Tier 0: Core Bottleneck Transducer
CDC42BPB,617,1761,0.3929370045661926,42.137107849121094,0.020760312216985346,0.3162277638912201,1.8185453143343529e-12,8.208658218383789,6.1073784828186035,1727,25.958057403564453,0.3162277638912201,5,3,0.05737192019842882,0.030252490788999255,-0.013658027651280893,0.023895481971710104,0.013038961482703766,,-0.013461401758148677,0.020437476744014953,1.0204215805100196,1.0204215805100196,0.15376428165754114,0.8830152778136249,1154,5.4436014519523167e-11,237,3.637146139823244e-12,3.637146139823244e-12,1.088736907001502e-10,0.020760312216985346,0.020760312216985346,0.3162277638912201,508,Tier 0: Core Bottleneck Transducer
TTC14,714,789,0.2612205147743225,41.55514907836914,0.014761855582831182,0.28867512941360474,1.8325341244446044e-12,6.212235927581787,5.123746871948242,681,37.09396743774414,0.1674729436635971,6,4,0.06246595520350809,0.0374328865788959,0.013950458785096266,0.021852830416426224,0.012147710335733532,-0.01253783325609525,-0.012495235368516936,0.014514955666252069,0.09885351802339341,0.09885351802339341,0.460627287653648,0.8830152778136249,8122,5.475410216964392e-11,641,3.665123760043798e-12,3.665123760043798e-12,1.0950986295147377e-10,0.014761855582831182,0.014761855582831182,0.28867512941360474,509,Tier 0: Core Bottleneck Transducer
IL12RB1,595,771,0.4885055124759674,41.437286376953125,0.021661575243737925,0.3162277638912201,1.8430257320272927e-12,1.5164374113082886,1.3611284494400024,502,41.437286376953125,0.036595962941646576,5,3,0.051765794366296,0.029043347095526497,0.015597946194756131,0.01862690475718397,-0.005669271162994291,,-0.01705317610777521,0.017540943414355893,1.1283063485576679,1.1283063485576679,0.1295952816289585,0.8830152778136249,808,5.480157994059263e-11,237,3.686051464057982e-12,3.686051464057982e-12,1.0960154569631239e-10,0.021661575243737925,0.021661575243737925,0.3162277638912201,510,Tier 0: Core Bottleneck Transducer
IFT172,623,1751,0.2487846463918686,42.015968322753906,0.016839885142108182,0.3162277340888977,1.8515744493168907e-12,2.712167501449585,2.4372193813323975,837,8.576627731323242,0.3162277340888977,5,3,0.06571460883086049,0.04162157571835307,0.01662163374243179,0.029758120451099403,,-0.013782302191797807,-0.01031073092070961,0.019334854637329292,0.25540448732864346,0.25540448732864346,0.3992053526551673,0.8830152778136249,6656,5.480157994059263e-11,375,3.70314889863721e-12,3.70314889863721e-12,1.0960154569631239e-10,0.016839885142108182,0.016839885142108182,0.3162277340888977,511,Tier 0: Core Bottleneck Transducer
P2RX3,693,432,0.15458497405052185,41.413150787353516,0.015095601492952694,0.28867512941360474,1.85490511839076e-12,3.2728521823883057,3.170311689376831,59,25.351404190063477,0.12909944355487823,6,3,0.06845939007551749,0.04073276738761495,0.009964071793948384,0.030793725061504594,-0.002467666349656864,-0.009973087704074658,-0.015285868634171008,0.027701593220064505,0.11037893456937696,0.11037893456937696,0.4560544294073533,0.8830152778136249,8007,5.480157994059263e-11,641,3.7098102367849606e-12,3.7098102367849606e-12,1.0960154569631239e-10,0.015095601492952694,0.015095601492952694,0.28867512941360474,512,Tier 0: Core Bottleneck Transducer
FAM151B,695,292,0.18590733408927917,42.109336853027344,0.017058797355785634,0.28867512941360474,1.8568480086838505e-12,1.6470712423324585,1.360361933708191,221,8.973299980163574,0.18355245888233185,6,4,0.07358791468520035,0.048890387206507194,0.013405321043633272,0.03307315107450046,0.005068173729944542,-0.012609139285493863,-0.01208838819319928,0.022041268837122065,0.5083851338211361,0.5083851338211361,0.3055916381625347,0.8830152778136249,4248,5.480157994059263e-11,641,3.71375152852238e-12,3.71375152852238e-12,1.0960154569631239e-10,0.017058797355785634,0.017058797355785634,0.28867512941360474,513,Tier 0: Core Bottleneck Transducer
FGF23,694,267,0.2181665599346161,36.354488372802734,0.015699315761085096,0.28867509961128235,1.858513343220785e-12,2.968618154525757,2.6707217693328857,36,25.79707908630371,0.1150757446885109,6,4,0.05569901819627332,0.03029775386229408,0.00120448882617269,0.03594016270163535,0.0033772405540366,-0.011560899817702587,-0.013840364516276652,0.01517712611442868,0.23380820158951238,0.23380820158951238,0.407566941045224,0.8830152778136249,6872,5.480157994059263e-11,1472,3.716971175293793e-12,3.716971175293793e-12,1.0960154569631239e-10,0.015699315761085096,0.015699315761085096,0.28867509961128235,514,Tier 0: Core Bottleneck Transducer
GPRC5C,703,480,0.21048377454280853,41.728763580322266,0.0163131533174833,0.28867512941360474,1.8591239658843276e-12,4.1730546951293945,2.414250612258911,271,14.455885887145996,0.28867512941360474,6,4,0.06657778612842025,0.04055943934961647,0.017032764975989583,0.03414006362472175,0.0027026542465176206,-0.010832680634579291,-0.015185666144224483,0.012702303281191296,0.3804949079426023,0.3804949079426023,0.351789037851979,0.8830152778136249,5393,5.480157994059263e-11,641,3.718247931772112e-12,3.718247931772112e-12,1.0960154569631239e-10,0.0163131533174833,0.0163131533174833,0.28867512941360474,515,Tier 0: Core Bottleneck Transducer
NME6,681,195,0.11790503561496735,41.70317840576172,0.012429523589839418,0.28867512941360474,1.860567255816338e-12,4.126448631286621,2.640979051589966,51,14.294438362121582,0.28867509961128235,6,4,0.07142362247239264,0.05102134906179143,0.011819866557522535,0.031098064252478335,-0.003592354280387434,0.006661310250284582,-0.016809919130213777,0.021844381412107188,-0.4555337468593684,-0.4555337468593684,0.67563735251424,0.8903234111944254,12349,5.480157994059263e-11,641,3.721079000484906e-12,3.721079000484906e-12,1.0960154569631239e-10,0.012429523589839418,0.012429523589839418,0.28867512941360474,516,Tier 0: Core Bottleneck Transducer
RRP8,705,494,0.2862135171890259,41.92344665527344,0.0189829910047053,0.28867509961128235,1.8630652576217396e-12,2.5647854804992676,1.8879724740982056,363,36.47879409790039,0.07030894607305527,6,4,0.08089282374810126,0.0533833910869233,0.027048062539646044,0.029707826082610383,0.0066234407624036155,-0.014189841771927829,-0.013319590889250138,0.017513494363441212,0.9197155246722502,0.9197155246722502,0.17886071884706095,0.8830152778136249,1537,5.480157994059263e-11,1472,3.726186026398182e-12,3.726186026398182e-12,1.0960154569631239e-10,0.0189829910047053,0.0189829910047053,0.28867509961128235,517,Tier 0: Core Bottleneck Transducer
DOT1L,644,1629,0.46471089124679565,41.82728576660156,0.02175415264686277,0.3162277638912201,1.8651746813685234e-12,7.672895908355713,5.934555530548096,405,41.82728576660156,0.1834423542022705,5,3,0.0828784636291285,0.06495472198939146,0.014180429689779653,0.0460533891250687,-0.002666526273463087,,-0.01525721536627395,0.022644644814280152,1.302885337668605,1.302885337668605,0.09630695519514304,0.8830152778136249,454,5.480157994059263e-11,237,3.730293851589295e-12,3.730293851589295e-12,1.0960154569631239e-10,0.02175415264686277,0.02175415264686277,0.3162277638912201,518,Tier 0: Core Bottleneck Transducer
CFAP251,559,1306,0.5182708501815796,41.8879508972168,0.01747108104506455,0.3535534143447876,1.8710033522477946e-12,8.870481491088867,4.93967866897583,1005,25.089508056640625,0.3535534143447876,4,2,0.03642732344106629,-3.1206362127264575e-05,0.013799077404371314,-0.01973839242648366,,,-0.016720137376709892,0.022628246036694975,0.16269715272057422,0.16269715272057422,0.4353784444600448,0.8830152778136249,7534,5.480157994059263e-11,102,3.74200670449909e-12,3.74200670449909e-12,1.0960154569631239e-10,0.01747108104506455,0.01747108104506455,0.3535534143447876,519,Tier 0: Core Bottleneck Transducer
SPDYA,693,333,0.1616980880498886,41.22006607055664,0.01804854769443302,0.28867512941360474,1.8730017536921162e-12,5.160268306732178,3.3731582164764404,211,17.875694274902344,0.28867512941360474,6,4,0.06426673751022335,0.04558645937726785,0.009193762887191715,0.030096545944638353,0.01417688138599947,-0.005249123094999482,-0.013431155037956019,0.01079954729239382,0.7009681748654419,0.7009681748654419,0.2416614382805215,0.8830152778136249,2744,5.480157994059263e-11,641,3.7459479962365094e-12,3.7459479962365094e-12,1.0960154569631239e-10,0.01804854769443302,0.01804854769443302,0.28867512941360474,520,Tier 0: Core Bottleneck Transducer
PELI2,687,421,0.08930205553770065,41.97734069824219,0.0147801108009347,0.28867512941360474,1.8769430454295283e-12,7.3997883796691895,3.3494961261749268,68,28.083335876464844,0.26349392533302307,6,3,0.03635426547184242,0.014605656750224997,0.0033668100460215026,0.026787727436669646,-0.00560658406752123,-0.006729391171423735,-0.00941263348267246,0.00619972798915127,0.03103933318830271,0.03103933318830271,0.48761908571273266,0.8830152778136249,8749,5.480157994059263e-11,641,3.753886090862579e-12,3.753886090862579e-12,1.0960154569631239e-10,0.0147801108009347,0.0147801108009347,0.28867512941360474,521,Tier 0: Core Bottleneck Transducer
CHRNA1,693,472,0.13632667064666748,41.45201873779297,0.01597653124529938,0.28867512941360474,1.8820500713427943e-12,2.801401138305664,1.8213311433792114,206,9.704338073730469,0.28867512941360474,6,3,0.0703813722792939,0.05812351728021643,0.0241659072714808,0.02185290471527845,-0.0036982805150617658,-0.0009556656400758663,-0.007603908843939835,0.024362560292534655,0.2865648850387141,0.2865648850387141,0.3872227524402566,0.8830152778136249,6357,5.480157994059263e-11,641,3.7640446315378995e-12,3.7640446315378995e-12,1.0960154569631239e-10,0.01597653124529938,0.01597653124529938,0.28867512941360474,522,Tier 0: Core Bottleneck Transducer
RAB26,689,268,0.1624106913805008,41.4461669921875,0.014291162442762765,0.28865697979927063,1.882272115947719e-12,1.5344361066818237,1.41108238697052,89,5.315776824951172,0.28865697979927063,5,3,0.048213546144729745,0.02386998957354381,0.011572635809775711,0.016678631233108275,,-0.013749169434225291,-0.010594387136960641,0.01996227910184576,-0.06131295059095439,-0.06131295059095439,0.5244450114363086,0.8830152778136249,9555,5.480157994059263e-11,1841,3.7644887207477495e-12,3.7644887207477495e-12,1.0960154569631239e-10,0.014291162442762765,0.014291162442762765,0.28865697979927063,523,Tier 0: Core Bottleneck Transducer
TSC2,678,1814,0.36965110898017883,43.613555908203125,0.013237968072875654,0.3162277638912201,1.8846035842994273e-12,1.3395038843154907,1.2427644729614258,2,4.2358832359313965,0.3162277638912201,5,3,0.04890497604574475,0.020384845268241462,0.01121542318163044,0.024951584976514164,,-0.014951450336370584,-0.01356868044113271,0.01273796788760015,-0.3021544630392458,-0.3021544630392458,0.6187328420190172,0.8850271242823369,11373,5.480157994059263e-11,237,3.769151657451175e-12,3.769151657451175e-12,1.0960154569631239e-10,0.013237968072875654,0.013237968072875654,0.3162277638912201,524,Tier 0: Core Bottleneck Transducer
SCRIB,638,1768,0.43314000964164734,41.54207229614258,0.023024068790359453,0.3162277638912201,1.888489364885608e-12,1.8396542072296143,1.7802443504333496,864,10.024848937988281,0.18350942432880402,5,4,0.07892745562798686,0.06311301209796469,0.01341305733055993,0.041587162158303485,0.0036128150740272636,,-0.01581444353002219,0.0203144210650962,1.5387295992808927,1.5387295992808927,0.06193516153888144,0.8830152778136249,205,5.48166859497277e-11,237,3.776923218623551e-12,3.776923218623551e-12,1.0963176059191784e-10,0.023024068790359453,0.023024068790359453,0.3162277638912201,525,Tier 0: Core Bottleneck Transducer
SLC25A28,682,370,0.07840246707201004,37.91411209106445,0.013366741169632598,0.28867512941360474,1.8976487048387482e-12,2.118931770324707,1.9545577764511108,167,7.340195178985596,0.28867512941360474,6,4,0.04665697907849671,0.03705757867931401,0.00018299793946612757,0.01902987619691379,0.024088120156978032,-0.003547829416722473,-0.006051570982460231,0.003355984785138764,-0.2653325516149968,-0.2653325516149968,0.604623354843223,0.8847093191402982,11124,5.490014825722144e-11,641,3.795297409681098e-12,3.795297409681098e-12,1.0980029651454729e-10,0.013366741169632598,0.013366741169632598,0.28867512941360474,526,Tier 0: Core Bottleneck Transducer
BPIFA3,693,260,0.24860146641731262,40.78866958618164,0.014645725912699125,0.28867512941360474,1.90014670664415e-12,1.4620287418365479,1.2886980772018433,211,5.0646162033081055,0.28867512941360474,6,4,0.06824582366851477,0.05260149490552324,0.015000760937753434,0.02968637631311962,0.0020940623358769055,-0.014910787316129687,-0.0007335414468618496,0.021464624081764815,0.020403818518663006,0.020403818518663006,0.49186061887402704,0.8830152778136249,8856,5.490014825722144e-11,641,3.8002379021406796e-12,3.8002379021406796e-12,1.0980029651454729e-10,0.014645725912699125,0.014645725912699125,0.28867512941360474,527,Tier 0: Core Bottleneck Transducer
P4HA1,692,541,0.12095822393894196,41.262969970703125,0.019196781655783996,0.28867512941360474,1.9014789742736978e-12,6.9105658531188965,3.8740646839141846,165,41.262969970703125,0.16747620701789856,6,4,0.07503491894972374,0.056921479884676926,0.011221993542488953,0.030079450620022326,0.02423249377353672,-0.005740476070510038,-0.012372962994536777,0.009500981013675736,0.9279227326932787,0.9279227326932787,0.17672382573077605,0.8830152778136249,1505,5.490014825722144e-11,641,3.802957948551011e-12,3.802957948551011e-12,1.0980029651454729e-10,0.019196781655783996,0.019196781655783996,0.28867512941360474,528,Tier 0: Core Bottleneck Transducer
GAL3ST4,704,507,0.25309377908706665,41.69994354248047,0.016760249468064328,0.2886751592159271,1.912470182217466e-12,2.3037543296813965,2.108949899673462,59,35.26369094848633,0.06532935798168182,6,4,0.06499219730470168,0.03810769426917045,0.008741448107005566,0.03236518960206622,0.005796556557861377,-0.014671071890243744,-0.012213431145287479,0.018089003037768513,0.4725434758621506,0.4725434758621506,0.3182694586348498,0.8830152778136249,4559,5.5119760083591535e-11,494,3.8249958755898206e-12,3.8249958755898206e-12,1.1024112006744184e-10,0.016760249468064328,0.016760249468064328,0.2886751592159271,529,Tier 0: Core Bottleneck Transducer
DVL2,697,749,0.1360848993062973,41.97128677368164,0.011182332416509311,0.2886751592159271,1.9164669851061087e-12,1.5557291507720947,1.2714427709579468,195,5.3892035484313965,0.2886751592159271,6,4,0.07056965584900438,0.054090154692530625,0.01045960168313112,0.03149235894036936,0.012005494961238995,-0.0018426526933525234,-0.014636848463121228,0.016612200264264902,-0.6615639444974359,-0.6615639444974359,0.745874639407049,0.9071480406889877,13389,5.513736463863582e-11,494,3.8329339702158904e-12,3.8329339702158904e-12,1.1027472927737732e-10,0.011182332416509311,0.011182332416509311,0.2886751592159271,530,Tier 0: Core Bottleneck Transducer
POLDIP3,695,409,0.1640251874923706,41.461997985839844,0.015293385200192453,0.2886751592159271,1.923461390161234e-12,4.628739833831787,3.511615753173828,39,41.338809967041016,0.11197080463171005,6,3,0.036076249729276574,0.005512540422277666,0.006794808746619591,0.013158822031508572,-0.002612015450494679,-0.010775919337683319,-0.01717577451882091,0.016122618951148412,0.15530270270249988,0.15530270270249988,0.4382913425095334,0.8830152778136249,7594,5.5150090703897464e-11,494,3.8469227803261674e-12,3.8469227803261674e-12,1.1030018140790121e-10,0.015293385200192453,0.015293385200192453,0.2886751592159271,531,Tier 0: Core Bottleneck Transducer
GATAD2A,707,663,0.23070910573005676,41.767616271972656,0.016614316139071345,0.28867512941360474,1.926792059235103e-12,7.653711318969727,4.571983814239502,655,26.51323699951172,0.28867509961128235,6,4,0.05982733080938595,0.034926899674512575,0.0036244901220245196,0.01966232989158299,0.012889371124769145,-0.009816806108989521,-0.015083625025883852,0.0236511396710093,0.4512113247428943,0.4512113247428943,0.3259186241688332,0.8830152778136249,4742,5.5150090703897464e-11,641,3.853528607322687e-12,3.853528607322687e-12,1.1030018140790121e-10,0.016614316139071345,0.016614316139071345,0.28867512941360474,532,Tier 0: Core Bottleneck Transducer
SUFU,682,484,0.08709834516048431,41.758174896240234,0.010950663348061374,0.28867509961128235,1.9270696149912588e-12,2.684232234954834,1.6778708696365356,187,9.298454284667969,0.28867509961128235,6,3,0.06582561454343326,0.03448388126936354,0.019989430517610478,0.031966084116001325,-0.005927331229167276,-0.012621374167225684,-0.012793027877676763,0.013870099909821455,-0.7485481159292414,-0.7485481159292414,0.7729351930041282,0.9165800089483851,13732,5.5150090703897464e-11,1472,3.854139229986231e-12,3.854139229986231e-12,1.1030018140790121e-10,0.010950663348061374,0.010950663348061374,0.28867509961128235,533,Tier 0: Core Bottleneck Transducer
SRRT,698,908,0.13325650990009308,42.135223388671875,0.015657655869749508,0.28867512941360474,1.9344525981050015e-12,2.711982011795044,2.1933624744415283,289,9.394582748413086,0.28867509961128235,6,4,0.05395084148589245,0.03358313213089167,0.014020902316561688,0.026988912903529172,0.004609601380702658,-0.006577592524421894,-0.013790116830578887,0.008331424885098929,0.23616408376476508,0.23616408376476508,0.4066526741491155,0.8830152778136249,6846,5.518315298600242e-11,641,3.868960707364977e-12,3.868960707364977e-12,1.1036472840913356e-10,0.015657655869749508,0.015657655869749508,0.28867512941360474,534,Tier 0: Core Bottleneck Transducer
RPGR,600,1249,0.6016058921813965,41.42724609375,0.02258124741058393,0.3162277638912201,1.938560423296107e-12,2.5576560497283936,2.093381643295288,62,36.57206344604492,0.06993469595909119,5,4,0.06400836554786198,0.06354774930765761,0.008731868615053671,0.028806791420066754,0.0022371338055686995,-0.00046061624020436585,,0.024232571707172856,1.3290369531374968,1.3290369531374968,0.09191788934008122,0.8830152778136249,415,5.518315298600242e-11,237,3.877176357747203e-12,3.877176357747203e-12,1.1036472840913356e-10,0.02258124741058393,0.02258124741058393,0.3162277638912201,535,Tier 0: Core Bottleneck Transducer
PLEKHA2,696,432,0.1860782951116562,41.61669921875,0.015481918824398885,0.28867512941360474,1.9398371797744234e-12,5.59110689163208,3.0827457904815674,202,19.368162155151367,0.28867512941360474,6,4,0.06566700624616466,0.035546177646563926,0.017378534363515268,0.03242072294196846,0.009695438111206059,-0.01359500173893852,-0.016525826860662216,0.006172310829474876,0.1956842615743557,0.1956842615743557,0.42242865184910694,0.8830152778136249,7208,5.518315298600242e-11,641,3.8796743595526095e-12,3.8796743595526095e-12,1.1036472840913356e-10,0.015481918824398885,0.015481918824398885,0.28867512941360474,536,Tier 0: Core Bottleneck Transducer
PTGR2,698,354,0.17968960106372833,42.49185562133789,0.015169351387101416,0.28867512941360474,1.9417800700675134e-12,3.2658894062042236,2.640726327896118,154,41.26476287841797,0.07914475351572037,6,4,0.07313623119780507,0.04487697071383346,0.014320558531491409,0.03301926026421445,0.012222108254866896,-0.013847935505833308,-0.014411324978138308,0.013574304147232324,0.1385031872351467,0.1385031872351467,0.4449213754225569,0.8830152778136249,7749,5.518315298600242e-11,641,3.883504628987566e-12,3.883504628987566e-12,1.1036472840913356e-10,0.015169351387101416,0.015169351387101416,0.28867512941360474,537,Tier 0: Core Bottleneck Transducer
ATP10D,674,1465,0.4252849519252777,42.12310028076172,0.019913025404663078,0.3162277340888977,1.9506618542644977e-12,3.929265022277832,3.3873932361602783,645,22.357261657714844,0.17574894428253174,5,4,0.0486697185987998,0.033494396012107755,0.003709878351346986,0.026962131561621968,0.0006113572729734948,,-0.015175322586692052,0.017386351412857357,1.0216913349575731,1.0216913349575731,0.15346350675975345,0.8830152778136249,1149,5.533898542655589e-11,375,3.9013237085328e-12,3.9013237085328e-12,1.1067797085321972e-10,0.019913025404663078,0.019913025404663078,0.3162277340888977,538,Tier 0: Core Bottleneck Transducer
ARID3B,708,600,0.23704653978347778,42.012428283691406,0.02073693688815748,0.28867509961128235,1.963096352140275e-12,2.401942491531372,2.2169504165649414,415,31.694509506225586,0.07578418403863907,6,4,0.07047824090685875,0.04490403650407181,0.018014815289537467,0.03323115888660268,0.005206736906713912,-0.0122954054218514,-0.013278798980935539,0.014025529824004691,1.2783425456298119,1.2783425456298119,0.1005643363026647,0.8830152778136249,493,5.559488869261258e-11,1472,3.9261927042844036e-12,3.9261927042844036e-12,1.1118977738533431e-10,0.02073693688815748,0.02073693688815748,0.28867509961128235,539,Tier 0: Core Bottleneck Transducer
CDC123,689,345,0.12493589520454407,42.152339935302734,0.012087332479114343,0.28867509961128235,1.9801937867194687e-12,2.8048431873321533,2.1681973934173584,169,9.716262817382812,0.28867509961128235,6,3,0.046166060136641006,0.02299298273762909,0.01868676951318332,0.025171015943358938,-0.000758932820438567,-0.010753318089177566,-0.011660826489395783,0.0023082746800987463,-0.5020789433206388,-0.5020789433206388,0.6921940043314181,0.8930913133691182,12619,5.577161374230005e-11,1472,3.9603875734428584e-12,3.9603875734428584e-12,1.1154322748471147e-10,0.012087332479114343,0.012087332479114343,0.28867509961128235,540,Tier 0: Core Bottleneck Transducer
MCTS1,681,181,0.04433465749025345,41.29717254638672,0.005651181005387401,0.2886751592159271,1.9835799669445686e-12,2.759329080581665,1.1319490671157837,84,9.558595657348633,0.2886751592159271,6,3,0.052867900151869665,0.002839305901675103,0.0,0.028834303672449546,0.01716615540685089,0.006867441072569232,-0.02161281654288709,-0.028415777707307473,-1.811202263749772,-1.811202263749772,0.9649452260348631,0.9921182005778324,15838,5.577161374230005e-11,494,3.967215445044303e-12,3.967215445044303e-12,1.1154322748471147e-10,0.005651181005387401,0.005651181005387401,0.2886751592159271,541,Tier 0: Core Bottleneck Transducer
CDK7,680,359,0.09036584943532944,38.78929138183594,0.012637527157130617,0.28867512941360474,1.9843016119105737e-12,3.859103202819824,2.5967273712158203,354,13.368326187133789,0.28867512941360474,6,4,0.04537517276172819,0.02018578260125014,0.009431076449337229,0.010541567566315233,0.021129873451389964,-0.01265479659030206,-0.012534593570175993,0.00427265529468577,-0.4166967935686841,-0.4166967935686841,0.6615499000083889,0.889348515787716,12113,5.577161374230005e-11,641,3.9686032238250846e-12,3.9686032238250846e-12,1.1154322748471147e-10,0.012637527157130617,0.012637527157130617,0.28867512941360474,542,Tier 0: Core Bottleneck Transducer
CA9,706,523,0.2718765437602997,41.74809265136719,0.014516242757254303,0.28867512941360474,1.985245301481503e-12,1.6910990476608276,1.4146605730056763,342,27.826799392700195,0.06077231466770172,6,4,0.05813966752361674,0.031499748894593615,0.011899081715503466,0.026245009269771337,0.006938201597494065,-0.01216900701034336,-0.014470911618679765,0.013057374940847865,0.028984040166546432,0.028984040166546432,0.48843865967473193,0.8830152778136249,8762,5.577161374230005e-11,641,3.970435091815716e-12,3.970435091815716e-12,1.1154322748471147e-10,0.014516242757254303,0.014516242757254303,0.28867512941360474,543,Tier 0: Core Bottleneck Transducer
LRRC24,704,559,0.2534550726413727,41.73593521118164,0.019527963936916543,0.28867512941360474,1.9894086378238393e-12,5.871284484863281,3.699157476425171,273,41.73593521118164,0.14067696034908295,6,4,0.07887520766846794,0.050323606162284346,0.0037459730337004666,0.049194336296338625,0.00700584179087384,-0.011896440457515579,-0.016655161048668,0.018929056547555004,1.0260863696325937,1.0260863696325937,0.15242543726250168,0.8830152778136249,1126,5.577161374230005e-11,641,3.978817275651636e-12,3.978817275651636e-12,1.1154322748471147e-10,0.019527963936916543,0.019527963936916543,0.28867512941360474,544,Tier 0: Core Bottleneck Transducer
HMGCR,706,893,0.20767717063426971,41.737422943115234,0.016616160719451416,0.28867509961128235,1.9953483310055718e-12,2.7770590782165527,2.219212055206299,709,9.620016098022461,0.28867509961128235,6,4,0.05408794115281367,0.024919449455294434,0.0064465279742475035,0.027610386368523622,0.004036375099653949,-0.012251980414837391,-0.01691651128268185,0.0159946517103886,0.4489676326059691,0.4489676326059691,0.326727502970631,0.8830152778136249,4760,5.577161374230005e-11,1472,3.990641150863894e-12,3.990641150863894e-12,1.1154322748471147e-10,0.016616160719451416,0.016616160719451416,0.28867509961128235,545,Tier 0: Core Bottleneck Transducer
GNE,694,764,0.14858697354793549,41.33378219604492,0.01018431935475622,0.28867512941360474,1.996180998274039e-12,2.569566488265991,2.0691871643066406,20,8.901239395141602,0.28867512941360474,6,3,0.06328681092509324,0.033473567751020075,0.008005695079267388,0.03566049671749585,-0.006832968786149892,-0.009624661773656389,-0.013355612614266876,0.019620619128330002,-0.8691910796762629,-0.8691910796762629,0.8076286871515348,0.9297494864368391,14145,5.577161374230005e-11,641,3.992361996552063e-12,3.992361996552063e-12,1.1154322748471147e-10,0.01018431935475622,0.01018431935475622,0.28867512941360474,546,Tier 0: Core Bottleneck Transducer
CSRNP3,702,740,0.1643465906381607,41.70317840576172,0.014530132784277321,0.28867512941360474,1.9967361097863504e-12,3.3017523288726807,2.4089696407318115,68,25.575260162353516,0.12909945845603943,6,4,0.06489850997083808,0.04011422711418406,0.014971546215910563,0.028250815591426073,0.01768881198787246,-0.014346158775415575,-0.010438124081238447,0.003987336175628992,0.02125584725379548,0.02125584725379548,0.49152078233020957,0.8830152778136249,8847,5.577161374230005e-11,641,3.993472219576688e-12,3.993472219576688e-12,1.1154322748471147e-10,0.014530132784277321,0.014530132784277321,0.28867512941360474,547,Tier 0: Core Bottleneck Transducer
METTL2A,698,386,0.2338874191045761,42.468894958496094,0.017251653263342933,0.28867509961128235,2.000399845767606e-12,2.369175434112549,1.8704605102539062,252,33.33172607421875,0.07107868790626526,6,4,0.06614254316679387,0.0348995175115264,0.016271904818061306,0.021363371587225954,0.011265647299785377,-0.014846040553598677,-0.016396985101668784,0.017241619461721227,0.55496356248345,0.55496356248345,0.2894597918981646,0.8830152778136249,3872,5.5778272411780304e-11,1472,4.000855202690445e-12,4.000855202690445e-12,1.1155809267227947e-10,0.017251653263342933,0.017251653263342933,0.28867509961128235,548,Tier 0: Core Bottleneck Transducer
TOMM20L,565,213,0.1848890781402588,37.171142578125,0.019823145334248213,0.3162277638912201,2.0155543900537092e-12,2.4009649753570557,1.9513238668441772,160,7.592517852783203,0.3162277638912201,5,4,0.07507963706557608,0.05700702310082388,0.012637476671736638,0.03449213345088403,0.011756725422673154,-0.0180726139647522,,0.01619330152028225,0.6552051584457097,0.6552051584457097,0.25616783678271515,0.8830152778136249,3076,5.610476527800787e-11,237,4.031108780111481e-12,4.031108780111481e-12,1.1220953055612881e-10,0.019823145334248213,0.019823145334248213,0.3162277638912201,549,Tier 0: Core Bottleneck Transducer
SNW1,678,550,0.056727100163698196,41.12799072265625,0.011218886149394878,0.28867512941360474,2.030042800525038e-12,3.153886556625366,2.0696442127227783,542,15.74433422088623,0.2003188282251358,6,3,0.10187626846445903,0.09991047485267672,0.05022213006478712,0.0,0.033113181588783236,0.0,-0.001965793611782317,0.018540956810888673,-0.7059708477354012,-0.7059708477354012,0.7598968665868564,0.9116459341246577,13572,5.635958253948876e-11,641,4.0600856010541975e-12,4.0600856010541975e-12,1.1271763556371776e-10,0.011218886149394878,0.011218886149394878,0.28867512941360474,550,Tier 0: Core Bottleneck Transducer
