,CONT_ADULTBODYMASS_G,CONT_GEOGRAPHICRANGE_KM2,CONT_GESTATIONLENGTH_D_ALLOMETRIC_RESIDUAL,CONT_LITTERSIZE_ALLOMETRIC_RESIDUAL,CONT_MAXLONGEVITY_M_ALLOMETRIC_RESIDUAL,CONT_MEANPRECIPITATION_MM,CONT_MEANTEMPERATURE_C,CONT_SEXUALMATURITYAGE_D_ALLOMETRIC_RESIDUAL,CONT_WEANINGAGE_D_ALLOMETRIC_RESIDUAL,DISC_AQUATIC_MARINE,DISC_BIPEDAL_SALTATION,DISC_CARNIVORY,DISC_DESERT_OSMOREGULATION,DISC_DIURNALITY,DISC_ECHOLOCATION,DISC_ENAMEL_LOSS_EDENTULISM,DISC_FOREGUT_FERMENTATION,DISC_HERBIVORY,DISC_HIBERNATION,DISC_HIGH_ALTITUDE,DISC_HIGH_SUGAR_FRUGIVORY,DISC_LOSS_GULO_VITAMINC,DISC_LOSS_UCP1_THERMOGENESIS,DISC_MYRMECOPHAGY,DISC_NOCTURNALITY,DISC_PETO_PARADOX_CANCER_RESISTANCE,DISC_PHYSICAL_BODY_ARMOR,DISC_PREHENSILE_TAIL,DISC_SCAR_FREE_REGENERATION,DISC_SPONTANEOUS_MENSTRUATION,DISC_SUBTERRANEAN_VISION_LOSS,DISC_SUBTERRANEAN,DISC_VENOM_RESISTANCE
AADACL2,0.014183421179201456,0.2652871340159871,0.0,0.1348711241604098,0.020502115995590493,0.01854905375866498,0.0,0.015777359728516974,0.021067641912744284,0.0,0.0,0.41316505153311994,0.017320997992552788,0.0,0.0,0.0,0.0,0.008063172571190724,0.01096904820913337,0.004681596364344865,0.0,0.000355919398893355,0.005963465381569328,0.014303232308485904,0.010647867199727526,0.0,0.0,0.006925162457099291,0.0,0.0,0.00043655407903403986,0.01693008175359192,0.0
AADACL3,0.025046021851163315,0.5133754815281059,0.0,0.028173794454935903,0.032406783199825075,0.032777019746964266,0.024695881594457302,0.04715202969747961,0.008618601768622718,0.13408905229979748,0.0,0.021101747676622377,0.006514009015314808,0.015541049759076324,0.0,0.0015455874230899096,0.024763278968564846,0.014238482652118042,0.0,0.008267072052520818,0.0,0.01085764642086902,0.002000383923604241,2.1377247146854182e-14,0.01835986121314042,2.6692679097361926e-05,0.00044872438015041924,0.012228909233669814,0.0,0.0009157887461036511,0.0016772589881681116,0.0,0.015178840726266695
AADACL4,0.0,0.0,0.23928100374088754,0.0,0.19744787952518486,0.03260670982672375,0.1724610361450192,0.03901522548391398,0.20197833590481942,0.0,0.0,0.017460318229993114,0.0,0.012859203824252343,0.0,0.0,0.0,0.011781414602622647,0.0,0.006840462272573261,0.0,0.008983993394402269,1.3017143901420171e-05,0.0,0.015558012309183565,0.0,0.0,0.0,0.0,0.006416688110434537,0.0,0.024737199983542943,0.012559499502337788
AADAT,0.04021718157304072,0.036293894579085315,0.06376902023302074,0.045239543985427656,0.052036586564145136,0.05263108698140724,0.05000779077023587,0.0757134905954283,0.05973743354410791,0.04015446492033652,0.0,0.03388373702068757,0.03015132475394866,0.05823780666447005,0.0,0.014527275700677477,0.007635278547805106,0.022863177455793224,0.031102806434109627,0.013274696468341438,0.0,0.017434462852378423,0.019701596771047745,0.040556906797302505,0.030192095625350118,0.01879866306557311,0.018212065681710785,0.0,0.0,0.012452314420263703,0.042796802913077976,0.048005355219167524,0.02437313986165748
AAGAB,0.04166979171946184,0.03760479896016356,0.06607230261618792,0.04687355755978387,0.053916103493766805,0.054532076756822395,0.051814029333746854,0.0784481970158704,0.06189509846972513,0.041604809794988123,0.031608626154974916,0.035107588575414864,0.01083754540101774,0.025856094449283742,0.014832037471253844,0.01505198845421382,0.0,0.023688975839784784,0.03222621315833036,0.013754167133026197,0.017182904083793697,0.01806418071539605,0.018592383950622276,0.042021787527798796,0.03128260825531771,0.019477654671650965,0.018869869892791432,0.02034559035967449,0.0,0.007172954618007131,0.04434258677247194,0.0,0.025253476794241492
AAK1,0.04289542170995732,0.03871086566917001,0.06801568155536487,0.04825224546619966,0.05414574089311571,0.055555606750102834,0.05011186510369752,0.07809295153599251,0.06008701081121265,0.04111736050738769,0.032538327950335774,0.03614020505071892,0.011156309189333961,0.02661659752564841,0.02282543829909969,0.015494711292625796,0.008143745542841323,0.01889056238385545,0.03317407998696397,0.01415871726483429,0.01768830335986132,0.018595500905033063,0.021013613306511223,0.04325777074065091,0.03220272091430974,0.02005054924887392,0.019424887748725448,1.227042864887296e-07,0.0,0.0,0.04564683145337602,0.0,0.025996255129484478
AAMDC,0.044550867407699285,0.0402048184844892,0.0706405833029488,0.050114424901187414,0.05764389690406685,0.05830245894713702,0.05539648401046074,0.08387215484916392,0.06617456462647343,0.04448139259197147,0.0,0.03753494939829197,0.011586860127264826,0.02476475214020072,0.02370633122717989,0.016092692431978414,0.0,0.019332303827777318,0.03445435386706012,0.014705138925870762,0.01837094091254541,0.019313149566438998,0.021824583203893123,0.04492720042829274,0.03297849976757408,0.02082435200376575,3.290117687526435e-12,1.2743976349454518e-07,0.0,0.01379413939409494,0.047408461196894854,0.0,0.026999518111778878
AAMP,0.046934544979240496,0.04235596232670315,0.07442018140861278,0.05279577854475311,0.060728112143447616,0.06142191030340793,0.05836045225982318,0.08835970326345659,0.06971521006583403,0.04686135293936704,0.03560220545354401,0.03954324288921018,4.277355000910134e-08,0.0291228724176851,0.024974729652122565,0.016953725948223454,0.0,0.026681950069484994,0.016283734332833078,0.014692806819897297,0.0,0.0016789183552986036,0.022992299401543733,4.0059510197215865e-14,0.03523499695203494,0.021938551203502927,0.011041419080339347,0.02291614588079051,0.0,0.0,0.049945033260063935,0.0,0.028444117274720106
AANAT,0.05119842766014141,0.046203892551180716,0.0,0.05759213921813821,0.0662451049198085,0.06700193285793336,0.06366234922612528,0.09638695501589689,0.06207275277592651,0.05111858631171848,0.0,0.015319424763495773,0.013315768121978771,0.03176861046361223,0.027243619598130757,0.018493928340285515,0.04806192478037675,0.02910593659890082,0.03959538493148923,0.016899334072189378,0.021112120685603985,0.02219491894328265,0.025081090658723132,0.0,0.03843600578959435,0.023931612147463265,0.0,0.021077585668049088,0.0,0.015852401737534397,2.7240818900526278e-14,0.0,0.031028192161881317
AAR2,0.04210970726387938,0.03644057719380692,0.06676983989144013,0.04736841020343335,0.05448530557140174,0.05510778177584922,0.05236103943344399,0.07927638885160479,0.0625485362436262,0.042044039313450104,0.031942324150800554,0.035478225751749186,0.0096556324178289,0.026129061925165207,0.022407345274372527,0.015210895024709332,0.00799457674432808,0.023939064651685073,0.03256643113209674,0.013559388021873377,0.0,0.01825488754559503,0.020628707438214593,0.04246541915576913,0.031612864421081334,0.019683283802618138,0.019069082529678656,0.020560382445025664,0.0,0.0,0.04481071949874575,0.0,0.025520082326305763
AARD,0.04362989760054781,0.0069331601275465305,0.0691802785284936,0.0,0.23896058128270434,0.05709721183305453,0.05425131014147415,0.08213832278771536,0.10098093539163433,0.04356185899047357,0.0,0.0,0.011347332841763445,0.027072339616362052,0.0,0.015760019137202885,0.0,0.015721372773803876,0.024105866090755466,0.014401149581807972,0.0,0.018913901949800742,0.021373418426325244,0.043998450944345555,0.03275411127673354,0.020393864326085916,0.019757489951014878,0.019072868652749535,0.0,0.013508982524278198,0.0,0.0,0.005085275222890295
AARS1,0.04248579537196879,0.03834119940847564,0.06736617134073862,0.04779146457578928,0.05497192200315734,0.055599957635899915,0.05282868372588034,0.07998441816447856,0.06310716659724552,0.030717937283168666,0.032227605836150995,0.03579508710435207,0.011049772922839261,0.018631343801640634,0.022607468634022986,0.014393906597062368,0.008065977507670099,0.02415286802670889,0.032857286810454786,0.014023509746814652,0.0,0.017667129715518815,0.01748759608146227,0.04284468418008851,0.03189520365219752,0.01900876695703578,0.01923939136432922,0.02074401030277563,0.0,0.013154737892457939,0.045210930752003844,0.0,0.02574800600718632
AARS2,0.042382357706394785,0.03824785234677189,0.06720215888807916,0.04767510950965949,0.054838085099920865,0.05546459169127021,0.05270006483874146,0.0797896848088995,0.06295352329277967,0.04231626457144377,0.032149143180914226,0.035707938912428724,0.011022870691016729,0.02629824145072604,0.02221574930756763,0.01530938198956885,0.0,0.02409406446039392,0.03277729110800852,0.013989367532960234,0.0,0.018373083645515313,0.020762273463176596,0.04274037274905507,0.03181755027699515,0.019810728432078754,0.017882566751458304,0.020693506081739487,0.0,0.0,0.04510085835970256,0.0,0.025685318852309
